'Elapsed time','MLII','V1'
'17:00.408',-0.835,0.380
'17:00.411',-0.815,0.360
'17:00.414',-0.805,0.325
'17:00.417',-0.775,0.290
'17:00.419',-0.735,0.270
'17:00.422',-0.700,0.240
'17:00.425',-0.655,0.215
'17:00.428',-0.640,0.190
'17:00.431',-0.640,0.150
'17:00.433',-0.625,0.140
'17:00.436',-0.635,0.100
'17:00.439',-0.630,0.090
'17:00.442',-0.625,0.075
'17:00.444',-0.610,0.075
'17:00.447',-0.575,0.085
'17:00.450',-0.570,0.090
'17:00.453',-0.565,0.110
'17:00.456',-0.575,0.090
'17:00.458',-0.620,0.080
'17:00.461',-0.680,0.070
'17:00.464',-0.755,0.020
'17:00.467',-0.825,-0.005
'17:00.469',-0.885,-0.020
'17:00.472',-0.915,-0.020
'17:00.475',-0.945,-0.015
'17:00.478',-0.965,-0.020
'17:00.481',-0.965,-0.020
'17:00.483',-0.970,-0.025
'17:00.486',-0.970,-0.030
'17:00.489',-0.965,-0.030
'17:00.492',-0.960,-0.040
'17:00.494',-0.955,-0.045
'17:00.497',-0.940,-0.040
'17:00.500',-0.945,-0.035
'17:00.503',-0.970,-0.035
'17:00.506',-0.975,-0.055
'17:00.508',-1.000,-0.050
'17:00.511',-0.995,-0.045
'17:00.514',-0.975,-0.045
'17:00.517',-0.960,-0.025
'17:00.519',-0.945,-0.040
'17:00.522',-0.935,-0.015
'17:00.525',-0.935,-0.025
'17:00.528',-0.940,-0.025
'17:00.531',-0.950,-0.015
'17:00.533',-0.950,0.005
'17:00.536',-0.955,0.035
'17:00.539',-0.960,0.090
'17:00.542',-0.975,0.140
'17:00.544',-0.980,0.145
'17:00.547',-0.990,0.075
'17:00.550',-0.960,-0.110
'17:00.553',-0.865,-0.405
'17:00.556',-0.685,-0.760
'17:00.558',-0.415,-1.160
'17:00.561',-0.060,-1.500
'17:00.564',0.360,-1.775
'17:00.567',0.820,-1.955
'17:00.569',1.285,-2.055
'17:00.572',1.665,-2.075
'17:00.575',1.920,-2.060
'17:00.578',2.015,-2.030
'17:00.581',1.895,-1.970
'17:00.583',1.645,-1.930
'17:00.586',1.245,-1.860
'17:00.589',0.785,-1.810
'17:00.592',0.285,-1.695
'17:00.594',-0.210,-1.440
'17:00.597',-0.640,-1.115
'17:00.600',-1.005,-0.770
'17:00.603',-1.285,-0.485
'17:00.606',-1.460,-0.290
'17:00.608',-1.500,-0.200
'17:00.611',-1.435,-0.170
'17:00.614',-1.305,-0.180
'17:00.617',-1.180,-0.190
'17:00.619',-1.070,-0.185
'17:00.622',-1.030,-0.175
'17:00.625',-1.025,-0.160
'17:00.628',-1.050,-0.145
'17:00.631',-1.090,-0.135
'17:00.633',-1.115,-0.115
'17:00.636',-1.165,-0.110
'17:00.639',-1.175,-0.100
'17:00.642',-1.200,-0.100
'17:00.644',-1.205,-0.090
'17:00.647',-1.185,-0.080
'17:00.650',-1.195,-0.070
'17:00.653',-1.185,-0.065
'17:00.656',-1.175,-0.035
'17:00.658',-1.180,-0.025
'17:00.661',-1.205,-0.005
'17:00.664',-1.205,-0.010
'17:00.667',-1.215,-0.015
'17:00.669',-1.240,-0.015
'17:00.672',-1.240,-0.010
'17:00.675',-1.250,0.015
'17:00.678',-1.250,0.040
'17:00.681',-1.250,0.065
'17:00.683',-1.265,0.090
'17:00.686',-1.255,0.105
'17:00.689',-1.245,0.125
'17:00.692',-1.225,0.130
'17:00.694',-1.225,0.150
'17:00.697',-1.200,0.140
'17:00.700',-1.215,0.145
'17:00.703',-1.220,0.150
'17:00.706',-1.210,0.165
'17:00.708',-1.215,0.170
'17:00.711',-1.185,0.185
'17:00.714',-1.165,0.215
'17:00.717',-1.135,0.225
'17:00.719',-1.110,0.250
'17:00.722',-1.080,0.280
'17:00.725',-1.060,0.285
'17:00.728',-1.035,0.295
'17:00.731',-1.020,0.300
'17:00.733',-0.985,0.300
'17:00.736',-0.955,0.295
'17:00.739',-0.940,0.310
'17:00.742',-0.895,0.325
'17:00.744',-0.860,0.335
'17:00.747',-0.825,0.340
'17:00.750',-0.785,0.360
'17:00.753',-0.730,0.370
'17:00.756',-0.675,0.365
'17:00.758',-0.630,0.370
'17:00.761',-0.580,0.375
'17:00.764',-0.535,0.370
'17:00.767',-0.510,0.370
'17:00.769',-0.485,0.375
'17:00.772',-0.470,0.365
'17:00.775',-0.435,0.380
'17:00.778',-0.390,0.370
'17:00.781',-0.330,0.370
'17:00.783',-0.265,0.360
'17:00.786',-0.210,0.370
'17:00.789',-0.160,0.365
'17:00.792',-0.125,0.340
'17:00.794',-0.095,0.330
'17:00.797',-0.075,0.320
'17:00.800',-0.050,0.300
'17:00.803',-0.025,0.290
'17:00.806',0.000,0.265
'17:00.808',0.030,0.255
'17:00.811',0.055,0.240
'17:00.814',0.075,0.260
'17:00.817',0.080,0.250
'17:00.819',0.090,0.240
'17:00.822',0.100,0.210
'17:00.825',0.105,0.190
'17:00.828',0.095,0.175
'17:00.831',0.120,0.160
'17:00.833',0.110,0.145
'17:00.836',0.085,0.125
'17:00.839',0.070,0.110
'17:00.842',0.060,0.100
'17:00.844',0.055,0.090
'17:00.847',0.040,0.080
'17:00.850',0.040,0.075
'17:00.853',0.035,0.065
'17:00.856',0.020,0.065
'17:00.858',-0.005,0.050
'17:00.861',-0.040,0.045
'17:00.864',-0.070,0.050
'17:00.867',-0.110,0.050
'17:00.869',-0.120,0.040
'17:00.872',-0.155,0.035
'17:00.875',-0.170,0.055
'17:00.878',-0.200,0.055
'17:00.881',-0.235,0.055
'17:00.883',-0.260,0.065
'17:00.886',-0.300,0.070
'17:00.889',-0.320,0.105
'17:00.892',-0.340,0.095
'17:00.894',-0.355,0.100
'17:00.897',-0.400,0.100
'17:00.900',-0.435,0.105
'17:00.903',-0.465,0.110
'17:00.906',-0.510,0.100
'17:00.908',-0.535,0.125
'17:00.911',-0.545,0.135
'17:00.914',-0.545,0.140
'17:00.917',-0.540,0.160
'17:00.919',-0.565,0.165
'17:00.922',-0.560,0.160
'17:00.925',-0.575,0.160
'17:00.928',-0.605,0.170
'17:00.931',-0.615,0.195
'17:00.933',-0.635,0.225
'17:00.936',-0.645,0.240
'17:00.939',-0.655,0.245
'17:00.942',-0.660,0.265
'17:00.944',-0.670,0.285
'17:00.947',-0.675,0.310
'17:00.950',-0.685,0.350
'17:00.953',-0.670,0.365
'17:00.956',-0.650,0.345
'17:00.958',-0.620,0.335
'17:00.961',-0.580,0.315
'17:00.964',-0.530,0.290
'17:00.967',-0.505,0.255
'17:00.969',-0.500,0.225
'17:00.972',-0.490,0.195
'17:00.975',-0.485,0.170
'17:00.978',-0.485,0.130
'17:00.981',-0.470,0.105
'17:00.983',-0.450,0.090
'17:00.986',-0.420,0.065
'17:00.989',-0.385,0.065
'17:00.992',-0.385,0.050
'17:00.994',-0.390,0.040
'17:00.997',-0.400,0.035
'17:01.000',-0.430,0.015
'17:01.003',-0.445,0.015
'17:01.006',-0.495,-0.005
'17:01.008',-0.535,-0.015
'17:01.011',-0.590,-0.030
'17:01.014',-0.645,-0.045
'17:01.017',-0.695,-0.040
'17:01.019',-0.735,-0.055
'17:01.022',-0.760,-0.045
'17:01.025',-0.770,-0.055
'17:01.028',-0.775,-0.065
'17:01.031',-0.755,-0.075
'17:01.033',-0.740,-0.080
'17:01.036',-0.730,-0.095
'17:01.039',-0.735,-0.100
'17:01.042',-0.740,-0.100
'17:01.044',-0.745,-0.100
'17:01.047',-0.770,-0.090
'17:01.050',-0.750,-0.085
'17:01.053',-0.740,-0.075
'17:01.056',-0.715,-0.060
'17:01.058',-0.710,-0.050
'17:01.061',-0.710,-0.060
'17:01.064',-0.720,-0.080
'17:01.067',-0.730,-0.115
'17:01.069',-0.745,-0.125
'17:01.072',-0.745,-0.130
'17:01.075',-0.745,-0.115
'17:01.078',-0.725,-0.075
'17:01.081',-0.730,-0.035
'17:01.083',-0.730,0.010
'17:01.086',-0.730,0.070
'17:01.089',-0.745,0.135
'17:01.092',-0.760,0.150
'17:01.094',-0.775,0.135
'17:01.097',-0.755,0.055
'17:01.100',-0.720,-0.115
'17:01.103',-0.630,-0.375
'17:01.106',-0.465,-0.730
'17:01.108',-0.240,-1.145
'17:01.111',0.030,-1.535
'17:01.114',0.380,-1.845
'17:01.117',0.770,-2.075
'17:01.119',1.185,-2.205
'17:01.122',1.570,-2.260
'17:01.125',1.845,-2.280
'17:01.128',1.925,-2.250
'17:01.131',1.780,-2.225
'17:01.133',1.440,-2.185
'17:01.136',0.990,-2.140
'17:01.139',0.480,-2.070
'17:01.142',-0.015,-1.910
'17:01.144',-0.435,-1.630
'17:01.147',-0.760,-1.260
'17:01.150',-0.995,-0.875
'17:01.153',-1.160,-0.555
'17:01.156',-1.260,-0.365
'17:01.158',-1.295,-0.255
'17:01.161',-1.270,-0.225
'17:01.164',-1.170,-0.255
'17:01.167',-1.075,-0.270
'17:01.169',-0.960,-0.285
'17:01.172',-0.870,-0.270
'17:01.175',-0.830,-0.235
'17:01.178',-0.830,-0.210
'17:01.181',-0.860,-0.190
'17:01.183',-0.885,-0.175
'17:01.186',-0.915,-0.165
'17:01.189',-0.920,-0.155
'17:01.192',-0.915,-0.140
'17:01.194',-0.920,-0.125
'17:01.197',-0.910,-0.110
'17:01.200',-0.920,-0.100
'17:01.203',-0.930,-0.090
'17:01.206',-0.950,-0.085
'17:01.208',-0.965,-0.085
'17:01.211',-0.975,-0.075
'17:01.214',-0.965,-0.065
'17:01.217',-0.960,-0.045
'17:01.219',-0.950,-0.010
'17:01.222',-0.945,0.005
'17:01.225',-0.960,0.020
'17:01.228',-0.960,0.025
'17:01.231',-0.960,0.015
'17:01.233',-0.970,0.005
'17:01.236',-0.980,0.000
'17:01.239',-0.975,0.015
'17:01.242',-0.960,0.030
'17:01.244',-0.965,0.045
'17:01.247',-0.955,0.085
'17:01.250',-0.960,0.110
'17:01.253',-0.945,0.125
'17:01.256',-0.940,0.150
'17:01.258',-0.920,0.170
'17:01.261',-0.900,0.180
'17:01.264',-0.880,0.175
'17:01.267',-0.870,0.185
'17:01.269',-0.850,0.175
'17:01.272',-0.825,0.185
'17:01.275',-0.820,0.215
'17:01.278',-0.785,0.225
'17:01.281',-0.735,0.250
'17:01.283',-0.700,0.270
'17:01.286',-0.660,0.290
'17:01.289',-0.625,0.305
'17:01.292',-0.595,0.325
'17:01.294',-0.575,0.350
'17:01.297',-0.565,0.360
'17:01.300',-0.555,0.365
'17:01.303',-0.535,0.375
'17:01.306',-0.505,0.370
'17:01.308',-0.475,0.380
'17:01.311',-0.435,0.385
'17:01.314',-0.385,0.395
'17:01.317',-0.345,0.425
'17:01.319',-0.300,0.435
'17:01.322',-0.265,0.465
'17:01.325',-0.230,0.445
'17:01.328',-0.185,0.435
'17:01.331',-0.150,0.430
'17:01.333',-0.120,0.420
'17:01.336',-0.095,0.415
'17:01.339',-0.065,0.405
'17:01.342',-0.045,0.405
'17:01.344',-0.020,0.405
'17:01.347',0.005,0.415
'17:01.350',0.035,0.415
'17:01.353',0.075,0.400
'17:01.356',0.105,0.390
'17:01.358',0.135,0.385
'17:01.361',0.155,0.390
'17:01.364',0.160,0.380
'17:01.367',0.155,0.370
'17:01.369',0.145,0.325
'17:01.372',0.135,0.300
'17:01.375',0.140,0.280
'17:01.378',0.155,0.270
'17:01.381',0.175,0.260
'17:01.383',0.200,0.255
'17:01.386',0.210,0.260
'17:01.389',0.200,0.260
'17:01.392',0.185,0.240
'17:01.394',0.160,0.220
'17:01.397',0.125,0.195
'17:01.400',0.105,0.160
'17:01.403',0.075,0.125
'17:01.406',0.075,0.110
'17:01.408',0.040,0.115
'17:01.411',0.015,0.115
'17:01.414',-0.010,0.120
'17:01.417',-0.035,0.100
'17:01.419',-0.050,0.085
'17:01.422',-0.065,0.080
'17:01.425',-0.055,0.055
'17:01.428',-0.070,0.055
'17:01.431',-0.090,0.040
'17:01.433',-0.125,0.045
'17:01.436',-0.160,0.060
'17:01.439',-0.210,0.055
'17:01.442',-0.245,0.060
'17:01.444',-0.275,0.070
'17:01.447',-0.310,0.070
'17:01.450',-0.340,0.075
'17:01.453',-0.360,0.085
'17:01.456',-0.385,0.100
'17:01.458',-0.430,0.100
'17:01.461',-0.445,0.115
'17:01.464',-0.480,0.105
'17:01.467',-0.515,0.120
'17:01.469',-0.550,0.130
'17:01.472',-0.575,0.130
'17:01.475',-0.595,0.150
'17:01.478',-0.615,0.155
'17:01.481',-0.640,0.170
'17:01.483',-0.655,0.170
'17:01.486',-0.675,0.170
'17:01.489',-0.690,0.175
'17:01.492',-0.695,0.165
'17:01.494',-0.700,0.150
'17:01.497',-0.720,0.170
'17:01.500',-0.750,0.160
'17:01.503',-0.755,0.165
'17:01.506',-0.785,0.170
'17:01.508',-0.785,0.190
'17:01.511',-0.785,0.210
'17:01.514',-0.760,0.225
'17:01.517',-0.735,0.235
'17:01.519',-0.725,0.245
'17:01.522',-0.720,0.270
'17:01.525',-0.730,0.295
'17:01.528',-0.745,0.325
'17:01.531',-0.745,0.350
'17:01.533',-0.750,0.360
'17:01.536',-0.710,0.365
'17:01.539',-0.685,0.345
'17:01.542',-0.650,0.320
'17:01.544',-0.640,0.295
'17:01.547',-0.610,0.290
'17:01.550',-0.590,0.275
'17:01.553',-0.570,0.270
'17:01.556',-0.565,0.260
'17:01.558',-0.525,0.215
'17:01.561',-0.505,0.190
'17:01.564',-0.470,0.160
'17:01.567',-0.450,0.130
'17:01.569',-0.420,0.100
'17:01.572',-0.425,0.070
'17:01.575',-0.435,0.055
'17:01.578',-0.445,0.035
'17:01.581',-0.455,0.030
'17:01.583',-0.465,0.040
'17:01.586',-0.490,0.015
'17:01.589',-0.535,0.020
'17:01.592',-0.595,0.005
'17:01.594',-0.640,-0.005
'17:01.597',-0.695,-0.020
'17:01.600',-0.760,-0.040
'17:01.603',-0.780,-0.045
'17:01.606',-0.785,-0.045
'17:01.608',-0.790,-0.065
'17:01.611',-0.790,-0.055
'17:01.614',-0.780,-0.065
'17:01.617',-0.790,-0.065
'17:01.619',-0.800,-0.070
'17:01.622',-0.795,-0.075
'17:01.625',-0.790,-0.070
'17:01.628',-0.790,-0.070
'17:01.631',-0.770,-0.070
'17:01.633',-0.765,-0.070
'17:01.636',-0.750,-0.090
'17:01.639',-0.755,-0.090
'17:01.642',-0.780,-0.100
'17:01.644',-0.795,-0.100
'17:01.647',-0.815,-0.105
'17:01.650',-0.820,-0.085
'17:01.653',-0.810,-0.065
'17:01.656',-0.785,-0.040
'17:01.658',-0.755,-0.035
'17:01.661',-0.755,-0.020
'17:01.664',-0.765,0.015
'17:01.667',-0.785,0.050
'17:01.669',-0.820,0.090
'17:01.672',-0.870,0.090
'17:01.675',-0.875,0.030
'17:01.678',-0.835,-0.130
'17:01.681',-0.730,-0.380
'17:01.683',-0.545,-0.735
'17:01.686',-0.295,-1.135
'17:01.689',0.030,-1.450
'17:01.692',0.425,-1.700
'17:01.694',0.885,-1.830
'17:01.697',1.350,-1.860
'17:01.700',1.720,-1.855
'17:01.703',1.960,-1.825
'17:01.706',1.950,-1.775
'17:01.708',1.700,-1.675
'17:01.711',1.295,-1.590
'17:01.714',0.775,-1.490
'17:01.717',0.240,-1.330
'17:01.719',-0.265,-1.100
'17:01.722',-0.710,-0.850
'17:01.725',-1.075,-0.665
'17:01.728',-1.350,-0.520
'17:01.731',-1.515,-0.435
'17:01.733',-1.565,-0.375
'17:01.736',-1.495,-0.320
'17:01.739',-1.370,-0.285
'17:01.742',-1.225,-0.235
'17:01.744',-1.115,-0.185
'17:01.747',-1.050,-0.130
'17:01.750',-1.010,-0.105
'17:01.753',-1.010,-0.100
'17:01.756',-1.030,-0.110
'17:01.758',-1.040,-0.120
'17:01.761',-1.070,-0.125
'17:01.764',-1.065,-0.135
'17:01.767',-1.070,-0.110
'17:01.769',-1.075,-0.100
'17:01.772',-1.090,-0.095
'17:01.775',-1.100,-0.080
'17:01.778',-1.120,-0.080
'17:01.781',-1.135,-0.055
'17:01.783',-1.135,-0.050
'17:01.786',-1.140,-0.030
'17:01.789',-1.105,-0.010
'17:01.792',-1.095,0.000
'17:01.794',-1.095,0.010
'17:01.797',-1.095,0.010
'17:01.800',-1.115,-0.005
'17:01.803',-1.105,-0.005
'17:01.806',-1.110,-0.005
'17:01.808',-1.115,0.000
'17:01.811',-1.110,0.010
'17:01.814',-1.100,0.040
'17:01.817',-1.090,0.055
'17:01.819',-1.070,0.090
'17:01.822',-1.065,0.100
'17:01.825',-1.060,0.095
'17:01.828',-1.050,0.120
'17:01.831',-1.020,0.120
'17:01.833',-1.010,0.130
'17:01.836',-0.990,0.160
'17:01.839',-0.985,0.165
'17:01.842',-0.985,0.175
'17:01.844',-0.970,0.175
'17:01.847',-0.955,0.175
'17:01.850',-0.925,0.180
'17:01.853',-0.880,0.200
'17:01.856',-0.840,0.215
'17:01.858',-0.795,0.230
'17:01.861',-0.775,0.260
'17:01.864',-0.775,0.270
'17:01.867',-0.770,0.270
'17:01.869',-0.760,0.260
'17:01.872',-0.740,0.260
'17:01.875',-0.695,0.270
'17:01.878',-0.670,0.290
'17:01.881',-0.620,0.310
'17:01.883',-0.585,0.330
'17:01.886',-0.565,0.350
'17:01.889',-0.540,0.345
'17:01.892',-0.505,0.325
'17:01.894',-0.475,0.325
'17:01.897',-0.450,0.325
'17:01.900',-0.415,0.330
'17:01.903',-0.385,0.315
'17:01.906',-0.365,0.305
'17:01.908',-0.330,0.300
'17:01.911',-0.305,0.280
'17:01.914',-0.260,0.275
'17:01.917',-0.220,0.250
'17:01.919',-0.190,0.250
'17:01.922',-0.145,0.245
'17:01.925',-0.115,0.235
'17:01.928',-0.095,0.230
'17:01.931',-0.075,0.215
'17:01.933',-0.070,0.185
'17:01.936',-0.045,0.140
'17:01.939',-0.040,0.105
'17:01.942',-0.015,0.080
'17:01.944',-0.010,0.085
'17:01.947',-0.005,0.085
'17:01.950',0.000,0.085
'17:01.953',-0.005,0.095
'17:01.956',-0.015,0.085
'17:01.958',-0.010,0.065
'17:01.961',-0.015,0.050
'17:01.964',-0.010,0.040
'17:01.967',-0.035,0.035
'17:01.969',-0.065,0.035
'17:01.972',-0.110,0.030
'17:01.975',-0.150,0.025
'17:01.978',-0.185,0.025
'17:01.981',-0.195,0.025
'17:01.983',-0.210,0.025
'17:01.986',-0.210,0.040
'17:01.989',-0.225,0.060
'17:01.992',-0.260,0.055
'17:01.994',-0.300,0.060
'17:01.997',-0.360,0.065
'17:02.000',-0.410,0.070
'17:02.003',-0.435,0.065
'17:02.006',-0.470,0.075
'17:02.008',-0.500,0.090
'17:02.011',-0.520,0.115
'17:02.014',-0.550,0.135
'17:02.017',-0.585,0.150
'17:02.019',-0.615,0.150
'17:02.022',-0.630,0.160
'17:02.025',-0.650,0.155
'17:02.028',-0.655,0.150
'17:02.031',-0.680,0.160
'17:02.033',-0.695,0.160
'17:02.036',-0.730,0.170
'17:02.039',-0.745,0.170
'17:02.042',-0.750,0.190
'17:02.044',-0.740,0.185
'17:02.047',-0.735,0.180
'17:02.050',-0.720,0.160
'17:02.053',-0.710,0.170
'17:02.056',-0.710,0.185
'17:02.058',-0.730,0.210
'17:02.061',-0.740,0.235
'17:02.064',-0.740,0.270
'17:02.067',-0.740,0.275
'17:02.069',-0.740,0.295
'17:02.072',-0.740,0.320
'17:02.075',-0.730,0.350
'17:02.078',-0.735,0.370
'17:02.081',-0.730,0.390
'17:02.083',-0.705,0.395
'17:02.086',-0.690,0.385
'17:02.089',-0.655,0.365
'17:02.092',-0.615,0.320
'17:02.094',-0.575,0.290
'17:02.097',-0.570,0.255
'17:02.100',-0.550,0.225
'17:02.103',-0.530,0.185
'17:02.106',-0.515,0.160
'17:02.108',-0.500,0.140
'17:02.111',-0.480,0.130
'17:02.114',-0.455,0.130
'17:02.117',-0.440,0.115
'17:02.119',-0.435,0.100
'17:02.122',-0.435,0.085
'17:02.125',-0.470,0.080
'17:02.128',-0.490,0.080
'17:02.131',-0.530,0.065
'17:02.133',-0.555,0.060
'17:02.136',-0.610,0.045
'17:02.139',-0.670,0.025
'17:02.142',-0.715,0.020
'17:02.144',-0.780,0.000
'17:02.147',-0.820,-0.010
'17:02.150',-0.845,-0.015
'17:02.153',-0.860,-0.020
'17:02.156',-0.855,-0.020
'17:02.158',-0.845,-0.025
'17:02.161',-0.840,-0.025
'17:02.164',-0.835,-0.030
'17:02.167',-0.840,-0.035
'17:02.169',-0.840,-0.045
'17:02.172',-0.865,-0.035
'17:02.175',-0.870,-0.040
'17:02.178',-0.880,-0.030
'17:02.181',-0.870,-0.030
'17:02.183',-0.850,-0.030
'17:02.186',-0.850,-0.020
'17:02.189',-0.840,-0.025
'17:02.192',-0.845,-0.045
'17:02.194',-0.845,-0.065
'17:02.197',-0.870,-0.060
'17:02.200',-0.865,-0.040
'17:02.203',-0.865,-0.025
'17:02.206',-0.865,-0.010
'17:02.208',-0.865,0.030
'17:02.211',-0.875,0.065
'17:02.214',-0.885,0.135
'17:02.217',-0.900,0.160
'17:02.219',-0.915,0.140
'17:02.222',-0.905,0.020
'17:02.225',-0.845,-0.220
'17:02.228',-0.715,-0.560
'17:02.231',-0.510,-0.960
'17:02.233',-0.225,-1.340
'17:02.236',0.140,-1.630
'17:02.239',0.555,-1.825
'17:02.242',1.035,-1.925
'17:02.244',1.475,-1.945
'17:02.247',1.820,-1.925
'17:02.250',2.015,-1.895
'17:02.253',1.980,-1.860
'17:02.256',1.775,-1.810
'17:02.258',1.425,-1.765
'17:02.261',1.000,-1.710
'17:02.264',0.530,-1.635
'17:02.267',0.060,-1.475
'17:02.269',-0.375,-1.225
'17:02.272',-0.765,-0.925
'17:02.275',-1.085,-0.650
'17:02.278',-1.345,-0.445
'17:02.281',-1.490,-0.320
'17:02.283',-1.520,-0.255
'17:02.286',-1.450,-0.230
'17:02.289',-1.320,-0.215
'17:02.292',-1.175,-0.185
'17:02.294',-1.075,-0.150
'17:02.297',-1.020,-0.125
'17:02.300',-1.030,-0.105
'17:02.303',-1.070,-0.110
'17:02.306',-1.125,-0.110
'17:02.308',-1.170,-0.110
'17:02.311',-1.170,-0.100
'17:02.314',-1.180,-0.075
'17:02.317',-1.160,-0.055
'17:02.319',-1.145,-0.035
'17:02.322',-1.125,-0.020
'17:02.325',-1.125,-0.035
'17:02.328',-1.145,-0.025
'17:02.331',-1.170,-0.020
'17:02.333',-1.180,-0.015
'17:02.336',-1.190,-0.025
'17:02.339',-1.200,-0.005
'17:02.342',-1.195,0.010
'17:02.344',-1.190,0.030
'17:02.347',-1.200,0.045
'17:02.350',-1.200,0.065
'17:02.353',-1.210,0.070
'17:02.356',-1.210,0.075
'17:02.358',-1.210,0.085
'17:02.361',-1.200,0.090
'17:02.364',-1.195,0.110
'17:02.367',-1.180,0.125
'17:02.369',-1.185,0.130
'17:02.372',-1.185,0.140
'17:02.375',-1.190,0.135
'17:02.378',-1.205,0.140
'17:02.381',-1.190,0.140
