'Elapsed time','MLII','V1'
'23:00.847',-0.205,-0.015
'23:00.850',-0.205,-0.030
'23:00.853',-0.215,-0.025
'23:00.856',-0.225,-0.040
'23:00.858',-0.210,-0.040
'23:00.861',-0.240,-0.060
'23:00.864',-0.240,-0.065
'23:00.867',-0.245,-0.055
'23:00.869',-0.270,-0.045
'23:00.872',-0.280,-0.045
'23:00.875',-0.270,-0.040
'23:00.878',-0.275,-0.050
'23:00.881',-0.260,-0.055
'23:00.883',-0.245,-0.080
'23:00.886',-0.250,-0.080
'23:00.889',-0.250,-0.105
'23:00.892',-0.275,-0.120
'23:00.894',-0.285,-0.110
'23:00.897',-0.295,-0.105
'23:00.900',-0.295,-0.080
'23:00.903',-0.305,-0.065
'23:00.906',-0.265,-0.075
'23:00.908',-0.260,-0.090
'23:00.911',-0.235,-0.120
'23:00.914',-0.230,-0.120
'23:00.917',-0.230,-0.125
'23:00.919',-0.230,-0.100
'23:00.922',-0.230,-0.090
'23:00.925',-0.215,-0.070
'23:00.928',-0.210,-0.070
'23:00.931',-0.210,-0.075
'23:00.933',-0.215,-0.085
'23:00.936',-0.210,-0.085
'23:00.939',-0.195,-0.090
'23:00.942',-0.215,-0.070
'23:00.944',-0.220,-0.065
'23:00.947',-0.215,-0.055
'23:00.950',-0.220,-0.055
'23:00.953',-0.240,-0.050
'23:00.956',-0.245,-0.065
'23:00.958',-0.255,-0.075
'23:00.961',-0.270,-0.085
'23:00.964',-0.275,-0.100
'23:00.967',-0.270,-0.090
'23:00.969',-0.270,-0.090
'23:00.972',-0.275,-0.080
'23:00.975',-0.265,-0.075
'23:00.978',-0.270,-0.050
'23:00.981',-0.260,-0.040
'23:00.983',-0.250,-0.030
'23:00.986',-0.250,-0.020
'23:00.989',-0.255,-0.030
'23:00.992',-0.235,-0.035
'23:00.994',-0.220,-0.045
'23:00.997',-0.230,-0.045
'23:01.000',-0.230,-0.035
'23:01.003',-0.220,-0.025
'23:01.006',-0.240,-0.010
'23:01.008',-0.230,0.000
'23:01.011',-0.235,0.015
'23:01.014',-0.225,0.000
'23:01.017',-0.230,-0.015
'23:01.019',-0.230,-0.030
'23:01.022',-0.230,-0.045
'23:01.025',-0.225,-0.065
'23:01.028',-0.230,-0.070
'23:01.031',-0.225,-0.090
'23:01.033',-0.235,-0.115
'23:01.036',-0.230,-0.135
'23:01.039',-0.220,-0.140
'23:01.042',-0.205,-0.140
'23:01.044',-0.205,-0.130
'23:01.047',-0.200,-0.145
'23:01.050',-0.185,-0.160
'23:01.053',-0.190,-0.170
'23:01.056',-0.185,-0.195
'23:01.058',-0.180,-0.200
'23:01.061',-0.190,-0.210
'23:01.064',-0.190,-0.185
'23:01.067',-0.185,-0.185
'23:01.069',-0.190,-0.180
'23:01.072',-0.185,-0.160
'23:01.075',-0.180,-0.160
'23:01.078',-0.180,-0.140
'23:01.081',-0.180,-0.135
'23:01.083',-0.175,-0.120
'23:01.086',-0.170,-0.105
'23:01.089',-0.180,-0.085
'23:01.092',-0.170,-0.065
'23:01.094',-0.180,-0.055
'23:01.097',-0.175,-0.040
'23:01.100',-0.170,-0.040
'23:01.103',-0.160,-0.025
'23:01.106',-0.140,-0.030
'23:01.108',-0.120,-0.035
'23:01.111',-0.080,-0.050
'23:01.114',-0.020,-0.065
'23:01.117',0.070,-0.080
'23:01.119',0.175,-0.100
'23:01.122',0.315,-0.145
'23:01.125',0.445,-0.200
'23:01.128',0.570,-0.270
'23:01.131',0.675,-0.325
'23:01.133',0.715,-0.370
'23:01.136',0.655,-0.395
'23:01.139',0.490,-0.405
'23:01.142',0.225,-0.380
'23:01.144',-0.070,-0.310
'23:01.147',-0.300,-0.195
'23:01.150',-0.450,-0.080
'23:01.153',-0.515,0.050
'23:01.156',-0.515,0.155
'23:01.158',-0.490,0.215
'23:01.161',-0.460,0.230
'23:01.164',-0.435,0.235
'23:01.167',-0.410,0.235
'23:01.169',-0.395,0.240
'23:01.172',-0.375,0.255
'23:01.175',-0.390,0.280
'23:01.178',-0.410,0.310
'23:01.181',-0.415,0.330
'23:01.183',-0.410,0.355
'23:01.186',-0.395,0.355
'23:01.189',-0.370,0.370
'23:01.192',-0.320,0.390
'23:01.194',-0.295,0.400
'23:01.197',-0.275,0.410
'23:01.200',-0.285,0.440
'23:01.203',-0.295,0.455
'23:01.206',-0.320,0.480
'23:01.208',-0.330,0.475
'23:01.211',-0.335,0.465
'23:01.214',-0.320,0.425
'23:01.217',-0.320,0.365
'23:01.219',-0.310,0.330
'23:01.222',-0.295,0.280
'23:01.225',-0.270,0.225
'23:01.228',-0.270,0.165
'23:01.231',-0.245,0.105
'23:01.233',-0.240,0.050
'23:01.236',-0.205,-0.005
'23:01.239',-0.195,-0.025
'23:01.242',-0.190,-0.025
'23:01.244',-0.185,0.005
'23:01.247',-0.180,0.005
'23:01.250',-0.165,0.010
'23:01.253',-0.175,0.010
'23:01.256',-0.180,-0.005
'23:01.258',-0.165,-0.005
'23:01.261',-0.180,-0.025
'23:01.264',-0.190,-0.025
'23:01.267',-0.195,-0.035
'23:01.269',-0.185,-0.030
'23:01.272',-0.180,-0.015
'23:01.275',-0.180,0.005
'23:01.278',-0.175,0.015
'23:01.281',-0.170,0.015
'23:01.283',-0.165,0.000
'23:01.286',-0.175,-0.010
'23:01.289',-0.170,-0.020
'23:01.292',-0.170,-0.035
'23:01.294',-0.165,-0.060
'23:01.297',-0.160,-0.065
'23:01.300',-0.165,-0.065
'23:01.303',-0.155,-0.050
'23:01.306',-0.145,-0.040
'23:01.308',-0.140,-0.030
'23:01.311',-0.130,0.000
'23:01.314',-0.120,0.000
'23:01.317',-0.125,-0.010
'23:01.319',-0.115,-0.030
'23:01.322',-0.120,-0.050
'23:01.325',-0.135,-0.055
'23:01.328',-0.150,-0.075
'23:01.331',-0.150,-0.090
'23:01.333',-0.140,-0.075
'23:01.336',-0.150,-0.085
'23:01.339',-0.140,-0.080
'23:01.342',-0.110,-0.060
'23:01.344',-0.100,-0.045
'23:01.347',-0.075,-0.055
'23:01.350',-0.065,-0.070
'23:01.353',-0.070,-0.065
'23:01.356',-0.070,-0.090
'23:01.358',-0.075,-0.090
'23:01.361',-0.080,-0.100
'23:01.364',-0.070,-0.095
'23:01.367',-0.055,-0.105
'23:01.369',-0.050,-0.100
'23:01.372',-0.035,-0.100
'23:01.375',-0.010,-0.085
'23:01.378',0.010,-0.090
'23:01.381',0.015,-0.105
'23:01.383',0.025,-0.110
'23:01.386',0.020,-0.115
'23:01.389',0.035,-0.120
'23:01.392',0.050,-0.135
'23:01.394',0.050,-0.145
'23:01.397',0.045,-0.145
'23:01.400',0.050,-0.155
'23:01.403',0.060,-0.160
'23:01.406',0.070,-0.155
'23:01.408',0.080,-0.145
'23:01.411',0.095,-0.145
'23:01.414',0.100,-0.145
'23:01.417',0.105,-0.160
'23:01.419',0.115,-0.150
'23:01.422',0.125,-0.160
'23:01.425',0.120,-0.170
'23:01.428',0.120,-0.175
'23:01.431',0.120,-0.170
'23:01.433',0.110,-0.175
'23:01.436',0.120,-0.165
'23:01.439',0.130,-0.150
'23:01.442',0.130,-0.140
'23:01.444',0.140,-0.135
'23:01.447',0.145,-0.115
'23:01.450',0.135,-0.120
'23:01.453',0.125,-0.110
'23:01.456',0.105,-0.110
'23:01.458',0.080,-0.100
'23:01.461',0.065,-0.085
'23:01.464',0.040,-0.085
'23:01.467',0.015,-0.060
'23:01.469',0.015,-0.040
'23:01.472',0.000,-0.025
'23:01.475',-0.005,-0.010
'23:01.478',-0.010,0.005
'23:01.481',-0.020,0.010
'23:01.483',-0.050,0.020
'23:01.486',-0.060,0.035
'23:01.489',-0.070,0.035
'23:01.492',-0.080,0.035
'23:01.494',-0.100,0.030
'23:01.497',-0.110,0.030
'23:01.500',-0.125,0.045
'23:01.503',-0.140,0.045
'23:01.506',-0.155,0.070
'23:01.508',-0.150,0.080
'23:01.511',-0.135,0.080
'23:01.514',-0.120,0.065
'23:01.517',-0.125,0.070
'23:01.519',-0.125,0.070
'23:01.522',-0.135,0.075
'23:01.525',-0.155,0.070
'23:01.528',-0.165,0.055
'23:01.531',-0.195,0.035
'23:01.533',-0.210,0.035
'23:01.536',-0.200,0.030
'23:01.539',-0.185,0.045
'23:01.542',-0.185,0.055
'23:01.544',-0.180,0.080
'23:01.547',-0.165,0.075
'23:01.550',-0.170,0.060
'23:01.553',-0.165,0.075
'23:01.556',-0.170,0.055
'23:01.558',-0.170,0.045
'23:01.561',-0.175,0.045
'23:01.564',-0.185,0.035
'23:01.567',-0.185,0.035
'23:01.569',-0.190,0.030
'23:01.572',-0.175,0.035
'23:01.575',-0.170,0.045
'23:01.578',-0.170,0.050
'23:01.581',-0.150,0.050
'23:01.583',-0.160,0.055
'23:01.586',-0.155,0.045
'23:01.589',-0.165,0.045
'23:01.592',-0.180,0.055
'23:01.594',-0.195,0.060
'23:01.597',-0.200,0.055
'23:01.600',-0.215,0.060
'23:01.603',-0.235,0.050
'23:01.606',-0.215,0.035
'23:01.608',-0.205,0.020
'23:01.611',-0.190,0.005
'23:01.614',-0.195,-0.005
'23:01.617',-0.195,-0.005
'23:01.619',-0.195,0.000
'23:01.622',-0.190,-0.015
'23:01.625',-0.195,-0.040
'23:01.628',-0.180,-0.055
'23:01.631',-0.185,-0.050
'23:01.633',-0.180,-0.050
'23:01.636',-0.180,-0.035
'23:01.639',-0.170,-0.015
'23:01.642',-0.165,0.005
'23:01.644',-0.150,0.010
'23:01.647',-0.135,0.010
'23:01.650',-0.125,-0.005
'23:01.653',-0.115,-0.005
'23:01.656',-0.105,0.000
'23:01.658',-0.115,-0.010
'23:01.661',-0.125,-0.010
'23:01.664',-0.135,0.000
'23:01.667',-0.145,0.010
'23:01.669',-0.170,0.005
'23:01.672',-0.175,0.000
'23:01.675',-0.160,0.000
'23:01.678',-0.160,-0.020
'23:01.681',-0.145,-0.015
'23:01.683',-0.150,-0.010
'23:01.686',-0.145,0.000
'23:01.689',-0.160,0.005
'23:01.692',-0.170,0.005
'23:01.694',-0.170,0.000
'23:01.697',-0.185,0.005
'23:01.700',-0.185,0.005
'23:01.703',-0.175,0.010
'23:01.706',-0.155,0.015
'23:01.708',-0.145,0.035
'23:01.711',-0.120,0.040
'23:01.714',-0.110,0.055
'23:01.717',-0.105,0.050
'23:01.719',-0.110,0.060
'23:01.722',-0.120,0.060
'23:01.725',-0.150,0.045
'23:01.728',-0.180,0.045
'23:01.731',-0.185,0.040
'23:01.733',-0.180,0.050
'23:01.736',-0.170,0.050
'23:01.739',-0.165,0.060
'23:01.742',-0.160,0.070
'23:01.744',-0.150,0.090
'23:01.747',-0.150,0.085
'23:01.750',-0.150,0.090
'23:01.753',-0.150,0.080
'23:01.756',-0.160,0.085
'23:01.758',-0.155,0.080
'23:01.761',-0.150,0.080
'23:01.764',-0.165,0.075
'23:01.767',-0.170,0.070
'23:01.769',-0.160,0.070
'23:01.772',-0.150,0.065
'23:01.775',-0.145,0.060
'23:01.778',-0.135,0.075
'23:01.781',-0.135,0.070
'23:01.783',-0.135,0.070
'23:01.786',-0.140,0.070
'23:01.789',-0.125,0.065
'23:01.792',-0.140,0.050
'23:01.794',-0.145,0.035
'23:01.797',-0.150,0.035
'23:01.800',-0.170,0.040
'23:01.803',-0.175,0.055
'23:01.806',-0.155,0.060
'23:01.808',-0.150,0.070
'23:01.811',-0.145,0.085
'23:01.814',-0.120,0.080
'23:01.817',-0.110,0.080
'23:01.819',-0.120,0.080
'23:01.822',-0.110,0.080
'23:01.825',-0.110,0.075
'23:01.828',-0.110,0.080
'23:01.831',-0.100,0.090
'23:01.833',-0.090,0.095
'23:01.836',-0.075,0.115
'23:01.839',-0.025,0.130
'23:01.842',0.030,0.150
'23:01.844',0.105,0.140
'23:01.847',0.215,0.115
'23:01.850',0.330,0.070
'23:01.853',0.445,0.000
'23:01.856',0.560,-0.090
'23:01.858',0.655,-0.180
'23:01.861',0.705,-0.260
'23:01.864',0.650,-0.335
'23:01.867',0.475,-0.355
'23:01.869',0.210,-0.345
'23:01.872',-0.070,-0.285
'23:01.875',-0.300,-0.200
'23:01.878',-0.445,-0.060
'23:01.881',-0.515,0.075
'23:01.883',-0.525,0.200
'23:01.886',-0.500,0.290
'23:01.889',-0.440,0.340
'23:01.892',-0.385,0.340
'23:01.894',-0.355,0.335
'23:01.897',-0.345,0.330
'23:01.900',-0.350,0.325
'23:01.903',-0.365,0.350
'23:01.906',-0.360,0.390
'23:01.908',-0.330,0.420
'23:01.911',-0.290,0.470
'23:01.914',-0.245,0.495
'23:01.917',-0.235,0.500
'23:01.919',-0.225,0.520
'23:01.922',-0.240,0.520
'23:01.925',-0.275,0.530
'23:01.928',-0.305,0.515
'23:01.931',-0.310,0.500
'23:01.933',-0.310,0.465
'23:01.936',-0.295,0.425
'23:01.939',-0.285,0.395
'23:01.942',-0.260,0.340
'23:01.944',-0.230,0.285
'23:01.947',-0.205,0.215
'23:01.950',-0.170,0.140
'23:01.953',-0.155,0.075
'23:01.956',-0.140,0.035
'23:01.958',-0.120,0.000
'23:01.961',-0.115,-0.010
'23:01.964',-0.125,-0.020
'23:01.967',-0.130,0.000
'23:01.969',-0.145,0.005
'23:01.972',-0.130,0.015
'23:01.975',-0.100,0.010
'23:01.978',-0.105,0.020
'23:01.981',-0.100,0.030
'23:01.983',-0.110,0.015
'23:01.986',-0.110,0.020
'23:01.989',-0.115,0.000
'23:01.992',-0.125,-0.010
'23:01.994',-0.140,-0.020
'23:01.997',-0.140,-0.020
'23:02.000',-0.155,-0.020
'23:02.003',-0.135,-0.010
'23:02.006',-0.125,0.005
'23:02.008',-0.130,-0.010
'23:02.011',-0.110,0.010
'23:02.014',-0.100,0.005
'23:02.017',-0.105,-0.010
'23:02.019',-0.100,-0.010
'23:02.022',-0.100,-0.020
'23:02.025',-0.100,-0.020
'23:02.028',-0.110,-0.015
'23:02.031',-0.105,-0.015
'23:02.033',-0.100,-0.020
'23:02.036',-0.095,-0.020
'23:02.039',-0.105,-0.005
'23:02.042',-0.090,-0.020
'23:02.044',-0.085,-0.020
'23:02.047',-0.080,-0.015
'23:02.050',-0.075,-0.030
'23:02.053',-0.070,-0.030
'23:02.056',-0.075,-0.035
'23:02.058',-0.080,-0.045
'23:02.061',-0.080,-0.050
'23:02.064',-0.090,-0.055
'23:02.067',-0.090,-0.050
'23:02.069',-0.080,-0.045
'23:02.072',-0.070,-0.035
'23:02.075',-0.045,-0.030
'23:02.078',-0.030,-0.010
'23:02.081',-0.015,-0.025
'23:02.083',-0.015,-0.040
'23:02.086',0.005,-0.045
'23:02.089',0.005,-0.070
'23:02.092',0.020,-0.085
'23:02.094',0.025,-0.095
'23:02.097',0.030,-0.095
'23:02.100',0.035,-0.075
'23:02.103',0.055,-0.060
'23:02.106',0.065,-0.070
'23:02.108',0.075,-0.090
'23:02.111',0.080,-0.105
'23:02.114',0.090,-0.120
'23:02.117',0.105,-0.125
'23:02.119',0.110,-0.125
'23:02.122',0.120,-0.125
'23:02.125',0.125,-0.130
'23:02.128',0.130,-0.145
'23:02.131',0.135,-0.170
'23:02.133',0.135,-0.170
'23:02.136',0.135,-0.185
'23:02.139',0.155,-0.170
'23:02.142',0.155,-0.140
'23:02.144',0.165,-0.135
'23:02.147',0.190,-0.140
'23:02.150',0.200,-0.145
'23:02.153',0.200,-0.150
'23:02.156',0.190,-0.160
'23:02.158',0.190,-0.160
'23:02.161',0.190,-0.170
'23:02.164',0.180,-0.165
'23:02.167',0.170,-0.140
'23:02.169',0.160,-0.110
'23:02.172',0.140,-0.070
'23:02.175',0.130,-0.070
'23:02.178',0.110,-0.065
'23:02.181',0.110,-0.070
'23:02.183',0.085,-0.080
'23:02.186',0.075,-0.065
'23:02.189',0.060,-0.060
'23:02.192',0.045,-0.040
'23:02.194',0.025,-0.035
'23:02.197',0.000,-0.025
'23:02.200',-0.025,-0.010
'23:02.203',-0.025,-0.005
'23:02.206',-0.040,0.020
'23:02.208',-0.045,0.035
'23:02.211',-0.055,0.045
'23:02.214',-0.060,0.055
'23:02.217',-0.065,0.050
'23:02.219',-0.060,0.045
'23:02.222',-0.065,0.045
'23:02.225',-0.090,0.060
'23:02.228',-0.100,0.050
'23:02.231',-0.105,0.035
'23:02.233',-0.095,0.050
'23:02.236',-0.125,0.050
'23:02.239',-0.120,0.060
'23:02.242',-0.120,0.065
'23:02.244',-0.120,0.080
'23:02.247',-0.120,0.085
'23:02.250',-0.125,0.070
'23:02.253',-0.140,0.070
'23:02.256',-0.145,0.055
'23:02.258',-0.145,0.060
'23:02.261',-0.145,0.040
'23:02.264',-0.145,0.050
'23:02.267',-0.155,0.055
'23:02.269',-0.160,0.055
'23:02.272',-0.145,0.060
'23:02.275',-0.140,0.085
'23:02.278',-0.130,0.075
'23:02.281',-0.125,0.075
'23:02.283',-0.125,0.065
'23:02.286',-0.120,0.070
'23:02.289',-0.135,0.055
'23:02.292',-0.130,0.060
'23:02.294',-0.140,0.050
'23:02.297',-0.145,0.055
'23:02.300',-0.150,0.055
'23:02.303',-0.155,0.055
'23:02.306',-0.165,0.070
'23:02.308',-0.165,0.090
'23:02.311',-0.165,0.090
'23:02.314',-0.160,0.085
'23:02.317',-0.170,0.065
'23:02.319',-0.185,0.050
'23:02.322',-0.180,0.045
'23:02.325',-0.185,0.035
'23:02.328',-0.180,0.010
'23:02.331',-0.190,-0.010
'23:02.333',-0.185,-0.020
'23:02.336',-0.175,-0.020
'23:02.339',-0.170,-0.010
'23:02.342',-0.165,0.005
'23:02.344',-0.155,0.035
'23:02.347',-0.140,0.045
'23:02.350',-0.135,0.040
'23:02.353',-0.155,0.035
'23:02.356',-0.140,0.030
'23:02.358',-0.150,0.010
'23:02.361',-0.145,0.000
'23:02.364',-0.150,-0.005
