'Elapsed time','MLII','V1'
'25:00.731',1.815,-0.370
'25:00.733',1.990,-0.430
'25:00.736',2.145,-0.495
'25:00.739',2.255,-0.575
'25:00.742',2.330,-0.655
'25:00.744',2.375,-0.745
'25:00.747',2.360,-0.825
'25:00.750',2.250,-0.900
'25:00.753',1.990,-0.970
'25:00.756',1.595,-1.005
'25:00.758',1.100,-1.045
'25:00.761',0.600,-1.045
'25:00.764',0.215,-0.995
'25:00.767',-0.025,-0.960
'25:00.769',-0.110,-0.870
'25:00.772',-0.090,-0.785
'25:00.775',-0.015,-0.725
'25:00.778',0.050,-0.650
'25:00.781',0.110,-0.600
'25:00.783',0.165,-0.555
'25:00.786',0.190,-0.530
'25:00.789',0.165,-0.505
'25:00.792',0.130,-0.470
'25:00.794',0.080,-0.435
'25:00.797',0.010,-0.400
'25:00.800',-0.015,-0.375
'25:00.803',-0.010,-0.340
'25:00.806',0.005,-0.330
'25:00.808',0.030,-0.310
'25:00.811',0.050,-0.330
'25:00.814',0.065,-0.325
'25:00.817',0.080,-0.325
'25:00.819',0.075,-0.340
'25:00.822',0.045,-0.325
'25:00.825',0.040,-0.320
'25:00.828',0.025,-0.320
'25:00.831',0.035,-0.315
'25:00.833',0.040,-0.325
'25:00.836',0.035,-0.325
'25:00.839',0.000,-0.325
'25:00.842',-0.060,-0.315
'25:00.844',-0.095,-0.290
'25:00.847',-0.130,-0.265
'25:00.850',-0.125,-0.225
'25:00.853',-0.095,-0.240
'25:00.856',-0.060,-0.250
'25:00.858',-0.015,-0.290
'25:00.861',0.010,-0.325
'25:00.864',0.015,-0.345
'25:00.867',0.000,-0.365
'25:00.869',-0.030,-0.350
'25:00.872',-0.070,-0.355
'25:00.875',-0.125,-0.335
'25:00.878',-0.160,-0.310
'25:00.881',-0.180,-0.285
'25:00.883',-0.160,-0.270
'25:00.886',-0.130,-0.260
'25:00.889',-0.105,-0.265
'25:00.892',-0.080,-0.265
'25:00.894',-0.070,-0.285
'25:00.897',-0.070,-0.280
'25:00.900',-0.070,-0.315
'25:00.903',-0.080,-0.320
'25:00.906',-0.105,-0.335
'25:00.908',-0.145,-0.345
'25:00.911',-0.180,-0.340
'25:00.914',-0.235,-0.325
'25:00.917',-0.265,-0.295
'25:00.919',-0.285,-0.260
'25:00.922',-0.285,-0.250
'25:00.925',-0.270,-0.235
'25:00.928',-0.245,-0.245
'25:00.931',-0.220,-0.270
'25:00.933',-0.210,-0.280
'25:00.936',-0.205,-0.295
'25:00.939',-0.230,-0.305
'25:00.942',-0.265,-0.305
'25:00.944',-0.295,-0.275
'25:00.947',-0.320,-0.245
'25:00.950',-0.310,-0.185
'25:00.953',-0.290,-0.190
'25:00.956',-0.265,-0.200
'25:00.958',-0.245,-0.250
'25:00.961',-0.235,-0.310
'25:00.964',-0.230,-0.355
'25:00.967',-0.240,-0.355
'25:00.969',-0.240,-0.340
'25:00.972',-0.240,-0.310
'25:00.975',-0.235,-0.290
'25:00.978',-0.215,-0.255
'25:00.981',-0.220,-0.260
'25:00.983',-0.200,-0.250
'25:00.986',-0.180,-0.260
'25:00.989',-0.155,-0.260
'25:00.992',-0.135,-0.255
'25:00.994',-0.115,-0.270
'25:00.997',-0.105,-0.280
'25:01.000',-0.085,-0.270
'25:01.003',-0.070,-0.270
'25:01.006',-0.065,-0.270
'25:01.008',-0.065,-0.265
'25:01.011',-0.070,-0.260
'25:01.014',-0.070,-0.250
'25:01.017',-0.070,-0.245
'25:01.019',-0.045,-0.240
'25:01.022',-0.040,-0.230
'25:01.025',-0.030,-0.235
'25:01.028',-0.020,-0.235
'25:01.031',0.000,-0.220
'25:01.033',0.030,-0.235
'25:01.036',0.030,-0.250
'25:01.039',0.015,-0.280
'25:01.042',0.000,-0.275
'25:01.044',-0.035,-0.275
'25:01.047',-0.035,-0.290
'25:01.050',-0.040,-0.280
'25:01.053',-0.015,-0.260
'25:01.056',0.000,-0.265
'25:01.058',0.025,-0.275
'25:01.061',0.045,-0.280
'25:01.064',0.045,-0.285
'25:01.067',0.030,-0.290
'25:01.069',0.020,-0.300
'25:01.072',0.025,-0.305
'25:01.075',-0.005,-0.310
'25:01.078',-0.005,-0.305
'25:01.081',0.005,-0.325
'25:01.083',0.010,-0.325
'25:01.086',0.015,-0.325
'25:01.089',0.010,-0.320
'25:01.092',0.005,-0.320
'25:01.094',0.015,-0.325
'25:01.097',0.015,-0.330
'25:01.100',0.025,-0.355
'25:01.103',0.020,-0.340
'25:01.106',0.010,-0.345
'25:01.108',0.015,-0.345
'25:01.111',0.020,-0.325
'25:01.114',0.015,-0.330
'25:01.117',0.005,-0.325
'25:01.119',0.015,-0.330
'25:01.122',0.005,-0.325
'25:01.125',0.005,-0.320
'25:01.128',0.000,-0.330
'25:01.131',-0.015,-0.330
'25:01.133',-0.035,-0.335
'25:01.136',-0.055,-0.350
'25:01.139',-0.095,-0.340
'25:01.142',-0.095,-0.340
'25:01.144',-0.090,-0.325
'25:01.147',-0.100,-0.310
'25:01.150',-0.090,-0.305
'25:01.153',-0.105,-0.320
'25:01.156',-0.115,-0.335
'25:01.158',-0.125,-0.335
'25:01.161',-0.125,-0.340
'25:01.164',-0.130,-0.315
'25:01.167',-0.115,-0.295
'25:01.169',-0.105,-0.285
'25:01.172',-0.110,-0.295
'25:01.175',-0.120,-0.315
'25:01.178',-0.135,-0.315
'25:01.181',-0.130,-0.340
'25:01.183',-0.135,-0.335
'25:01.186',-0.130,-0.345
'25:01.189',-0.125,-0.365
'25:01.192',-0.105,-0.375
'25:01.194',-0.100,-0.390
'25:01.197',-0.100,-0.395
'25:01.200',-0.115,-0.360
'25:01.203',-0.155,-0.350
'25:01.206',-0.180,-0.310
'25:01.208',-0.195,-0.305
'25:01.211',-0.195,-0.305
'25:01.214',-0.160,-0.320
'25:01.217',-0.105,-0.335
'25:01.219',-0.080,-0.355
'25:01.222',-0.065,-0.355
'25:01.225',-0.080,-0.360
'25:01.228',-0.120,-0.360
'25:01.231',-0.165,-0.355
'25:01.233',-0.195,-0.340
'25:01.236',-0.200,-0.335
'25:01.239',-0.190,-0.315
'25:01.242',-0.165,-0.310
'25:01.244',-0.130,-0.315
'25:01.247',-0.100,-0.330
'25:01.250',-0.075,-0.320
'25:01.253',-0.065,-0.325
'25:01.256',-0.060,-0.320
'25:01.258',-0.055,-0.300
'25:01.261',-0.065,-0.305
'25:01.264',-0.065,-0.295
'25:01.267',-0.060,-0.295
'25:01.269',-0.055,-0.305
'25:01.272',-0.025,-0.315
'25:01.275',-0.010,-0.330
'25:01.278',0.010,-0.330
'25:01.281',0.025,-0.330
'25:01.283',0.020,-0.335
'25:01.286',0.025,-0.340
'25:01.289',0.010,-0.340
'25:01.292',0.000,-0.355
'25:01.294',-0.005,-0.340
'25:01.297',-0.005,-0.325
'25:01.300',-0.015,-0.330
'25:01.303',-0.035,-0.330
'25:01.306',-0.065,-0.345
'25:01.308',-0.100,-0.365
'25:01.311',-0.120,-0.385
'25:01.314',-0.135,-0.415
'25:01.317',-0.130,-0.395
'25:01.319',-0.115,-0.385
'25:01.322',-0.100,-0.350
'25:01.325',-0.080,-0.335
'25:01.328',-0.070,-0.335
'25:01.331',-0.060,-0.340
'25:01.333',-0.070,-0.355
'25:01.336',-0.090,-0.370
'25:01.339',-0.125,-0.380
'25:01.342',-0.145,-0.370
'25:01.344',-0.185,-0.345
'25:01.347',-0.205,-0.335
'25:01.350',-0.225,-0.305
'25:01.353',-0.215,-0.325
'25:01.356',-0.215,-0.320
'25:01.358',-0.200,-0.335
'25:01.361',-0.190,-0.355
'25:01.364',-0.185,-0.335
'25:01.367',-0.170,-0.355
'25:01.369',-0.160,-0.345
'25:01.372',-0.160,-0.360
'25:01.375',-0.165,-0.375
'25:01.378',-0.150,-0.375
'25:01.381',-0.130,-0.380
'25:01.383',-0.130,-0.365
'25:01.386',-0.100,-0.355
'25:01.389',-0.065,-0.350
'25:01.392',-0.020,-0.345
'25:01.394',0.035,-0.360
'25:01.397',0.115,-0.365
'25:01.400',0.205,-0.360
'25:01.403',0.315,-0.360
'25:01.406',0.490,-0.355
'25:01.408',0.715,-0.360
'25:01.411',1.005,-0.350
'25:01.414',1.320,-0.370
'25:01.417',1.605,-0.415
'25:01.419',1.820,-0.495
'25:01.422',1.985,-0.555
'25:01.425',2.095,-0.640
'25:01.428',2.150,-0.770
'25:01.431',2.185,-0.890
'25:01.433',2.125,-1.020
'25:01.436',1.955,-1.110
'25:01.439',1.635,-1.170
'25:01.442',1.190,-1.185
'25:01.444',0.665,-1.155
'25:01.447',0.195,-1.110
'25:01.450',-0.155,-1.035
'25:01.453',-0.345,-0.935
'25:01.456',-0.415,-0.865
'25:01.458',-0.385,-0.790
'25:01.461',-0.365,-0.755
'25:01.464',-0.335,-0.710
'25:01.467',-0.320,-0.685
'25:01.469',-0.305,-0.645
'25:01.472',-0.315,-0.620
'25:01.475',-0.305,-0.570
'25:01.478',-0.295,-0.500
'25:01.481',-0.295,-0.465
'25:01.483',-0.295,-0.405
'25:01.486',-0.290,-0.370
'25:01.489',-0.305,-0.340
'25:01.492',-0.295,-0.310
'25:01.494',-0.295,-0.315
'25:01.497',-0.305,-0.325
'25:01.500',-0.310,-0.350
'25:01.503',-0.345,-0.370
'25:01.506',-0.365,-0.405
'25:01.508',-0.375,-0.400
'25:01.511',-0.385,-0.385
'25:01.514',-0.370,-0.390
'25:01.517',-0.375,-0.380
'25:01.519',-0.360,-0.365
'25:01.522',-0.345,-0.340
'25:01.525',-0.345,-0.330
'25:01.528',-0.350,-0.335
'25:01.531',-0.350,-0.340
'25:01.533',-0.360,-0.340
'25:01.536',-0.365,-0.345
'25:01.539',-0.360,-0.360
'25:01.542',-0.360,-0.375
'25:01.544',-0.370,-0.380
'25:01.547',-0.380,-0.375
'25:01.550',-0.410,-0.365
'25:01.553',-0.450,-0.355
'25:01.556',-0.465,-0.335
'25:01.558',-0.465,-0.320
'25:01.561',-0.465,-0.315
'25:01.564',-0.455,-0.300
'25:01.567',-0.445,-0.285
'25:01.569',-0.445,-0.280
'25:01.572',-0.440,-0.295
'25:01.575',-0.445,-0.310
'25:01.578',-0.455,-0.365
'25:01.581',-0.450,-0.390
'25:01.583',-0.460,-0.390
'25:01.586',-0.480,-0.385
'25:01.589',-0.490,-0.350
'25:01.592',-0.500,-0.310
'25:01.594',-0.500,-0.285
'25:01.597',-0.495,-0.270
'25:01.600',-0.485,-0.255
'25:01.603',-0.475,-0.260
'25:01.606',-0.475,-0.265
'25:01.608',-0.470,-0.285
'25:01.611',-0.470,-0.335
'25:01.614',-0.485,-0.370
'25:01.617',-0.520,-0.410
'25:01.619',-0.550,-0.405
'25:01.622',-0.590,-0.365
'25:01.625',-0.610,-0.315
'25:01.628',-0.625,-0.265
'25:01.631',-0.610,-0.240
'25:01.633',-0.600,-0.245
'25:01.636',-0.590,-0.265
'25:01.639',-0.575,-0.295
'25:01.642',-0.575,-0.310
'25:01.644',-0.580,-0.315
'25:01.647',-0.585,-0.300
'25:01.650',-0.595,-0.290
'25:01.653',-0.600,-0.285
'25:01.656',-0.595,-0.300
'25:01.658',-0.590,-0.300
'25:01.661',-0.590,-0.320
'25:01.664',-0.590,-0.310
'25:01.667',-0.575,-0.315
'25:01.669',-0.555,-0.315
'25:01.672',-0.535,-0.300
'25:01.675',-0.515,-0.295
'25:01.678',-0.490,-0.310
'25:01.681',-0.480,-0.300
'25:01.683',-0.460,-0.270
'25:01.686',-0.450,-0.290
'25:01.689',-0.470,-0.260
'25:01.692',-0.475,-0.255
'25:01.694',-0.465,-0.245
'25:01.697',-0.455,-0.245
'25:01.700',-0.405,-0.255
'25:01.703',-0.355,-0.255
'25:01.706',-0.305,-0.260
'25:01.708',-0.280,-0.285
'25:01.711',-0.290,-0.300
'25:01.714',-0.335,-0.305
'25:01.717',-0.390,-0.315
'25:01.719',-0.440,-0.315
'25:01.722',-0.470,-0.280
'25:01.725',-0.455,-0.245
'25:01.728',-0.415,-0.235
'25:01.731',-0.355,-0.235
'25:01.733',-0.290,-0.250
'25:01.736',-0.235,-0.260
'25:01.739',-0.205,-0.275
'25:01.742',-0.210,-0.285
'25:01.744',-0.240,-0.270
'25:01.747',-0.255,-0.245
'25:01.750',-0.290,-0.210
'25:01.753',-0.305,-0.195
'25:01.756',-0.295,-0.205
'25:01.758',-0.295,-0.245
'25:01.761',-0.275,-0.305
'25:01.764',-0.265,-0.340
'25:01.767',-0.255,-0.380
'25:01.769',-0.250,-0.395
'25:01.772',-0.255,-0.405
'25:01.775',-0.260,-0.385
'25:01.778',-0.265,-0.375
'25:01.781',-0.270,-0.360
'25:01.783',-0.285,-0.345
'25:01.786',-0.270,-0.320
'25:01.789',-0.260,-0.305
'25:01.792',-0.250,-0.300
'25:01.794',-0.240,-0.295
'25:01.797',-0.240,-0.305
'25:01.800',-0.245,-0.345
'25:01.803',-0.275,-0.375
'25:01.806',-0.305,-0.405
'25:01.808',-0.300,-0.410
'25:01.811',-0.305,-0.405
'25:01.814',-0.290,-0.375
'25:01.817',-0.260,-0.365
'25:01.819',-0.240,-0.355
'25:01.822',-0.265,-0.355
'25:01.825',-0.270,-0.350
'25:01.828',-0.270,-0.350
'25:01.831',-0.260,-0.350
'25:01.833',-0.255,-0.355
'25:01.836',-0.250,-0.350
'25:01.839',-0.245,-0.375
'25:01.842',-0.240,-0.375
'25:01.844',-0.235,-0.390
'25:01.847',-0.280,-0.380
'25:01.850',-0.335,-0.370
'25:01.853',-0.415,-0.360
'25:01.856',-0.490,-0.340
'25:01.858',-0.530,-0.310
'25:01.861',-0.550,-0.305
'25:01.864',-0.525,-0.275
'25:01.867',-0.485,-0.275
'25:01.869',-0.445,-0.285
'25:01.872',-0.400,-0.305
'25:01.875',-0.380,-0.325
'25:01.878',-0.370,-0.350
'25:01.881',-0.380,-0.360
'25:01.883',-0.380,-0.360
'25:01.886',-0.400,-0.350
'25:01.889',-0.410,-0.315
'25:01.892',-0.410,-0.280
'25:01.894',-0.405,-0.265
'25:01.897',-0.380,-0.240
'25:01.900',-0.360,-0.275
'25:01.903',-0.370,-0.320
'25:01.906',-0.365,-0.365
'25:01.908',-0.375,-0.430
'25:01.911',-0.390,-0.445
'25:01.914',-0.410,-0.445
'25:01.917',-0.405,-0.400
'25:01.919',-0.400,-0.360
'25:01.922',-0.380,-0.320
'25:01.925',-0.375,-0.290
'25:01.928',-0.360,-0.290
'25:01.931',-0.330,-0.305
'25:01.933',-0.300,-0.340
'25:01.936',-0.295,-0.375
'25:01.939',-0.290,-0.415
'25:01.942',-0.285,-0.430
'25:01.944',-0.280,-0.410
'25:01.947',-0.255,-0.390
'25:01.950',-0.240,-0.360
'25:01.953',-0.215,-0.335
'25:01.956',-0.220,-0.335
'25:01.958',-0.220,-0.330
'25:01.961',-0.245,-0.330
'25:01.964',-0.275,-0.330
'25:01.967',-0.270,-0.340
'25:01.969',-0.255,-0.335
'25:01.972',-0.235,-0.345
'25:01.975',-0.215,-0.350
'25:01.978',-0.240,-0.360
'25:01.981',-0.275,-0.350
'25:01.983',-0.310,-0.345
'25:01.986',-0.335,-0.330
'25:01.989',-0.345,-0.315
'25:01.992',-0.335,-0.335
'25:01.994',-0.305,-0.340
'25:01.997',-0.275,-0.345
'25:02.000',-0.255,-0.360
'25:02.003',-0.260,-0.370
'25:02.006',-0.270,-0.375
'25:02.008',-0.305,-0.360
'25:02.011',-0.320,-0.360
'25:02.014',-0.325,-0.355
'25:02.017',-0.335,-0.370
'25:02.019',-0.325,-0.370
'25:02.022',-0.310,-0.370
'25:02.025',-0.305,-0.355
'25:02.028',-0.310,-0.355
'25:02.031',-0.330,-0.330
'25:02.033',-0.345,-0.325
'25:02.036',-0.355,-0.325
'25:02.039',-0.370,-0.310
'25:02.042',-0.365,-0.310
'25:02.044',-0.355,-0.310
'25:02.047',-0.350,-0.305
'25:02.050',-0.330,-0.325
'25:02.053',-0.315,-0.335
'25:02.056',-0.310,-0.325
'25:02.058',-0.305,-0.315
'25:02.061',-0.310,-0.315
'25:02.064',-0.310,-0.320
'25:02.067',-0.300,-0.330
'25:02.069',-0.290,-0.340
'25:02.072',-0.280,-0.345
'25:02.075',-0.270,-0.355
'25:02.078',-0.295,-0.355
'25:02.081',-0.305,-0.350
'25:02.083',-0.310,-0.345
'25:02.086',-0.270,-0.315
'25:02.089',-0.220,-0.305
'25:02.092',-0.190,-0.310
'25:02.094',-0.175,-0.325
'25:02.097',-0.200,-0.335
'25:02.100',-0.235,-0.355
'25:02.103',-0.245,-0.350
'25:02.106',-0.210,-0.340
'25:02.108',-0.130,-0.330
'25:02.111',0.010,-0.315
'25:02.114',0.215,-0.305
'25:02.117',0.460,-0.315
'25:02.119',0.725,-0.325
'25:02.122',1.010,-0.360
'25:02.125',1.255,-0.415
'25:02.128',1.480,-0.465
'25:02.131',1.640,-0.545
'25:02.133',1.760,-0.625
'25:02.136',1.860,-0.705
'25:02.139',1.925,-0.795
'25:02.142',1.980,-0.860
'25:02.144',1.985,-0.935
'25:02.147',1.895,-1.010
'25:02.150',1.695,-1.050
'25:02.153',1.360,-1.090
'25:02.156',0.905,-1.115
'25:02.158',0.425,-1.110
'25:02.161',-0.015,-1.065
'25:02.164',-0.340,-1.010
'25:02.167',-0.545,-0.945
'25:02.169',-0.605,-0.880
'25:02.172',-0.600,-0.815
'25:02.175',-0.560,-0.740
'25:02.178',-0.525,-0.700
'25:02.181',-0.500,-0.635
'25:02.183',-0.495,-0.595
'25:02.186',-0.480,-0.550
'25:02.189',-0.485,-0.525
'25:02.192',-0.485,-0.485
'25:02.194',-0.480,-0.455
'25:02.197',-0.490,-0.400
'25:02.200',-0.500,-0.375
'25:02.203',-0.500,-0.350
'25:02.206',-0.490,-0.340
'25:02.208',-0.495,-0.350
'25:02.211',-0.500,-0.330
'25:02.214',-0.490,-0.335
'25:02.217',-0.505,-0.330
'25:02.219',-0.510,-0.320
'25:02.222',-0.525,-0.320
'25:02.225',-0.535,-0.310
'25:02.228',-0.535,-0.335
'25:02.231',-0.535,-0.330
'25:02.233',-0.545,-0.340
'25:02.236',-0.545,-0.335
'25:02.239',-0.555,-0.320
'25:02.242',-0.550,-0.315
'25:02.244',-0.570,-0.305
'25:02.247',-0.555,-0.305
'25:02.250',-0.555,-0.290
'25:02.253',-0.540,-0.285
'25:02.256',-0.530,-0.280
'25:02.258',-0.535,-0.280
'25:02.261',-0.565,-0.280
'25:02.264',-0.590,-0.290
'25:02.267',-0.610,-0.285
'25:02.269',-0.640,-0.305
'25:02.272',-0.655,-0.310
'25:02.275',-0.655,-0.325
'25:02.278',-0.645,-0.315
'25:02.281',-0.625,-0.310
'25:02.283',-0.595,-0.290
'25:02.286',-0.580,-0.265
'25:02.289',-0.585,-0.245
'25:02.292',-0.590,-0.240
'25:02.294',-0.595,-0.245
'25:02.297',-0.620,-0.260
'25:02.300',-0.645,-0.285
'25:02.303',-0.655,-0.305
'25:02.306',-0.680,-0.315
'25:02.308',-0.690,-0.335
'25:02.311',-0.680,-0.320
'25:02.314',-0.660,-0.315
'25:02.317',-0.645,-0.295
'25:02.319',-0.630,-0.290
'25:02.322',-0.650,-0.260
'25:02.325',-0.675,-0.255
'25:02.328',-0.740,-0.260
'25:02.331',-0.770,-0.260
'25:02.333',-0.785,-0.260
'25:02.336',-0.785,-0.270
