'Elapsed time','MLII','V1'
'6:00.300',0.510,0.470
'6:00.303',0.635,0.535
'6:00.306',0.740,0.615
'6:00.308',0.870,0.670
'6:00.311',0.955,0.730
'6:00.314',1.040,0.795
'6:00.317',1.095,0.875
'6:00.319',1.155,0.965
'6:00.322',1.145,1.025
'6:00.325',1.045,1.070
'6:00.328',0.780,1.105
'6:00.331',0.380,1.145
'6:00.333',-0.075,1.200
'6:00.336',-0.480,1.240
'6:00.339',-0.810,1.260
'6:00.342',-1.075,1.240
'6:00.344',-1.250,1.190
'6:00.347',-1.370,1.140
'6:00.350',-1.460,1.115
'6:00.353',-1.525,1.095
'6:00.356',-1.625,1.070
'6:00.358',-1.730,1.025
'6:00.361',-1.830,0.970
'6:00.364',-1.885,0.900
'6:00.367',-1.920,0.875
'6:00.369',-1.920,0.870
'6:00.372',-1.920,0.885
'6:00.375',-1.940,0.875
'6:00.378',-1.955,0.845
'6:00.381',-1.975,0.835
'6:00.383',-1.985,0.815
'6:00.386',-1.975,0.815
'6:00.389',-1.940,0.775
'6:00.392',-1.890,0.720
'6:00.394',-1.820,0.665
'6:00.397',-1.705,0.610
'6:00.400',-1.580,0.600
'6:00.403',-1.420,0.610
'6:00.406',-1.260,0.660
'6:00.408',-1.130,0.665
'6:00.411',-1.015,0.660
'6:00.414',-0.965,0.640
'6:00.417',-0.915,0.630
'6:00.419',-0.880,0.640
'6:00.422',-0.845,0.645
'6:00.425',-0.780,0.630
'6:00.428',-0.780,0.585
'6:00.431',-0.775,0.520
'6:00.433',-0.750,0.460
'6:00.436',-0.710,0.370
'6:00.439',-0.625,0.305
'6:00.442',-0.535,0.220
'6:00.444',-0.465,0.135
'6:00.447',-0.405,0.070
'6:00.450',-0.350,0.015
'6:00.453',-0.305,-0.015
'6:00.456',-0.250,-0.050
'6:00.458',-0.200,-0.115
'6:00.461',-0.135,-0.185
'6:00.464',-0.100,-0.235
'6:00.467',-0.055,-0.260
'6:00.469',-0.015,-0.265
'6:00.472',0.020,-0.275
'6:00.475',0.025,-0.320
'6:00.478',0.060,-0.365
'6:00.481',0.060,-0.395
'6:00.483',0.080,-0.420
'6:00.486',0.090,-0.435
'6:00.489',0.130,-0.430
'6:00.492',0.195,-0.470
'6:00.494',0.230,-0.505
'6:00.497',0.250,-0.550
'6:00.500',0.290,-0.565
'6:00.503',0.330,-0.580
'6:00.506',0.365,-0.575
'6:00.508',0.405,-0.600
'6:00.511',0.415,-0.640
'6:00.514',0.430,-0.660
'6:00.517',0.445,-0.685
'6:00.519',0.500,-0.680
'6:00.522',0.560,-0.685
'6:00.525',0.600,-0.710
'6:00.528',0.600,-0.740
'6:00.531',0.655,-0.765
'6:00.533',0.675,-0.780
'6:00.536',0.710,-0.780
'6:00.539',0.765,-0.785
'6:00.542',0.810,-0.800
'6:00.544',0.825,-0.820
'6:00.547',0.850,-0.845
'6:00.550',0.870,-0.840
'6:00.553',0.895,-0.835
'6:00.556',0.935,-0.830
'6:00.558',0.965,-0.825
'6:00.561',1.000,-0.850
'6:00.564',1.010,-0.850
'6:00.567',1.025,-0.840
'6:00.569',1.055,-0.810
'6:00.572',1.090,-0.810
'6:00.575',1.105,-0.790
'6:00.578',1.115,-0.805
'6:00.581',1.140,-0.810
'6:00.583',1.145,-0.790
'6:00.586',1.145,-0.760
'6:00.589',1.170,-0.715
'6:00.592',1.190,-0.725
'6:00.594',1.170,-0.705
'6:00.597',1.145,-0.720
'6:00.600',1.145,-0.685
'6:00.603',1.145,-0.645
'6:00.606',1.140,-0.600
'6:00.608',1.130,-0.590
'6:00.611',1.105,-0.575
'6:00.614',1.065,-0.565
'6:00.617',1.035,-0.545
'6:00.619',1.010,-0.515
'6:00.622',0.995,-0.465
'6:00.625',0.970,-0.450
'6:00.628',0.925,-0.440
'6:00.631',0.875,-0.430
'6:00.633',0.815,-0.385
'6:00.636',0.795,-0.360
'6:00.639',0.780,-0.310
'6:00.642',0.760,-0.290
'6:00.644',0.715,-0.290
'6:00.647',0.660,-0.265
'6:00.650',0.600,-0.245
'6:00.653',0.565,-0.190
'6:00.656',0.520,-0.165
'6:00.658',0.490,-0.160
'6:00.661',0.455,-0.135
'6:00.664',0.385,-0.130
'6:00.667',0.340,-0.110
'6:00.669',0.305,-0.070
'6:00.672',0.265,-0.030
'6:00.675',0.235,-0.020
'6:00.678',0.175,-0.035
'6:00.681',0.140,-0.040
'6:00.683',0.105,-0.025
'6:00.686',0.085,-0.025
'6:00.689',0.070,0.010
'6:00.692',0.065,0.020
'6:00.694',0.020,0.010
'6:00.697',-0.015,0.005
'6:00.700',-0.050,-0.005
'6:00.703',-0.075,0.020
'6:00.706',-0.080,0.050
'6:00.708',-0.075,0.040
'6:00.711',-0.105,0.020
'6:00.714',-0.140,0.005
'6:00.717',-0.155,0.015
'6:00.719',-0.160,0.030
'6:00.722',-0.150,0.055
'6:00.725',-0.140,0.035
'6:00.728',-0.155,0.020
'6:00.731',-0.175,0.015
'6:00.733',-0.210,0.025
'6:00.736',-0.200,0.040
'6:00.739',-0.200,0.050
'6:00.742',-0.195,0.040
'6:00.744',-0.195,0.035
'6:00.747',-0.210,0.025
'6:00.750',-0.225,0.025
'6:00.753',-0.230,0.035
'6:00.756',-0.215,0.045
'6:00.758',-0.220,0.030
'6:00.761',-0.235,0.030
'6:00.764',-0.235,0.020
'6:00.767',-0.245,0.035
'6:00.769',-0.245,0.035
'6:00.772',-0.250,0.040
'6:00.775',-0.245,0.050
'6:00.778',-0.245,0.025
'6:00.781',-0.245,0.015
'6:00.783',-0.265,0.015
'6:00.786',-0.255,0.040
'6:00.789',-0.230,0.045
'6:00.792',-0.245,0.045
'6:00.794',-0.250,0.035
'6:00.797',-0.265,0.010
'6:00.800',-0.280,0.025
'6:00.803',-0.285,0.025
'6:00.806',-0.265,0.030
'6:00.808',-0.255,0.035
'6:00.811',-0.270,0.020
'6:00.814',-0.280,0.015
'6:00.817',-0.290,0.015
'6:00.819',-0.295,0.015
'6:00.822',-0.280,0.025
'6:00.825',-0.270,0.025
'6:00.828',-0.275,0.020
'6:00.831',-0.275,0.010
'6:00.833',-0.305,0.000
'6:00.836',-0.310,0.015
'6:00.839',-0.300,0.040
'6:00.842',-0.290,0.035
'6:00.844',-0.295,0.010
'6:00.847',-0.295,0.015
'6:00.850',-0.305,0.000
'6:00.853',-0.295,0.005
'6:00.856',-0.290,0.030
'6:00.858',-0.285,0.020
'6:00.861',-0.300,0.015
'6:00.864',-0.325,0.000
'6:00.867',-0.325,0.000
'6:00.869',-0.315,0.015
'6:00.872',-0.300,0.040
'6:00.875',-0.280,0.020
'6:00.878',-0.295,0.010
'6:00.881',-0.315,-0.010
'6:00.883',-0.340,0.000
'6:00.886',-0.345,0.020
'6:00.889',-0.325,0.040
'6:00.892',-0.305,0.035
'6:00.894',-0.305,0.015
'6:00.897',-0.305,0.005
'6:00.900',-0.325,0.005
'6:00.903',-0.340,0.010
'6:00.906',-0.320,0.025
'6:00.908',-0.305,0.015
'6:00.911',-0.315,-0.005
'6:00.914',-0.320,-0.015
'6:00.917',-0.325,-0.005
'6:00.919',-0.315,0.015
'6:00.922',-0.320,0.015
'6:00.925',-0.315,0.020
'6:00.928',-0.340,0.005
'6:00.931',-0.345,0.005
'6:00.933',-0.350,-0.005
'6:00.936',-0.335,0.000
'6:00.939',-0.325,0.015
'6:00.942',-0.295,0.030
'6:00.944',-0.320,0.000
'6:00.947',-0.345,-0.005
'6:00.950',-0.345,-0.005
'6:00.953',-0.340,0.015
'6:00.956',-0.325,0.020
'6:00.958',-0.300,0.025
'6:00.961',-0.295,0.010
'6:00.964',-0.310,0.010
'6:00.967',-0.320,0.015
'6:00.969',-0.335,0.025
'6:00.972',-0.315,0.025
'6:00.975',-0.295,0.025
'6:00.978',-0.320,0.020
'6:00.981',-0.320,0.000
'6:00.983',-0.325,0.015
'6:00.986',-0.320,0.020
'6:00.989',-0.315,0.045
'6:00.992',-0.310,0.045
'6:00.994',-0.315,0.015
'6:00.997',-0.330,0.000
'6:01.000',-0.340,0.015
'6:01.003',-0.340,0.035
'6:01.006',-0.325,0.045
'6:01.008',-0.290,0.045
'6:01.011',-0.295,0.025
'6:01.014',-0.330,0.020
'6:01.017',-0.335,0.015
'6:01.019',-0.325,0.025
'6:01.022',-0.310,0.040
'6:01.025',-0.295,0.035
'6:01.028',-0.300,0.030
'6:01.031',-0.325,0.010
'6:01.033',-0.335,0.020
'6:01.036',-0.330,0.030
'6:01.039',-0.330,0.045
'6:01.042',-0.305,0.040
'6:01.044',-0.310,0.030
'6:01.047',-0.305,0.030
'6:01.050',-0.325,0.015
'6:01.053',-0.325,0.050
'6:01.056',-0.305,0.055
'6:01.058',-0.300,0.045
'6:01.061',-0.315,0.055
'6:01.064',-0.320,0.035
'6:01.067',-0.325,0.020
'6:01.069',-0.320,0.050
'6:01.072',-0.305,0.055
'6:01.075',-0.295,0.055
'6:01.078',-0.305,0.045
'6:01.081',-0.330,0.025
'6:01.083',-0.340,0.030
'6:01.086',-0.320,0.055
'6:01.089',-0.295,0.055
'6:01.092',-0.290,0.065
'6:01.094',-0.295,0.050
'6:01.097',-0.320,0.035
'6:01.100',-0.335,0.020
'6:01.103',-0.325,0.050
'6:01.106',-0.320,0.075
'6:01.108',-0.300,0.045
'6:01.111',-0.290,0.050
'6:01.114',-0.295,0.025
'6:01.117',-0.310,0.030
'6:01.119',-0.320,0.030
'6:01.122',-0.305,0.050
'6:01.125',-0.300,0.055
'6:01.128',-0.295,0.035
'6:01.131',-0.300,0.035
'6:01.133',-0.305,0.035
'6:01.136',-0.315,0.055
'6:01.139',-0.300,0.045
'6:01.142',-0.290,0.040
'6:01.144',-0.300,0.030
'6:01.147',-0.320,0.015
'6:01.150',-0.325,0.025
'6:01.153',-0.310,0.040
'6:01.156',-0.280,0.050
'6:01.158',-0.275,0.040
'6:01.161',-0.285,0.035
'6:01.164',-0.310,0.025
'6:01.167',-0.330,0.030
'6:01.169',-0.315,0.025
'6:01.172',-0.285,0.050
'6:01.175',-0.265,0.065
'6:01.178',-0.280,0.035
'6:01.181',-0.295,0.040
'6:01.183',-0.310,0.030
'6:01.186',-0.310,0.045
'6:01.189',-0.300,0.060
'6:01.192',-0.275,0.055
'6:01.194',-0.275,0.035
'6:01.197',-0.295,0.020
'6:01.200',-0.285,0.035
'6:01.203',-0.295,0.050
'6:01.206',-0.285,0.070
'6:01.208',-0.275,0.070
'6:01.211',-0.285,0.055
'6:01.214',-0.290,0.050
'6:01.217',-0.295,0.035
'6:01.219',-0.290,0.045
'6:01.222',-0.265,0.065
'6:01.225',-0.265,0.065
'6:01.228',-0.265,0.050
'6:01.231',-0.290,0.040
'6:01.233',-0.295,0.050
'6:01.236',-0.285,0.055
'6:01.239',-0.270,0.060
'6:01.242',-0.240,0.065
'6:01.244',-0.255,0.040
'6:01.247',-0.250,0.025
'6:01.250',-0.255,0.025
'6:01.253',-0.240,0.035
'6:01.256',-0.220,0.045
'6:01.258',-0.195,0.055
'6:01.261',-0.195,0.065
'6:01.264',-0.205,0.040
'6:01.267',-0.205,0.055
'6:01.269',-0.205,0.060
'6:01.272',-0.190,0.070
'6:01.275',-0.190,0.075
'6:01.278',-0.190,0.060
'6:01.281',-0.210,0.045
'6:01.283',-0.210,0.045
'6:01.286',-0.205,0.080
'6:01.289',-0.170,0.055
'6:01.292',-0.160,0.045
'6:01.294',-0.160,0.045
'6:01.297',-0.185,0.010
'6:01.300',-0.200,0.010
'6:01.303',-0.215,0.030
'6:01.306',-0.185,0.045
'6:01.308',-0.180,0.045
'6:01.311',-0.180,0.035
'6:01.314',-0.180,0.020
'6:01.317',-0.200,0.040
'6:01.319',-0.200,0.050
'6:01.322',-0.185,0.040
'6:01.325',-0.185,0.045
'6:01.328',-0.200,0.030
'6:01.331',-0.215,0.015
'6:01.333',-0.230,0.020
'6:01.336',-0.250,0.030
'6:01.339',-0.235,0.045
'6:01.342',-0.245,0.040
'6:01.344',-0.240,0.020
'6:01.347',-0.270,-0.005
'6:01.350',-0.285,-0.005
'6:01.353',-0.260,0.015
'6:01.356',-0.235,0.015
'6:01.358',-0.215,0.020
'6:01.361',-0.225,0.025
'6:01.364',-0.245,0.010
'6:01.367',-0.265,0.015
'6:01.369',-0.255,0.020
'6:01.372',-0.245,0.045
'6:01.375',-0.230,0.040
'6:01.378',-0.245,0.025
'6:01.381',-0.260,0.020
'6:01.383',-0.255,0.025
'6:01.386',-0.260,0.025
'6:01.389',-0.245,0.040
'6:01.392',-0.235,0.035
'6:01.394',-0.225,0.020
'6:01.397',-0.235,0.000
'6:01.400',-0.235,0.015
'6:01.403',-0.230,0.035
'6:01.406',-0.225,0.070
'6:01.408',-0.220,0.090
'6:01.411',-0.220,0.095
'6:01.414',-0.235,0.080
'6:01.417',-0.245,0.070
'6:01.419',-0.225,0.045
'6:01.422',-0.180,0.005
'6:01.425',-0.115,-0.055
'6:01.428',-0.040,-0.170
'6:01.431',0.040,-0.280
'6:01.433',0.090,-0.395
'6:01.436',0.175,-0.505
'6:01.439',0.265,-0.625
'6:01.442',0.380,-0.745
'6:01.444',0.470,-0.840
'6:01.447',0.580,-0.965
'6:01.450',0.705,-1.020
'6:01.453',0.890,-1.075
'6:01.456',1.095,-1.090
'6:01.458',1.280,-1.125
'6:01.461',1.450,-1.140
'6:01.464',1.595,-1.155
'6:01.467',1.740,-1.145
'6:01.469',1.840,-1.105
'6:01.472',1.905,-1.080
'6:01.475',1.905,-1.095
'6:01.478',1.860,-1.060
'6:01.481',1.780,-1.075
'6:01.483',1.595,-1.080
'6:01.486',1.375,-1.055
'6:01.489',1.165,-1.010
'6:01.492',0.970,-0.975
'6:01.494',0.765,-0.935
'6:01.497',0.575,-0.890
'6:01.500',0.475,-0.840
'6:01.503',0.420,-0.730
'6:01.506',0.395,-0.640
'6:01.508',0.385,-0.555
'6:01.511',0.345,-0.475
'6:01.514',0.305,-0.430
'6:01.517',0.265,-0.370
'6:01.519',0.215,-0.295
'6:01.522',0.160,-0.230
'6:01.525',0.115,-0.190
'6:01.528',0.070,-0.145
'6:01.531',0.020,-0.105
'6:01.533',-0.020,-0.045
'6:01.536',-0.055,0.005
'6:01.539',-0.075,0.060
'6:01.542',-0.095,0.090
'6:01.544',-0.150,0.125
'6:01.547',-0.200,0.125
'6:01.550',-0.235,0.175
'6:01.553',-0.265,0.215
'6:01.556',-0.280,0.260
'6:01.558',-0.295,0.300
'6:01.561',-0.330,0.295
'6:01.564',-0.375,0.300
'6:01.567',-0.405,0.305
'6:01.569',-0.415,0.325
'6:01.572',-0.415,0.350
'6:01.575',-0.400,0.370
'6:01.578',-0.395,0.350
'6:01.581',-0.415,0.365
'6:01.583',-0.450,0.380
'6:01.586',-0.450,0.395
'6:01.589',-0.425,0.410
'6:01.592',-0.430,0.420
'6:01.594',-0.450,0.430
'6:01.597',-0.445,0.420
'6:01.600',-0.450,0.420
'6:01.603',-0.450,0.445
'6:01.606',-0.450,0.485
'6:01.608',-0.440,0.485
'6:01.611',-0.445,0.470
'6:01.614',-0.480,0.485
'6:01.617',-0.475,0.485
'6:01.619',-0.470,0.510
'6:01.622',-0.445,0.540
'6:01.625',-0.440,0.535
'6:01.628',-0.460,0.560
'6:01.631',-0.475,0.525
'6:01.633',-0.500,0.555
'6:01.636',-0.495,0.590
'6:01.639',-0.485,0.615
'6:01.642',-0.460,0.620
'6:01.644',-0.470,0.620
'6:01.647',-0.485,0.610
'6:01.650',-0.520,0.620
'6:01.653',-0.520,0.675
'6:01.656',-0.510,0.695
'6:01.658',-0.485,0.715
'6:01.661',-0.485,0.710
'6:01.664',-0.495,0.710
'6:01.667',-0.510,0.715
'6:01.669',-0.510,0.750
'6:01.672',-0.510,0.785
'6:01.675',-0.520,0.775
'6:01.678',-0.535,0.765
'6:01.681',-0.560,0.760
'6:01.683',-0.575,0.780
'6:01.686',-0.570,0.800
'6:01.689',-0.545,0.835
'6:01.692',-0.530,0.835
'6:01.694',-0.545,0.825
'6:01.697',-0.560,0.830
'6:01.700',-0.585,0.825
'6:01.703',-0.610,0.835
'6:01.706',-0.610,0.845
'6:01.708',-0.615,0.870
'6:01.711',-0.595,0.850
'6:01.714',-0.595,0.845
'6:01.717',-0.630,0.850
'6:01.719',-0.635,0.865
'6:01.722',-0.645,0.875
'6:01.725',-0.625,0.855
'6:01.728',-0.635,0.825
'6:01.731',-0.655,0.805
'6:01.733',-0.650,0.800
'6:01.736',-0.645,0.800
'6:01.739',-0.635,0.805
'6:01.742',-0.615,0.770
'6:01.744',-0.630,0.725
'6:01.747',-0.620,0.685
'6:01.750',-0.610,0.660
'6:01.753',-0.590,0.650
'6:01.756',-0.560,0.635
'6:01.758',-0.535,0.615
'6:01.761',-0.535,0.580
'6:01.764',-0.535,0.545
'6:01.767',-0.515,0.515
'6:01.769',-0.480,0.525
'6:01.772',-0.440,0.495
'6:01.775',-0.420,0.475
'6:01.778',-0.420,0.440
'6:01.781',-0.420,0.415
'6:01.783',-0.415,0.400
'6:01.786',-0.375,0.360
'6:01.789',-0.345,0.355
'6:01.792',-0.305,0.320
'6:01.794',-0.280,0.300
'6:01.797',-0.275,0.260
'6:01.800',-0.275,0.250
'6:01.803',-0.265,0.245
'6:01.806',-0.235,0.250
'6:01.808',-0.220,0.240
'6:01.811',-0.195,0.205
'6:01.814',-0.185,0.185
'6:01.817',-0.195,0.175
'6:01.819',-0.210,0.200
'6:01.822',-0.200,0.205
'6:01.825',-0.180,0.190
'6:01.828',-0.185,0.170
'6:01.831',-0.195,0.170
'6:01.833',-0.205,0.160
'6:01.836',-0.185,0.190
'6:01.839',-0.180,0.195
'6:01.842',-0.185,0.200
'6:01.844',-0.195,0.175
'6:01.847',-0.210,0.155
'6:01.850',-0.235,0.160
'6:01.853',-0.235,0.170
'6:01.856',-0.225,0.220
'6:01.858',-0.210,0.205
'6:01.861',-0.205,0.195
'6:01.864',-0.215,0.180
'6:01.867',-0.230,0.170
'6:01.869',-0.225,0.175
'6:01.872',-0.200,0.180
'6:01.875',-0.185,0.175
'6:01.878',-0.185,0.160
'6:01.881',-0.210,0.165
'6:01.883',-0.225,0.175
'6:01.886',-0.210,0.180
'6:01.889',-0.205,0.210
'6:01.892',-0.215,0.205
'6:01.894',-0.225,0.195
'6:01.897',-0.245,0.185
'6:01.900',-0.245,0.185
'6:01.903',-0.250,0.195
'6:01.906',-0.240,0.220
'6:01.908',-0.225,0.235
'6:01.911',-0.230,0.240
'6:01.914',-0.260,0.200
'6:01.917',-0.270,0.205
'6:01.919',-0.275,0.210
'6:01.922',-0.270,0.220
'6:01.925',-0.260,0.220
'6:01.928',-0.265,0.210
'6:01.931',-0.245,0.215
'6:01.933',-0.275,0.220
'6:01.936',-0.270,0.225
'6:01.939',-0.265,0.235
'6:01.942',-0.240,0.225
'6:01.944',-0.245,0.210
'6:01.947',-0.260,0.190
'6:01.950',-0.275,0.205
'6:01.953',-0.255,0.215
'6:01.956',-0.240,0.225
'6:01.958',-0.230,0.225
'6:01.961',-0.240,0.210
'6:01.964',-0.260,0.195
'6:01.967',-0.275,0.210
'6:01.969',-0.275,0.205
'6:01.972',-0.245,0.225
'6:01.975',-0.245,0.225
'6:01.978',-0.250,0.215
'6:01.981',-0.285,0.190
'6:01.983',-0.285,0.190
'6:01.986',-0.270,0.205
'6:01.989',-0.235,0.220
'6:01.992',-0.220,0.210
'6:01.994',-0.220,0.195
'6:01.997',-0.215,0.180
'6:02.000',-0.235,0.180
'6:02.003',-0.240,0.190
'6:02.006',-0.245,0.210
'6:02.008',-0.225,0.190
'6:02.011',-0.225,0.180
'6:02.014',-0.240,0.175
'6:02.017',-0.275,0.170
'6:02.019',-0.255,0.180
'6:02.022',-0.245,0.190
'6:02.025',-0.235,0.180
'6:02.028',-0.255,0.175
'6:02.031',-0.275,0.160
'6:02.033',-0.270,0.170
'6:02.036',-0.270,0.175
'6:02.039',-0.240,0.180
'6:02.042',-0.220,0.170
'6:02.044',-0.225,0.160
'6:02.047',-0.245,0.150
'6:02.050',-0.250,0.150
'6:02.053',-0.225,0.160
'6:02.056',-0.200,0.185
'6:02.058',-0.190,0.175
'6:02.061',-0.185,0.170
'6:02.064',-0.170,0.155
'6:02.067',-0.185,0.155
'6:02.069',-0.185,0.165
'6:02.072',-0.185,0.180
'6:02.075',-0.180,0.175
'6:02.078',-0.185,0.170
'6:02.081',-0.180,0.155
'6:02.083',-0.185,0.165
'6:02.086',-0.180,0.190
'6:02.089',-0.170,0.200
'6:02.092',-0.160,0.185
'6:02.094',-0.195,0.165
'6:02.097',-0.210,0.130
'6:02.100',-0.215,0.115
'6:02.103',-0.200,0.115
'6:02.106',-0.175,0.125
'6:02.108',-0.160,0.145
'6:02.111',-0.155,0.130
'6:02.114',-0.160,0.120
'6:02.117',-0.180,0.110
'6:02.119',-0.195,0.125
'6:02.122',-0.185,0.140
'6:02.125',-0.175,0.140
'6:02.128',-0.190,0.115
'6:02.131',-0.190,0.105
'6:02.133',-0.210,0.110
'6:02.136',-0.220,0.115
'6:02.139',-0.225,0.120
'6:02.142',-0.230,0.100
'6:02.144',-0.245,0.100
'6:02.147',-0.260,0.085
'6:02.150',-0.280,0.075
'6:02.153',-0.265,0.095
'6:02.156',-0.255,0.110
'6:02.158',-0.245,0.095
'6:02.161',-0.245,0.080
'6:02.164',-0.255,0.065
'6:02.167',-0.255,0.055
'6:02.169',-0.275,0.085
'6:02.172',-0.255,0.115
'6:02.175',-0.240,0.115
'6:02.178',-0.245,0.100
'6:02.181',-0.255,0.085
'6:02.183',-0.245,0.090
'6:02.186',-0.235,0.110
'6:02.189',-0.225,0.115
'6:02.192',-0.225,0.105
'6:02.194',-0.225,0.095
'6:02.197',-0.245,0.075
'6:02.200',-0.245,0.080
'6:02.203',-0.240,0.105
'6:02.206',-0.215,0.130
'6:02.208',-0.205,0.150
'6:02.211',-0.200,0.155
'6:02.214',-0.220,0.150
'6:02.217',-0.250,0.160
'6:02.219',-0.215,0.135
'6:02.222',-0.155,0.095
'6:02.225',-0.055,0.010
'6:02.228',0.060,-0.085
'6:02.231',0.150,-0.180
'6:02.233',0.230,-0.265
'6:02.236',0.315,-0.355
'6:02.239',0.405,-0.465
'6:02.242',0.475,-0.570
'6:02.244',0.555,-0.690
'6:02.247',0.660,-0.795
'6:02.250',0.780,-0.870
'6:02.253',0.935,-0.930
'6:02.256',1.140,-0.965
'6:02.258',1.315,-1.000
'6:02.261',1.480,-1.040
'6:02.264',1.600,-1.085
'6:02.267',1.660,-1.120
'6:02.269',1.680,-1.125
'6:02.272',1.620,-1.110
'6:02.275',1.525,-1.100
'6:02.278',1.320,-1.110
'6:02.281',1.065,-1.130
'6:02.283',0.785,-1.100
'6:02.286',0.565,-1.070
'6:02.289',0.410,-1.000
'6:02.292',0.300,-0.975
'6:02.294',0.230,-0.940
'6:02.297',0.175,-0.890
'6:02.300',0.165,-0.820
'6:02.303',0.195,-0.710
'6:02.306',0.240,-0.605
'6:02.308',0.270,-0.500
'6:02.311',0.260,-0.440
'6:02.314',0.225,-0.405
'6:02.317',0.175,-0.360
'6:02.319',0.150,-0.280
'6:02.322',0.125,-0.220
'6:02.325',0.095,-0.190
'6:02.328',0.065,-0.135
'6:02.331',0.035,-0.100
'6:02.333',-0.005,-0.045
'6:02.336',-0.025,0.005
'6:02.339',-0.055,0.075
'6:02.342',-0.100,0.100
'6:02.344',-0.135,0.135
'6:02.347',-0.180,0.155
'6:02.350',-0.225,0.180
'6:02.353',-0.240,0.230
'6:02.356',-0.235,0.255
'6:02.358',-0.235,0.290
'6:02.361',-0.265,0.315
'6:02.364',-0.305,0.320
'6:02.367',-0.335,0.340
'6:02.369',-0.350,0.345
'6:02.372',-0.360,0.390
'6:02.375',-0.350,0.390
'6:02.378',-0.365,0.395
'6:02.381',-0.380,0.390
'6:02.383',-0.415,0.400
'6:02.386',-0.425,0.420
'6:02.389',-0.400,0.460
'6:02.392',-0.405,0.465
'6:02.394',-0.390,0.445
'6:02.397',-0.395,0.440
'6:02.400',-0.415,0.435
'6:02.403',-0.405,0.470
'6:02.406',-0.390,0.460
'6:02.408',-0.370,0.480
'6:02.411',-0.370,0.470
'6:02.414',-0.400,0.460
'6:02.417',-0.390,0.485
