'Elapsed time','MLII','V1'
'20:00.536',-0.310,0.165
'20:00.539',-0.300,0.175
'20:00.542',-0.305,0.185
'20:00.544',-0.305,0.180
'20:00.547',-0.330,0.160
'20:00.550',-0.345,0.165
'20:00.553',-0.345,0.180
'20:00.556',-0.320,0.195
'20:00.558',-0.280,0.220
'20:00.561',-0.260,0.200
'20:00.564',-0.260,0.185
'20:00.567',-0.285,0.185
'20:00.569',-0.300,0.190
'20:00.572',-0.290,0.215
'20:00.575',-0.250,0.225
'20:00.578',-0.230,0.205
'20:00.581',-0.235,0.180
'20:00.583',-0.245,0.175
'20:00.586',-0.240,0.180
'20:00.589',-0.215,0.215
'20:00.592',-0.175,0.210
'20:00.594',-0.180,0.200
'20:00.597',-0.195,0.170
'20:00.600',-0.240,0.145
'20:00.603',-0.270,0.130
'20:00.606',-0.280,0.150
'20:00.608',-0.275,0.165
'20:00.611',-0.285,0.165
'20:00.614',-0.300,0.165
'20:00.617',-0.320,0.130
'20:00.619',-0.335,0.140
'20:00.622',-0.335,0.160
'20:00.625',-0.315,0.170
'20:00.628',-0.305,0.175
'20:00.631',-0.315,0.160
'20:00.633',-0.335,0.175
'20:00.636',-0.365,0.155
'20:00.639',-0.360,0.180
'20:00.642',-0.345,0.175
'20:00.644',-0.330,0.170
'20:00.647',-0.340,0.155
'20:00.650',-0.350,0.140
'20:00.653',-0.340,0.130
'20:00.656',-0.345,0.150
'20:00.658',-0.335,0.170
'20:00.661',-0.325,0.160
'20:00.664',-0.345,0.145
'20:00.667',-0.375,0.150
'20:00.669',-0.375,0.155
'20:00.672',-0.360,0.170
'20:00.675',-0.340,0.185
'20:00.678',-0.330,0.180
'20:00.681',-0.325,0.165
'20:00.683',-0.325,0.155
'20:00.686',-0.335,0.135
'20:00.689',-0.330,0.135
'20:00.692',-0.335,0.165
'20:00.694',-0.315,0.150
'20:00.697',-0.325,0.135
'20:00.700',-0.335,0.130
'20:00.703',-0.365,0.150
'20:00.706',-0.360,0.175
'20:00.708',-0.340,0.195
'20:00.711',-0.325,0.170
'20:00.714',-0.310,0.140
'20:00.717',-0.310,0.120
'20:00.719',-0.315,0.115
'20:00.722',-0.310,0.140
'20:00.725',-0.315,0.155
'20:00.728',-0.325,0.145
'20:00.731',-0.325,0.145
'20:00.733',-0.325,0.145
'20:00.736',-0.320,0.175
'20:00.739',-0.305,0.200
'20:00.742',-0.275,0.215
'20:00.744',-0.205,0.195
'20:00.747',-0.100,0.175
'20:00.750',0.035,0.140
'20:00.753',0.200,0.100
'20:00.756',0.365,0.070
'20:00.758',0.560,0.035
'20:00.761',0.760,-0.050
'20:00.764',0.870,-0.150
'20:00.767',0.850,-0.235
'20:00.769',0.705,-0.295
'20:00.772',0.480,-0.300
'20:00.775',0.320,-0.290
'20:00.778',0.170,-0.290
'20:00.781',-0.070,-0.285
'20:00.783',-0.395,-0.255
'20:00.786',-0.680,-0.205
'20:00.789',-0.875,-0.125
'20:00.792',-0.975,-0.065
'20:00.794',-0.950,-0.020
'20:00.797',-0.840,0.050
'20:00.800',-0.755,0.090
'20:00.803',-0.675,0.140
'20:00.806',-0.580,0.145
'20:00.808',-0.485,0.155
'20:00.811',-0.410,0.140
'20:00.814',-0.365,0.120
'20:00.817',-0.355,0.120
'20:00.819',-0.355,0.150
'20:00.822',-0.335,0.175
'20:00.825',-0.330,0.185
'20:00.828',-0.315,0.165
'20:00.831',-0.300,0.145
'20:00.833',-0.290,0.115
'20:00.836',-0.270,0.120
'20:00.839',-0.230,0.125
'20:00.842',-0.235,0.150
'20:00.844',-0.250,0.150
'20:00.847',-0.275,0.130
'20:00.850',-0.295,0.115
'20:00.853',-0.280,0.120
'20:00.856',-0.245,0.145
'20:00.858',-0.225,0.150
'20:00.861',-0.230,0.155
'20:00.864',-0.230,0.120
'20:00.867',-0.215,0.105
'20:00.869',-0.200,0.110
'20:00.872',-0.180,0.125
'20:00.875',-0.135,0.125
'20:00.878',-0.120,0.110
'20:00.881',-0.130,0.125
'20:00.883',-0.145,0.105
'20:00.886',-0.150,0.120
'20:00.889',-0.105,0.135
'20:00.892',-0.080,0.130
'20:00.894',-0.070,0.105
'20:00.897',-0.045,0.080
'20:00.900',-0.025,0.065
'20:00.903',-0.015,0.075
'20:00.906',0.005,0.090
'20:00.908',0.020,0.105
'20:00.911',0.030,0.095
'20:00.914',0.020,0.075
'20:00.917',0.025,0.070
'20:00.919',0.055,0.075
'20:00.922',0.075,0.085
'20:00.925',0.085,0.105
'20:00.928',0.090,0.075
'20:00.931',0.090,0.070
'20:00.933',0.090,0.050
'20:00.936',0.110,0.045
'20:00.939',0.120,0.070
'20:00.942',0.140,0.070
'20:00.944',0.170,0.055
'20:00.947',0.175,0.035
'20:00.950',0.165,0.040
'20:00.953',0.160,0.040
'20:00.956',0.150,0.045
'20:00.958',0.175,0.070
'20:00.961',0.175,0.080
'20:00.964',0.155,0.060
'20:00.967',0.125,0.035
'20:00.969',0.095,0.050
'20:00.972',0.080,0.065
'20:00.975',0.075,0.075
'20:00.978',0.075,0.090
'20:00.981',0.055,0.085
'20:00.983',0.010,0.085
'20:00.986',-0.020,0.085
'20:00.989',-0.020,0.105
'20:00.992',-0.040,0.120
'20:00.994',-0.060,0.130
'20:00.997',-0.090,0.105
'20:01.000',-0.115,0.110
'20:01.003',-0.150,0.090
'20:01.006',-0.145,0.140
'20:01.008',-0.155,0.150
'20:01.011',-0.170,0.140
'20:01.014',-0.210,0.120
'20:01.017',-0.245,0.125
'20:01.019',-0.260,0.130
'20:01.022',-0.245,0.140
'20:01.025',-0.235,0.160
'20:01.028',-0.260,0.160
'20:01.031',-0.290,0.135
'20:01.033',-0.320,0.135
'20:01.036',-0.325,0.130
'20:01.039',-0.295,0.150
'20:01.042',-0.280,0.165
'20:01.044',-0.265,0.150
'20:01.047',-0.265,0.120
'20:01.050',-0.280,0.120
'20:01.053',-0.275,0.115
'20:01.056',-0.290,0.145
'20:01.058',-0.290,0.155
'20:01.061',-0.290,0.145
'20:01.064',-0.300,0.140
'20:01.067',-0.290,0.110
'20:01.069',-0.285,0.110
'20:01.072',-0.285,0.115
'20:01.075',-0.290,0.135
'20:01.078',-0.320,0.125
'20:01.081',-0.335,0.130
'20:01.083',-0.320,0.105
'20:01.086',-0.315,0.120
'20:01.089',-0.300,0.120
'20:01.092',-0.290,0.160
'20:01.094',-0.285,0.145
'20:01.097',-0.295,0.125
'20:01.100',-0.310,0.125
'20:01.103',-0.305,0.140
'20:01.106',-0.290,0.160
'20:01.108',-0.260,0.170
'20:01.111',-0.240,0.175
'20:01.114',-0.255,0.145
'20:01.117',-0.275,0.155
'20:01.119',-0.270,0.135
'20:01.122',-0.250,0.155
'20:01.125',-0.220,0.170
'20:01.128',-0.210,0.160
'20:01.131',-0.225,0.155
'20:01.133',-0.235,0.155
'20:01.136',-0.220,0.155
'20:01.139',-0.185,0.155
'20:01.142',-0.145,0.150
'20:01.144',-0.140,0.130
'20:01.147',-0.175,0.105
'20:01.150',-0.235,0.095
'20:01.153',-0.270,0.100
'20:01.156',-0.295,0.115
'20:01.158',-0.295,0.150
'20:01.161',-0.280,0.135
'20:01.164',-0.285,0.115
'20:01.167',-0.295,0.100
'20:01.169',-0.300,0.105
'20:01.172',-0.310,0.120
'20:01.175',-0.310,0.130
'20:01.178',-0.295,0.135
'20:01.181',-0.295,0.120
'20:01.183',-0.305,0.105
'20:01.186',-0.320,0.125
'20:01.189',-0.320,0.140
'20:01.192',-0.330,0.155
'20:01.194',-0.320,0.155
'20:01.197',-0.325,0.125
'20:01.200',-0.340,0.120
'20:01.203',-0.345,0.100
'20:01.206',-0.335,0.100
'20:01.208',-0.325,0.125
'20:01.211',-0.305,0.125
'20:01.214',-0.320,0.110
'20:01.217',-0.330,0.090
'20:01.219',-0.345,0.095
'20:01.222',-0.335,0.125
'20:01.225',-0.320,0.140
'20:01.228',-0.305,0.130
'20:01.231',-0.295,0.125
'20:01.233',-0.305,0.110
'20:01.236',-0.310,0.115
'20:01.239',-0.325,0.115
'20:01.242',-0.310,0.130
'20:01.244',-0.315,0.140
'20:01.247',-0.310,0.130
'20:01.250',-0.325,0.100
'20:01.253',-0.340,0.110
'20:01.256',-0.320,0.125
'20:01.258',-0.300,0.145
'20:01.261',-0.290,0.140
'20:01.264',-0.305,0.110
'20:01.267',-0.315,0.105
'20:01.269',-0.330,0.115
'20:01.272',-0.315,0.120
'20:01.275',-0.295,0.135
'20:01.278',-0.295,0.125
'20:01.281',-0.295,0.115
'20:01.283',-0.295,0.085
'20:01.286',-0.300,0.090
'20:01.289',-0.290,0.110
'20:01.292',-0.265,0.135
'20:01.294',-0.255,0.135
'20:01.297',-0.245,0.160
'20:01.300',-0.230,0.140
'20:01.303',-0.150,0.160
'20:01.306',-0.025,0.145
'20:01.308',0.100,0.105
'20:01.311',0.200,0.060
'20:01.314',0.330,-0.005
'20:01.317',0.470,-0.045
'20:01.319',0.600,-0.095
'20:01.322',0.675,-0.180
'20:01.325',0.675,-0.225
'20:01.328',0.565,-0.255
'20:01.331',0.400,-0.290
'20:01.333',0.230,-0.270
'20:01.336',-0.010,-0.260
'20:01.339',-0.305,-0.205
'20:01.342',-0.575,-0.150
'20:01.344',-0.775,-0.125
'20:01.347',-0.880,-0.100
'20:01.350',-0.880,-0.070
'20:01.353',-0.805,-0.020
'20:01.356',-0.725,0.065
'20:01.358',-0.655,0.100
'20:01.361',-0.590,0.120
'20:01.364',-0.515,0.100
'20:01.367',-0.445,0.100
'20:01.369',-0.390,0.080
'20:01.372',-0.325,0.090
'20:01.375',-0.275,0.110
'20:01.378',-0.245,0.095
'20:01.381',-0.260,0.095
'20:01.383',-0.285,0.100
'20:01.386',-0.320,0.100
'20:01.389',-0.315,0.135
'20:01.392',-0.275,0.135
'20:01.394',-0.270,0.130
'20:01.397',-0.260,0.110
'20:01.400',-0.265,0.100
'20:01.403',-0.260,0.105
'20:01.406',-0.230,0.125
'20:01.408',-0.200,0.135
'20:01.411',-0.200,0.135
'20:01.414',-0.210,0.105
'20:01.417',-0.225,0.090
'20:01.419',-0.210,0.110
'20:01.422',-0.210,0.135
'20:01.425',-0.180,0.130
'20:01.428',-0.155,0.115
'20:01.431',-0.160,0.115
'20:01.433',-0.165,0.085
'20:01.436',-0.150,0.080
'20:01.439',-0.135,0.105
'20:01.442',-0.115,0.120
'20:01.444',-0.110,0.110
'20:01.447',-0.095,0.080
'20:01.450',-0.095,0.075
'20:01.453',-0.090,0.075
'20:01.456',-0.055,0.095
'20:01.458',-0.025,0.105
'20:01.461',0.015,0.090
'20:01.464',0.020,0.060
'20:01.467',0.015,0.040
'20:01.469',0.030,0.045
'20:01.472',0.050,0.055
'20:01.475',0.090,0.060
'20:01.478',0.100,0.065
'20:01.481',0.100,0.050
'20:01.483',0.095,0.040
'20:01.486',0.095,0.045
'20:01.489',0.120,0.040
'20:01.492',0.145,0.050
'20:01.494',0.190,0.040
'20:01.497',0.185,0.035
'20:01.500',0.175,0.025
'20:01.503',0.185,0.020
'20:01.506',0.185,0.025
'20:01.508',0.195,0.050
'20:01.511',0.195,0.040
'20:01.514',0.165,0.030
'20:01.517',0.135,0.015
'20:01.519',0.120,0.030
'20:01.522',0.115,0.050
'20:01.525',0.120,0.055
'20:01.528',0.125,0.065
'20:01.531',0.110,0.050
'20:01.533',0.090,0.040
'20:01.536',0.075,0.045
'20:01.539',0.065,0.070
'20:01.542',0.060,0.085
'20:01.544',0.045,0.085
'20:01.547',0.010,0.070
'20:01.550',-0.030,0.065
'20:01.553',-0.085,0.080
'20:01.556',-0.120,0.095
'20:01.558',-0.145,0.125
'20:01.561',-0.135,0.115
'20:01.564',-0.140,0.100
'20:01.567',-0.170,0.095
'20:01.569',-0.190,0.100
'20:01.572',-0.200,0.130
'20:01.575',-0.195,0.145
'20:01.578',-0.205,0.135
'20:01.581',-0.215,0.105
'20:01.583',-0.235,0.095
'20:01.586',-0.260,0.100
'20:01.589',-0.260,0.110
'20:01.592',-0.260,0.135
'20:01.594',-0.255,0.130
'20:01.597',-0.255,0.110
'20:01.600',-0.275,0.095
'20:01.603',-0.290,0.105
'20:01.606',-0.270,0.105
'20:01.608',-0.245,0.125
'20:01.611',-0.235,0.120
'20:01.614',-0.250,0.115
'20:01.617',-0.270,0.095
'20:01.619',-0.275,0.105
'20:01.622',-0.285,0.105
'20:01.625',-0.275,0.120
'20:01.628',-0.280,0.120
'20:01.631',-0.295,0.105
'20:01.633',-0.300,0.095
'20:01.636',-0.300,0.105
'20:01.639',-0.315,0.120
'20:01.642',-0.290,0.145
'20:01.644',-0.270,0.130
'20:01.647',-0.260,0.105
'20:01.650',-0.255,0.095
'20:01.653',-0.250,0.110
'20:01.656',-0.245,0.130
'20:01.658',-0.250,0.135
'20:01.661',-0.235,0.150
'20:01.664',-0.245,0.145
'20:01.667',-0.230,0.135
'20:01.669',-0.235,0.135
'20:01.672',-0.240,0.145
'20:01.675',-0.240,0.160
'20:01.678',-0.210,0.160
'20:01.681',-0.215,0.150
'20:01.683',-0.215,0.135
'20:01.686',-0.185,0.150
'20:01.689',-0.185,0.145
'20:01.692',-0.155,0.155
'20:01.694',-0.155,0.140
'20:01.697',-0.175,0.125
'20:01.700',-0.210,0.095
'20:01.703',-0.220,0.100
'20:01.706',-0.220,0.115
'20:01.708',-0.215,0.125
'20:01.711',-0.215,0.115
'20:01.714',-0.240,0.090
'20:01.717',-0.275,0.070
'20:01.719',-0.290,0.090
'20:01.722',-0.295,0.110
'20:01.725',-0.295,0.130
'20:01.728',-0.260,0.120
'20:01.731',-0.260,0.115
'20:01.733',-0.270,0.110
'20:01.736',-0.275,0.120
'20:01.739',-0.295,0.140
'20:01.742',-0.315,0.155
'20:01.744',-0.290,0.155
'20:01.747',-0.290,0.115
'20:01.750',-0.300,0.095
'20:01.753',-0.305,0.095
'20:01.756',-0.310,0.115
'20:01.758',-0.295,0.135
'20:01.761',-0.285,0.125
'20:01.764',-0.290,0.115
'20:01.767',-0.285,0.095
'20:01.769',-0.290,0.090
'20:01.772',-0.285,0.105
'20:01.775',-0.270,0.115
'20:01.778',-0.265,0.115
'20:01.781',-0.270,0.105
'20:01.783',-0.305,0.090
'20:01.786',-0.315,0.105
'20:01.789',-0.315,0.135
'20:01.792',-0.300,0.145
'20:01.794',-0.290,0.145
'20:01.797',-0.290,0.120
'20:01.800',-0.280,0.100
'20:01.803',-0.275,0.105
'20:01.806',-0.265,0.110
'20:01.808',-0.270,0.110
'20:01.811',-0.285,0.115
'20:01.814',-0.290,0.115
'20:01.817',-0.295,0.115
'20:01.819',-0.290,0.105
'20:01.822',-0.275,0.125
'20:01.825',-0.255,0.135
'20:01.828',-0.275,0.135
'20:01.831',-0.285,0.120
'20:01.833',-0.335,0.115
'20:01.836',-0.340,0.135
'20:01.839',-0.315,0.170
'20:01.842',-0.250,0.195
'20:01.844',-0.185,0.175
'20:01.847',-0.065,0.145
'20:01.850',0.070,0.085
'20:01.853',0.235,0.050
'20:01.856',0.400,0.010
'20:01.858',0.565,-0.030
'20:01.861',0.695,-0.105
'20:01.864',0.765,-0.180
'20:01.867',0.720,-0.235
'20:01.869',0.600,-0.245
'20:01.872',0.435,-0.235
'20:01.875',0.225,-0.210
'20:01.878',-0.110,-0.175
'20:01.881',-0.475,-0.150
'20:01.883',-0.760,-0.110
'20:01.886',-0.900,-0.065
'20:01.889',-0.880,-0.005
'20:01.892',-0.750,0.055
'20:01.894',-0.635,0.080
'20:01.897',-0.570,0.090
'20:01.900',-0.530,0.070
'20:01.903',-0.470,0.080
'20:01.906',-0.395,0.120
'20:01.908',-0.330,0.120
'20:01.911',-0.295,0.110
'20:01.914',-0.275,0.105
'20:01.917',-0.275,0.090
'20:01.919',-0.260,0.085
'20:01.922',-0.255,0.110
'20:01.925',-0.235,0.130
'20:01.928',-0.250,0.130
'20:01.931',-0.245,0.095
'20:01.933',-0.240,0.080
'20:01.936',-0.235,0.095
'20:01.939',-0.230,0.120
'20:01.942',-0.195,0.125
'20:01.944',-0.200,0.140
'20:01.947',-0.195,0.115
'20:01.950',-0.190,0.100
'20:01.953',-0.180,0.100
'20:01.956',-0.145,0.115
'20:01.958',-0.095,0.115
'20:01.961',-0.090,0.110
'20:01.964',-0.110,0.095
'20:01.967',-0.130,0.080
'20:01.969',-0.140,0.085
'20:01.972',-0.135,0.105
'20:01.975',-0.100,0.120
'20:01.978',-0.080,0.100
'20:01.981',-0.065,0.085
'20:01.983',-0.085,0.065
'20:01.986',-0.085,0.070
'20:01.989',-0.055,0.090
'20:01.992',-0.030,0.105
'20:01.994',0.005,0.105
'20:01.997',0.010,0.095
'20:02.000',0.000,0.075
'20:02.003',0.015,0.075
'20:02.006',0.055,0.070
'20:02.008',0.090,0.090
'20:02.011',0.125,0.090
'20:02.014',0.135,0.060
'20:02.017',0.135,0.050
'20:02.019',0.145,0.055
'20:02.022',0.150,0.055
'20:02.025',0.155,0.070
'20:02.028',0.165,0.065
'20:02.031',0.175,0.040
'20:02.033',0.160,0.035
'20:02.036',0.155,0.050
'20:02.039',0.180,0.065
'20:02.042',0.195,0.075
'20:02.044',0.205,0.080
'20:02.047',0.205,0.045
'20:02.050',0.185,0.020
'20:02.053',0.175,0.020
'20:02.056',0.200,0.045
'20:02.058',0.210,0.055
'20:02.061',0.215,0.060
'20:02.064',0.205,0.045
'20:02.067',0.185,0.030
'20:02.069',0.155,0.040
'20:02.072',0.120,0.055
'20:02.075',0.105,0.080
'20:02.078',0.100,0.075
'20:02.081',0.095,0.075
'20:02.083',0.055,0.050
'20:02.086',0.035,0.060
'20:02.089',0.005,0.080
'20:02.092',-0.010,0.095
'20:02.094',-0.020,0.100
'20:02.097',-0.050,0.095
'20:02.100',-0.080,0.080
'20:02.103',-0.110,0.080
'20:02.106',-0.130,0.095
'20:02.108',-0.130,0.120
'20:02.111',-0.135,0.115
'20:02.114',-0.160,0.115
'20:02.117',-0.195,0.100
'20:02.119',-0.210,0.105
'20:02.122',-0.200,0.135
'20:02.125',-0.180,0.135
'20:02.128',-0.170,0.120
'20:02.131',-0.195,0.105
'20:02.133',-0.235,0.095
'20:02.136',-0.280,0.095
'20:02.139',-0.275,0.110
'20:02.142',-0.240,0.135
'20:02.144',-0.225,0.125
'20:02.147',-0.225,0.110
'20:02.150',-0.245,0.095
'20:02.153',-0.250,0.105
'20:02.156',-0.260,0.105
'20:02.158',-0.250,0.120
'20:02.161',-0.240,0.120
'20:02.164',-0.245,0.095
'20:02.167',-0.265,0.105
'20:02.169',-0.280,0.110
'20:02.172',-0.265,0.125
'20:02.175',-0.255,0.130
'20:02.178',-0.245,0.120
'20:02.181',-0.250,0.115
'20:02.183',-0.260,0.105
'20:02.186',-0.265,0.110
'20:02.189',-0.260,0.125
'20:02.192',-0.250,0.150
'20:02.194',-0.230,0.150
'20:02.197',-0.230,0.130
'20:02.200',-0.235,0.110
'20:02.203',-0.240,0.110
'20:02.206',-0.240,0.125
'20:02.208',-0.230,0.135
'20:02.211',-0.225,0.140
'20:02.214',-0.230,0.120
'20:02.217',-0.240,0.120
'20:02.219',-0.240,0.125
'20:02.222',-0.210,0.145
'20:02.225',-0.190,0.150
'20:02.228',-0.175,0.150
'20:02.231',-0.175,0.145
'20:02.233',-0.170,0.125
'20:02.236',-0.160,0.110
'20:02.239',-0.150,0.145
'20:02.242',-0.155,0.165
'20:02.244',-0.145,0.140
'20:02.247',-0.160,0.130
'20:02.250',-0.170,0.115
'20:02.253',-0.210,0.110
'20:02.256',-0.225,0.110
'20:02.258',-0.215,0.145
'20:02.261',-0.205,0.115
'20:02.264',-0.195,0.110
'20:02.267',-0.210,0.090
'20:02.269',-0.235,0.085
'20:02.272',-0.255,0.105
'20:02.275',-0.260,0.120
'20:02.278',-0.250,0.105
'20:02.281',-0.230,0.105
'20:02.283',-0.240,0.110
'20:02.286',-0.230,0.085
'20:02.289',-0.240,0.090
'20:02.292',-0.260,0.105
'20:02.294',-0.275,0.115
'20:02.297',-0.290,0.105
'20:02.300',-0.285,0.100
'20:02.303',-0.285,0.095
'20:02.306',-0.285,0.115
'20:02.308',-0.285,0.120
'20:02.311',-0.265,0.105
'20:02.314',-0.265,0.105
'20:02.317',-0.280,0.095
'20:02.319',-0.290,0.095
'20:02.322',-0.285,0.115
'20:02.325',-0.270,0.125
'20:02.328',-0.255,0.105
'20:02.331',-0.255,0.105
'20:02.333',-0.265,0.100
'20:02.336',-0.265,0.105
'20:02.339',-0.255,0.110
'20:02.342',-0.255,0.130
'20:02.344',-0.235,0.130
'20:02.347',-0.245,0.120
'20:02.350',-0.260,0.095
'20:02.353',-0.265,0.095
'20:02.356',-0.250,0.095
'20:02.358',-0.230,0.120
'20:02.361',-0.230,0.110
'20:02.364',-0.255,0.095
'20:02.367',-0.285,0.090
'20:02.369',-0.300,0.080
'20:02.372',-0.280,0.100
'20:02.375',-0.250,0.105
'20:02.378',-0.240,0.095
'20:02.381',-0.245,0.095
'20:02.383',-0.260,0.100
'20:02.386',-0.275,0.115
'20:02.389',-0.270,0.125
'20:02.392',-0.245,0.140
'20:02.394',-0.235,0.135
'20:02.397',-0.245,0.125
'20:02.400',-0.260,0.130
'20:02.403',-0.235,0.150
'20:02.406',-0.125,0.180
'20:02.408',0.000,0.160
'20:02.411',0.140,0.120
'20:02.414',0.275,0.050
'20:02.417',0.410,-0.010
'20:02.419',0.565,-0.060
'20:02.422',0.730,-0.095
'20:02.425',0.820,-0.135
'20:02.428',0.855,-0.180
'20:02.431',0.750,-0.235
'20:02.433',0.575,-0.245
'20:02.436',0.420,-0.245
