'Elapsed time','MLII','V1'
'13:00.228',-0.295,-0.010
'13:00.231',-0.300,-0.020
'13:00.233',-0.320,-0.035
'13:00.236',-0.335,-0.055
'13:00.239',-0.345,-0.045
'13:00.242',-0.345,-0.020
'13:00.244',-0.320,-0.015
'13:00.247',-0.325,-0.020
'13:00.250',-0.330,-0.045
'13:00.253',-0.355,-0.050
'13:00.256',-0.360,-0.045
'13:00.258',-0.360,-0.020
'13:00.261',-0.345,-0.015
'13:00.264',-0.335,-0.015
'13:00.267',-0.350,-0.035
'13:00.269',-0.385,-0.055
'13:00.272',-0.380,-0.055
'13:00.275',-0.395,-0.030
'13:00.278',-0.375,-0.025
'13:00.281',-0.360,-0.035
'13:00.283',-0.365,-0.040
'13:00.286',-0.370,-0.045
'13:00.289',-0.375,-0.070
'13:00.292',-0.385,-0.050
'13:00.294',-0.385,-0.035
'13:00.297',-0.370,-0.040
'13:00.300',-0.390,-0.055
'13:00.303',-0.405,-0.060
'13:00.306',-0.410,-0.055
'13:00.308',-0.405,-0.045
'13:00.311',-0.400,-0.020
'13:00.314',-0.400,-0.040
'13:00.317',-0.400,-0.065
'13:00.319',-0.430,-0.075
'13:00.322',-0.430,-0.070
'13:00.325',-0.440,-0.045
'13:00.328',-0.425,-0.030
'13:00.331',-0.415,-0.025
'13:00.333',-0.430,-0.045
'13:00.336',-0.450,-0.075
'13:00.339',-0.460,-0.075
'13:00.342',-0.445,-0.055
'13:00.344',-0.415,-0.045
'13:00.347',-0.425,-0.045
'13:00.350',-0.440,-0.055
'13:00.353',-0.450,-0.080
'13:00.356',-0.465,-0.070
'13:00.358',-0.450,-0.050
'13:00.361',-0.430,-0.050
'13:00.364',-0.425,-0.055
'13:00.367',-0.440,-0.055
'13:00.369',-0.460,-0.080
'13:00.372',-0.465,-0.075
'13:00.375',-0.450,-0.065
'13:00.378',-0.430,-0.055
'13:00.381',-0.425,-0.050
'13:00.383',-0.435,-0.070
'13:00.386',-0.465,-0.070
'13:00.389',-0.465,-0.070
'13:00.392',-0.455,-0.050
'13:00.394',-0.455,-0.045
'13:00.397',-0.435,-0.040
'13:00.400',-0.440,-0.065
'13:00.403',-0.440,-0.080
'13:00.406',-0.460,-0.060
'13:00.408',-0.470,-0.055
'13:00.411',-0.445,-0.035
'13:00.414',-0.440,-0.050
'13:00.417',-0.460,-0.045
'13:00.419',-0.465,-0.065
'13:00.422',-0.480,-0.055
'13:00.425',-0.475,-0.055
'13:00.428',-0.460,-0.040
'13:00.431',-0.445,-0.045
'13:00.433',-0.440,-0.040
'13:00.436',-0.460,-0.065
'13:00.439',-0.470,-0.050
'13:00.442',-0.465,-0.035
'13:00.444',-0.450,-0.045
'13:00.447',-0.455,-0.060
'13:00.450',-0.460,-0.065
'13:00.453',-0.470,-0.065
'13:00.456',-0.470,-0.075
'13:00.458',-0.460,-0.045
'13:00.461',-0.440,-0.030
'13:00.464',-0.445,-0.035
'13:00.467',-0.465,-0.045
'13:00.469',-0.465,-0.080
'13:00.472',-0.475,-0.070
'13:00.475',-0.475,-0.040
'13:00.478',-0.445,-0.020
'13:00.481',-0.440,-0.030
'13:00.483',-0.445,-0.045
'13:00.486',-0.455,-0.065
'13:00.489',-0.475,-0.065
'13:00.492',-0.465,-0.040
'13:00.494',-0.435,-0.020
'13:00.497',-0.430,-0.045
'13:00.500',-0.455,-0.045
'13:00.503',-0.465,-0.055
'13:00.506',-0.475,-0.055
'13:00.508',-0.475,-0.045
'13:00.511',-0.465,-0.035
'13:00.514',-0.445,-0.035
'13:00.517',-0.460,-0.040
'13:00.519',-0.465,-0.055
'13:00.522',-0.485,-0.060
'13:00.525',-0.485,-0.035
'13:00.528',-0.455,-0.035
'13:00.531',-0.440,-0.040
'13:00.533',-0.455,-0.045
'13:00.536',-0.465,-0.065
'13:00.539',-0.475,-0.060
'13:00.542',-0.475,-0.040
'13:00.544',-0.470,-0.025
'13:00.547',-0.440,-0.025
'13:00.550',-0.465,-0.055
'13:00.553',-0.460,-0.055
'13:00.556',-0.460,-0.045
'13:00.558',-0.460,-0.035
'13:00.561',-0.455,-0.015
'13:00.564',-0.450,-0.020
'13:00.567',-0.460,-0.035
'13:00.569',-0.470,-0.040
'13:00.572',-0.465,-0.030
'13:00.575',-0.470,-0.030
'13:00.578',-0.445,-0.005
'13:00.581',-0.450,-0.035
'13:00.583',-0.450,-0.025
'13:00.586',-0.465,-0.035
'13:00.589',-0.465,-0.050
'13:00.592',-0.455,-0.010
'13:00.594',-0.445,0.005
'13:00.597',-0.430,-0.015
'13:00.600',-0.445,-0.020
'13:00.603',-0.470,-0.045
'13:00.606',-0.470,-0.045
'13:00.608',-0.460,-0.025
'13:00.611',-0.440,0.000
'13:00.614',-0.425,-0.005
'13:00.617',-0.425,-0.020
'13:00.619',-0.445,-0.045
'13:00.622',-0.465,-0.045
'13:00.625',-0.455,-0.030
'13:00.628',-0.450,-0.010
'13:00.631',-0.435,-0.015
'13:00.633',-0.410,-0.030
'13:00.636',-0.445,-0.045
'13:00.639',-0.450,-0.035
'13:00.642',-0.450,-0.020
'13:00.644',-0.435,-0.010
'13:00.647',-0.425,-0.025
'13:00.650',-0.425,-0.050
'13:00.653',-0.435,-0.040
'13:00.656',-0.445,-0.035
'13:00.658',-0.440,-0.010
'13:00.661',-0.435,-0.005
'13:00.664',-0.420,-0.010
'13:00.667',-0.425,-0.035
'13:00.669',-0.420,-0.040
'13:00.672',-0.440,-0.035
'13:00.675',-0.445,-0.015
'13:00.678',-0.440,-0.010
'13:00.681',-0.435,0.000
'13:00.683',-0.430,-0.020
'13:00.686',-0.430,-0.045
'13:00.689',-0.445,-0.025
'13:00.692',-0.435,-0.005
'13:00.694',-0.425,0.000
'13:00.697',-0.420,-0.005
'13:00.700',-0.435,-0.020
'13:00.703',-0.445,-0.040
'13:00.706',-0.435,-0.030
'13:00.708',-0.430,-0.015
'13:00.711',-0.410,-0.005
'13:00.714',-0.405,-0.015
'13:00.717',-0.420,-0.020
'13:00.719',-0.435,-0.025
'13:00.722',-0.435,-0.015
'13:00.725',-0.420,-0.015
'13:00.728',-0.405,-0.015
'13:00.731',-0.385,-0.020
'13:00.733',-0.385,-0.040
'13:00.736',-0.380,-0.050
'13:00.739',-0.370,-0.045
'13:00.742',-0.345,-0.030
'13:00.744',-0.325,-0.005
'13:00.747',-0.315,-0.005
'13:00.750',-0.325,-0.025
'13:00.753',-0.355,-0.035
'13:00.756',-0.360,-0.040
'13:00.758',-0.355,-0.025
'13:00.761',-0.345,-0.010
'13:00.764',-0.320,-0.025
'13:00.767',-0.305,-0.015
'13:00.769',-0.310,-0.055
'13:00.772',-0.335,-0.055
'13:00.775',-0.340,-0.040
'13:00.778',-0.340,-0.020
'13:00.781',-0.325,-0.030
'13:00.783',-0.325,-0.040
'13:00.786',-0.335,-0.045
'13:00.789',-0.355,-0.040
'13:00.792',-0.365,-0.020
'13:00.794',-0.370,-0.020
'13:00.797',-0.360,-0.035
'13:00.800',-0.370,-0.050
'13:00.803',-0.380,-0.050
'13:00.806',-0.390,-0.035
'13:00.808',-0.405,-0.040
'13:00.811',-0.390,-0.020
'13:00.814',-0.400,-0.025
'13:00.817',-0.430,-0.045
'13:00.819',-0.455,-0.065
'13:00.822',-0.445,-0.070
'13:00.825',-0.435,-0.065
'13:00.828',-0.410,-0.040
'13:00.831',-0.400,-0.025
'13:00.833',-0.410,-0.035
'13:00.836',-0.425,-0.060
'13:00.839',-0.460,-0.055
'13:00.842',-0.450,-0.045
'13:00.844',-0.420,-0.025
'13:00.847',-0.400,-0.020
'13:00.850',-0.415,-0.030
'13:00.853',-0.430,-0.055
'13:00.856',-0.450,-0.040
'13:00.858',-0.440,-0.025
'13:00.861',-0.415,-0.025
'13:00.864',-0.390,-0.015
'13:00.867',-0.385,-0.030
'13:00.869',-0.400,-0.040
'13:00.872',-0.430,0.000
'13:00.875',-0.440,0.045
'13:00.878',-0.425,0.075
'13:00.881',-0.420,0.070
'13:00.883',-0.410,0.000
'13:00.886',-0.375,-0.060
'13:00.889',-0.285,-0.125
'13:00.892',-0.150,-0.200
'13:00.894',-0.035,-0.330
'13:00.897',0.065,-0.485
'13:00.900',0.155,-0.650
'13:00.903',0.285,-0.790
'13:00.906',0.430,-0.870
'13:00.908',0.640,-0.950
'13:00.911',0.905,-1.010
'13:00.914',1.190,-1.050
'13:00.917',1.435,-1.080
'13:00.919',1.700,-1.125
'13:00.922',1.930,-1.125
'13:00.925',2.115,-1.100
'13:00.928',2.200,-1.060
'13:00.931',2.225,-1.050
'13:00.933',2.185,-1.050
'13:00.936',2.065,-1.055
'13:00.939',1.810,-1.060
'13:00.942',1.405,-1.015
'13:00.944',1.015,-0.975
'13:00.947',0.660,-0.920
'13:00.950',0.445,-0.870
'13:00.953',0.330,-0.845
'13:00.956',0.270,-0.750
'13:00.958',0.230,-0.645
'13:00.961',0.210,-0.535
'13:00.964',0.185,-0.475
'13:00.967',0.150,-0.445
'13:00.969',0.090,-0.400
'13:00.972',0.010,-0.350
'13:00.975',-0.050,-0.285
'13:00.978',-0.080,-0.225
'13:00.981',-0.105,-0.190
'13:00.983',-0.140,-0.185
'13:00.986',-0.170,-0.150
'13:00.989',-0.195,-0.095
'13:00.992',-0.235,-0.045
'13:00.994',-0.250,0.000
'13:00.997',-0.290,0.045
'13:01.000',-0.335,0.080
'13:01.003',-0.390,0.090
'13:01.006',-0.440,0.115
'13:01.008',-0.470,0.150
'13:01.011',-0.495,0.185
'13:01.014',-0.500,0.225
'13:01.017',-0.550,0.225
'13:01.019',-0.585,0.205
'13:01.022',-0.610,0.240
'13:01.025',-0.595,0.245
'13:01.028',-0.580,0.255
'13:01.031',-0.575,0.280
'13:01.033',-0.595,0.285
'13:01.036',-0.630,0.275
'13:01.039',-0.645,0.280
'13:01.042',-0.645,0.320
'13:01.044',-0.635,0.335
'13:01.047',-0.615,0.325
'13:01.050',-0.625,0.315
'13:01.053',-0.640,0.295
'13:01.056',-0.650,0.310
'13:01.058',-0.650,0.340
'13:01.061',-0.650,0.365
'13:01.064',-0.655,0.370
'13:01.067',-0.640,0.370
'13:01.069',-0.660,0.370
'13:01.072',-0.665,0.390
'13:01.075',-0.660,0.415
'13:01.078',-0.665,0.425
'13:01.081',-0.670,0.435
'13:01.083',-0.680,0.450
'13:01.086',-0.690,0.430
'13:01.089',-0.690,0.450
'13:01.092',-0.680,0.475
'13:01.094',-0.675,0.505
'13:01.097',-0.680,0.510
'13:01.100',-0.690,0.505
'13:01.103',-0.715,0.495
'13:01.106',-0.710,0.515
'13:01.108',-0.705,0.565
'13:01.111',-0.700,0.605
'13:01.114',-0.695,0.600
'13:01.117',-0.725,0.605
'13:01.119',-0.745,0.605
'13:01.122',-0.775,0.625
'13:01.125',-0.780,0.650
'13:01.128',-0.745,0.690
'13:01.131',-0.735,0.705
'13:01.133',-0.765,0.690
'13:01.136',-0.770,0.680
'13:01.139',-0.815,0.685
'13:01.142',-0.820,0.700
'13:01.144',-0.820,0.715
'13:01.147',-0.815,0.720
'13:01.150',-0.820,0.695
'13:01.153',-0.830,0.700
'13:01.156',-0.830,0.695
'13:01.158',-0.835,0.715
'13:01.161',-0.840,0.730
'13:01.164',-0.835,0.715
'13:01.167',-0.850,0.700
'13:01.169',-0.860,0.675
'13:01.172',-0.865,0.670
'13:01.175',-0.860,0.680
'13:01.178',-0.840,0.680
'13:01.181',-0.840,0.650
'13:01.183',-0.850,0.610
'13:01.186',-0.845,0.570
'13:01.189',-0.845,0.555
'13:01.192',-0.815,0.570
'13:01.194',-0.775,0.565
'13:01.197',-0.770,0.535
'13:01.200',-0.765,0.515
'13:01.203',-0.755,0.465
'13:01.206',-0.750,0.445
'13:01.208',-0.715,0.425
'13:01.211',-0.685,0.430
'13:01.214',-0.645,0.370
'13:01.217',-0.620,0.350
'13:01.219',-0.610,0.305
'13:01.222',-0.600,0.275
'13:01.225',-0.565,0.270
'13:01.228',-0.530,0.270
'13:01.231',-0.500,0.270
'13:01.233',-0.470,0.235
'13:01.236',-0.460,0.190
'13:01.239',-0.440,0.170
'13:01.242',-0.430,0.190
'13:01.244',-0.380,0.165
'13:01.247',-0.375,0.150
'13:01.250',-0.385,0.125
'13:01.253',-0.365,0.110
'13:01.256',-0.380,0.100
'13:01.258',-0.350,0.115
'13:01.261',-0.320,0.095
'13:01.264',-0.310,0.095
'13:01.267',-0.320,0.055
'13:01.269',-0.320,0.040
'13:01.272',-0.320,0.035
'13:01.275',-0.320,0.060
'13:01.278',-0.310,0.075
'13:01.281',-0.295,0.075
'13:01.283',-0.290,0.055
'13:01.286',-0.315,0.030
'13:01.289',-0.325,0.020
'13:01.292',-0.340,0.045
'13:01.294',-0.340,0.050
'13:01.297',-0.315,0.060
'13:01.300',-0.320,0.060
'13:01.303',-0.335,0.045
'13:01.306',-0.340,0.045
'13:01.308',-0.365,0.065
'13:01.311',-0.375,0.070
'13:01.314',-0.360,0.060
'13:01.317',-0.355,0.045
'13:01.319',-0.370,0.040
'13:01.322',-0.365,0.050
'13:01.325',-0.360,0.075
'13:01.328',-0.360,0.085
'13:01.331',-0.360,0.070
'13:01.333',-0.370,0.060
'13:01.336',-0.395,0.045
'13:01.339',-0.405,0.045
'13:01.342',-0.405,0.065
'13:01.344',-0.395,0.085
'13:01.347',-0.385,0.090
'13:01.350',-0.390,0.080
'13:01.353',-0.405,0.075
'13:01.356',-0.425,0.075
'13:01.358',-0.425,0.075
'13:01.361',-0.385,0.085
'13:01.364',-0.385,0.070
'13:01.367',-0.380,0.070
'13:01.369',-0.400,0.060
'13:01.372',-0.425,0.070
'13:01.375',-0.415,0.070
'13:01.378',-0.400,0.085
'13:01.381',-0.380,0.085
'13:01.383',-0.375,0.075
'13:01.386',-0.390,0.065
'13:01.389',-0.395,0.050
'13:01.392',-0.385,0.075
'13:01.394',-0.375,0.080
'13:01.397',-0.350,0.085
'13:01.400',-0.365,0.075
'13:01.403',-0.375,0.035
'13:01.406',-0.385,0.030
'13:01.408',-0.380,0.065
'13:01.411',-0.365,0.075
'13:01.414',-0.355,0.060
'13:01.417',-0.360,0.045
'13:01.419',-0.395,0.035
'13:01.422',-0.395,0.040
'13:01.425',-0.385,0.070
'13:01.428',-0.360,0.055
'13:01.431',-0.350,0.065
'13:01.433',-0.370,0.035
'13:01.436',-0.405,0.030
'13:01.439',-0.405,0.030
'13:01.442',-0.385,0.045
'13:01.444',-0.365,0.045
'13:01.447',-0.350,0.045
'13:01.450',-0.355,0.025
'13:01.453',-0.365,0.015
'13:01.456',-0.370,0.020
'13:01.458',-0.385,0.020
'13:01.461',-0.375,0.040
'13:01.464',-0.375,0.035
'13:01.467',-0.385,0.035
'13:01.469',-0.385,0.010
'13:01.472',-0.380,0.010
'13:01.475',-0.365,0.005
'13:01.478',-0.370,0.010
'13:01.481',-0.370,0.030
'13:01.483',-0.395,0.010
'13:01.486',-0.390,0.000
'13:01.489',-0.395,0.010
'13:01.492',-0.395,0.015
'13:01.494',-0.380,0.030
'13:01.497',-0.360,0.025
'13:01.500',-0.370,0.025
'13:01.503',-0.400,-0.010
'13:01.506',-0.395,-0.010
'13:01.508',-0.390,-0.015
'13:01.511',-0.360,0.010
'13:01.514',-0.345,0.000
'13:01.517',-0.340,0.005
'13:01.519',-0.330,-0.015
'13:01.522',-0.340,-0.020
'13:01.525',-0.345,-0.005
'13:01.528',-0.330,0.000
'13:01.531',-0.310,0.005
'13:01.533',-0.310,-0.005
'13:01.536',-0.325,-0.010
'13:01.539',-0.360,0.000
'13:01.542',-0.345,0.000
'13:01.544',-0.320,0.000
'13:01.547',-0.300,-0.010
'13:01.550',-0.285,-0.015
'13:01.553',-0.290,-0.050
'13:01.556',-0.310,-0.045
'13:01.558',-0.315,-0.025
'13:01.561',-0.320,-0.015
'13:01.564',-0.305,-0.035
'13:01.567',-0.320,-0.045
'13:01.569',-0.320,-0.055
'13:01.572',-0.320,-0.055
'13:01.575',-0.305,-0.050
'13:01.578',-0.305,-0.030
'13:01.581',-0.300,-0.030
'13:01.583',-0.325,-0.045
'13:01.586',-0.350,-0.065
'13:01.589',-0.365,-0.055
'13:01.592',-0.355,-0.045
'13:01.594',-0.345,-0.060
'13:01.597',-0.350,-0.050
'13:01.600',-0.365,-0.070
'13:01.603',-0.405,-0.100
'13:01.606',-0.430,-0.085
'13:01.608',-0.420,-0.070
'13:01.611',-0.405,-0.055
'13:01.614',-0.385,-0.055
'13:01.617',-0.390,-0.080
'13:01.619',-0.390,-0.105
'13:01.622',-0.390,-0.090
'13:01.625',-0.405,-0.075
'13:01.628',-0.390,-0.055
'13:01.631',-0.390,-0.050
'13:01.633',-0.405,-0.050
'13:01.636',-0.405,-0.070
'13:01.639',-0.410,-0.070
'13:01.642',-0.405,-0.055
'13:01.644',-0.390,-0.040
'13:01.647',-0.375,-0.040
'13:01.650',-0.400,-0.055
'13:01.653',-0.420,-0.070
'13:01.656',-0.400,-0.050
'13:01.658',-0.390,-0.055
'13:01.661',-0.390,-0.035
'13:01.664',-0.365,-0.045
'13:01.667',-0.365,-0.050
'13:01.669',-0.375,-0.030
'13:01.672',-0.385,-0.015
'13:01.675',-0.395,0.015
'13:01.678',-0.400,0.050
'13:01.681',-0.380,0.030
'13:01.683',-0.355,-0.020
'13:01.686',-0.295,-0.110
'13:01.689',-0.200,-0.195
'13:01.692',-0.075,-0.295
'13:01.694',0.065,-0.390
'13:01.697',0.195,-0.525
'13:01.700',0.325,-0.625
'13:01.703',0.465,-0.720
'13:01.706',0.595,-0.805
'13:01.708',0.755,-0.880
'13:01.711',0.935,-0.925
'13:01.714',1.115,-0.980
'13:01.717',1.245,-1.060
'13:01.719',1.410,-1.105
'13:01.722',1.610,-1.140
'13:01.725',1.835,-1.130
'13:01.728',1.990,-1.140
'13:01.731',2.055,-1.145
'13:01.733',1.990,-1.155
'13:01.736',1.820,-1.175
'13:01.739',1.550,-1.150
'13:01.742',1.180,-1.130
'13:01.744',0.805,-1.090
'13:01.747',0.500,-1.060
'13:01.750',0.305,-1.030
'13:01.753',0.180,-0.995
'13:01.756',0.125,-0.915
'13:01.758',0.140,-0.835
'13:01.761',0.165,-0.735
'13:01.764',0.190,-0.650
'13:01.767',0.165,-0.585
'13:01.769',0.120,-0.545
'13:01.772',0.075,-0.485
'13:01.775',0.025,-0.425
'13:01.778',-0.010,-0.360
'13:01.781',-0.050,-0.320
'13:01.783',-0.115,-0.285
'13:01.786',-0.155,-0.255
'13:01.789',-0.195,-0.215
'13:01.792',-0.195,-0.160
'13:01.794',-0.200,-0.095
'13:01.797',-0.225,-0.085
'13:01.800',-0.270,-0.065
'13:01.803',-0.320,-0.050
'13:01.806',-0.365,-0.020
'13:01.808',-0.390,0.035
'13:01.811',-0.395,0.090
'13:01.814',-0.420,0.100
'13:01.817',-0.450,0.120
'13:01.819',-0.490,0.135
'13:01.822',-0.515,0.150
'13:01.825',-0.540,0.175
'13:01.828',-0.560,0.200
'13:01.831',-0.565,0.220
'13:01.833',-0.580,0.225
'13:01.836',-0.580,0.225
'13:01.839',-0.590,0.225
'13:01.842',-0.580,0.250
'13:01.844',-0.585,0.245
'13:01.847',-0.580,0.260
'13:01.850',-0.600,0.265
'13:01.853',-0.610,0.260
'13:01.856',-0.620,0.260
'13:01.858',-0.625,0.285
'13:01.861',-0.610,0.295
'13:01.864',-0.590,0.305
'13:01.867',-0.590,0.305
'13:01.869',-0.590,0.290
'13:01.872',-0.620,0.310
'13:01.875',-0.640,0.330
'13:01.878',-0.635,0.335
'13:01.881',-0.625,0.355
'13:01.883',-0.630,0.355
'13:01.886',-0.630,0.360
'13:01.889',-0.640,0.375
'13:01.892',-0.645,0.400
'13:01.894',-0.640,0.415
'13:01.897',-0.640,0.425
'13:01.900',-0.660,0.415
'13:01.903',-0.660,0.410
'13:01.906',-0.670,0.425
'13:01.908',-0.675,0.455
'13:01.911',-0.660,0.490
'13:01.914',-0.665,0.500
'13:01.917',-0.665,0.500
'13:01.919',-0.710,0.495
'13:01.922',-0.725,0.515
'13:01.925',-0.710,0.530
'13:01.928',-0.720,0.570
'13:01.931',-0.685,0.585
'13:01.933',-0.705,0.600
'13:01.936',-0.715,0.580
'13:01.939',-0.750,0.600
'13:01.942',-0.770,0.630
'13:01.944',-0.755,0.655
'13:01.947',-0.750,0.670
'13:01.950',-0.770,0.670
'13:01.953',-0.780,0.665
'13:01.956',-0.780,0.675
'13:01.958',-0.780,0.695
'13:01.961',-0.770,0.740
'13:01.964',-0.780,0.750
'13:01.967',-0.790,0.745
'13:01.969',-0.820,0.720
'13:01.972',-0.840,0.720
'13:01.975',-0.850,0.745
'13:01.978',-0.825,0.760
'13:01.981',-0.805,0.750
'13:01.983',-0.820,0.740
'13:01.986',-0.850,0.725
'13:01.989',-0.870,0.725
'13:01.992',-0.875,0.730
'13:01.994',-0.860,0.740
'13:01.997',-0.850,0.735
'13:02.000',-0.850,0.695
'13:02.003',-0.850,0.680
'13:02.006',-0.865,0.660
'13:02.008',-0.855,0.650
'13:02.011',-0.840,0.655
'13:02.014',-0.820,0.630
'13:02.017',-0.825,0.575
'13:02.019',-0.830,0.540
'13:02.022',-0.805,0.525
'13:02.025',-0.795,0.515
'13:02.028',-0.755,0.495
'13:02.031',-0.735,0.460
'13:02.033',-0.715,0.430
'13:02.036',-0.710,0.385
'13:02.039',-0.700,0.350
'13:02.042',-0.665,0.350
'13:02.044',-0.650,0.335
'13:02.047',-0.600,0.290
'13:02.050',-0.580,0.265
'13:02.053',-0.575,0.230
'13:02.056',-0.565,0.200
'13:02.058',-0.555,0.200
'13:02.061',-0.540,0.205
'13:02.064',-0.510,0.175
'13:02.067',-0.505,0.130
'13:02.069',-0.505,0.095
'13:02.072',-0.490,0.095
'13:02.075',-0.480,0.100
'13:02.078',-0.445,0.085
'13:02.081',-0.405,0.065
'13:02.083',-0.405,0.060
'13:02.086',-0.410,0.015
'13:02.089',-0.405,0.005
'13:02.092',-0.395,0.020
'13:02.094',-0.355,0.020
'13:02.097',-0.340,0.010
'13:02.100',-0.350,0.000
'13:02.103',-0.360,-0.020
'13:02.106',-0.380,-0.020
'13:02.108',-0.370,-0.015
'13:02.111',-0.360,0.000
'13:02.114',-0.375,-0.020
'13:02.117',-0.365,-0.020
'13:02.119',-0.365,-0.050
'13:02.122',-0.365,-0.045
'13:02.125',-0.360,-0.030
'13:02.128',-0.365,-0.015
'13:02.131',-0.350,-0.030
'13:02.133',-0.360,-0.050
'13:02.136',-0.350,-0.055
'13:02.139',-0.370,-0.050
'13:02.142',-0.370,-0.030
'13:02.144',-0.375,-0.015
'13:02.147',-0.350,-0.005
'13:02.150',-0.365,-0.015
'13:02.153',-0.385,-0.015
'13:02.156',-0.385,-0.040
'13:02.158',-0.375,-0.020
'13:02.161',-0.365,0.000
'13:02.164',-0.350,0.010
'13:02.167',-0.370,0.005
'13:02.169',-0.385,0.005
'13:02.172',-0.405,0.020
'13:02.175',-0.425,0.040
'13:02.178',-0.410,0.070
'13:02.181',-0.420,0.080
'13:02.183',-0.430,0.070
'13:02.186',-0.475,0.095
'13:02.189',-0.520,0.105
'13:02.192',-0.535,0.150
'13:02.194',-0.555,0.185
'13:02.197',-0.560,0.225
'13:02.200',-0.570,0.255
'13:02.203',-0.545,0.265
'13:02.206',-0.520,0.325
'13:02.208',-0.445,0.415
'13:02.211',-0.350,0.500
'13:02.214',-0.210,0.585
'13:02.217',-0.070,0.630
'13:02.219',0.110,0.650
'13:02.222',0.315,0.680
'13:02.225',0.530,0.725
'13:02.228',0.745,0.780
'13:02.231',0.950,0.770
'13:02.233',1.100,0.765
'13:02.236',1.200,0.745
'13:02.239',1.225,0.705
'13:02.242',1.185,0.700
'13:02.244',1.085,0.730
'13:02.247',0.980,0.750
'13:02.250',0.855,0.785
'13:02.253',0.700,0.825
'13:02.256',0.540,0.900
'13:02.258',0.385,0.935
'13:02.261',0.225,0.935
'13:02.264',0.055,0.905
'13:02.267',-0.145,0.845
'13:02.269',-0.325,0.805
'13:02.272',-0.455,0.755
'13:02.275',-0.540,0.715
'13:02.278',-0.605,0.675
'13:02.281',-0.670,0.595
'13:02.283',-0.755,0.490
'13:02.286',-0.805,0.375
'13:02.289',-0.860,0.270
'13:02.292',-0.835,0.185
'13:02.294',-0.795,0.110
'13:02.297',-0.710,0.055
'13:02.300',-0.630,-0.010
'13:02.303',-0.570,-0.060
'13:02.306',-0.520,-0.110
'13:02.308',-0.495,-0.095
'13:02.311',-0.465,-0.095
'13:02.314',-0.475,-0.090
'13:02.317',-0.485,-0.105
'13:02.319',-0.500,-0.125
'13:02.322',-0.525,-0.140
'13:02.325',-0.520,-0.145
'13:02.328',-0.515,-0.130
'13:02.331',-0.500,-0.140
'13:02.333',-0.495,-0.165
'13:02.336',-0.515,-0.190
'13:02.339',-0.530,-0.200
'13:02.342',-0.515,-0.175
'13:02.344',-0.505,-0.165
'13:02.347',-0.480,-0.185
'13:02.350',-0.495,-0.210
'13:02.353',-0.485,-0.245
'13:02.356',-0.485,-0.260
