'Elapsed time','MLII','V1'
'9:00.194',-0.285,0.155
'9:00.197',-0.290,0.150
'9:00.200',-0.285,0.155
'9:00.203',-0.285,0.145
'9:00.206',-0.280,0.150
'9:00.208',-0.270,0.160
'9:00.211',-0.265,0.180
'9:00.214',-0.260,0.165
'9:00.217',-0.265,0.175
'9:00.219',-0.260,0.160
'9:00.222',-0.260,0.140
'9:00.225',-0.265,0.130
'9:00.228',-0.265,0.130
'9:00.231',-0.265,0.130
'9:00.233',-0.265,0.120
'9:00.236',-0.265,0.150
'9:00.239',-0.260,0.145
'9:00.242',-0.270,0.150
'9:00.244',-0.265,0.165
'9:00.247',-0.265,0.155
'9:00.250',-0.265,0.145
'9:00.253',-0.260,0.135
'9:00.256',-0.260,0.130
'9:00.258',-0.255,0.130
'9:00.261',-0.280,0.135
'9:00.264',-0.270,0.135
'9:00.267',-0.265,0.150
'9:00.269',-0.260,0.140
'9:00.272',-0.235,0.150
'9:00.275',-0.225,0.160
'9:00.278',-0.200,0.175
'9:00.281',-0.170,0.180
'9:00.283',-0.160,0.225
'9:00.286',-0.150,0.255
'9:00.289',-0.135,0.290
'9:00.292',-0.135,0.305
'9:00.294',-0.130,0.320
'9:00.297',-0.115,0.310
'9:00.300',-0.110,0.315
'9:00.303',-0.100,0.305
'9:00.306',-0.080,0.310
'9:00.308',-0.045,0.300
'9:00.311',0.005,0.305
'9:00.314',0.040,0.295
'9:00.317',0.070,0.270
'9:00.319',0.095,0.245
'9:00.322',0.105,0.205
'9:00.325',0.080,0.190
'9:00.328',0.045,0.160
'9:00.331',0.020,0.135
'9:00.333',0.000,0.135
'9:00.336',0.005,0.135
'9:00.339',0.015,0.150
'9:00.342',0.035,0.150
'9:00.344',0.040,0.130
'9:00.347',0.040,0.110
'9:00.350',0.030,0.080
'9:00.353',0.010,0.045
'9:00.356',-0.010,0.030
'9:00.358',-0.055,0.015
'9:00.361',-0.095,0.025
'9:00.364',-0.125,0.030
'9:00.367',-0.155,0.070
'9:00.369',-0.205,0.090
'9:00.372',-0.205,0.105
'9:00.375',-0.225,0.120
'9:00.378',-0.230,0.130
'9:00.381',-0.235,0.120
'9:00.383',-0.245,0.110
'9:00.386',-0.245,0.095
'9:00.389',-0.265,0.080
'9:00.392',-0.270,0.090
'9:00.394',-0.280,0.080
'9:00.397',-0.295,0.080
'9:00.400',-0.290,0.085
'9:00.403',-0.290,0.090
'9:00.406',-0.290,0.090
'9:00.408',-0.275,0.090
'9:00.411',-0.260,0.090
'9:00.414',-0.255,0.085
'9:00.417',-0.240,0.085
'9:00.419',-0.245,0.085
'9:00.422',-0.270,0.100
'9:00.425',-0.280,0.110
'9:00.428',-0.285,0.145
'9:00.431',-0.280,0.180
'9:00.433',-0.230,0.220
'9:00.436',-0.160,0.270
'9:00.439',-0.040,0.265
'9:00.442',0.130,0.260
'9:00.444',0.320,0.190
'9:00.447',0.535,0.065
'9:00.450',0.745,-0.095
'9:00.453',0.910,-0.280
'9:00.456',1.100,-0.525
'9:00.458',1.270,-0.820
'9:00.461',1.455,-1.150
'9:00.464',1.610,-1.490
'9:00.467',1.735,-1.790
'9:00.469',1.820,-2.005
'9:00.472',1.840,-2.095
'9:00.475',1.805,-2.090
'9:00.478',1.700,-2.015
'9:00.481',1.520,-1.895
'9:00.483',1.255,-1.750
'9:00.486',0.935,-1.590
'9:00.489',0.585,-1.380
'9:00.492',0.305,-1.175
'9:00.494',0.080,-0.950
'9:00.497',-0.075,-0.735
'9:00.500',-0.170,-0.585
'9:00.503',-0.225,-0.450
'9:00.506',-0.225,-0.355
'9:00.508',-0.225,-0.265
'9:00.511',-0.260,-0.175
'9:00.514',-0.310,-0.100
'9:00.517',-0.365,-0.015
'9:00.519',-0.410,0.040
'9:00.522',-0.425,0.080
'9:00.525',-0.450,0.105
'9:00.528',-0.445,0.135
'9:00.531',-0.435,0.125
'9:00.533',-0.435,0.145
'9:00.536',-0.425,0.160
'9:00.539',-0.430,0.170
'9:00.542',-0.445,0.185
'9:00.544',-0.450,0.190
'9:00.547',-0.455,0.200
'9:00.550',-0.465,0.215
'9:00.553',-0.455,0.230
'9:00.556',-0.465,0.235
'9:00.558',-0.470,0.235
'9:00.561',-0.470,0.235
'9:00.564',-0.480,0.240
'9:00.567',-0.495,0.240
'9:00.569',-0.480,0.255
'9:00.572',-0.480,0.260
'9:00.575',-0.475,0.270
'9:00.578',-0.480,0.295
'9:00.581',-0.485,0.300
'9:00.583',-0.485,0.310
'9:00.586',-0.500,0.320
'9:00.589',-0.500,0.295
'9:00.592',-0.520,0.290
'9:00.594',-0.515,0.290
'9:00.597',-0.525,0.295
'9:00.600',-0.520,0.300
'9:00.603',-0.510,0.330
'9:00.606',-0.520,0.355
'9:00.608',-0.520,0.370
'9:00.611',-0.530,0.395
'9:00.614',-0.525,0.385
'9:00.617',-0.535,0.405
'9:00.619',-0.545,0.395
'9:00.622',-0.565,0.385
'9:00.625',-0.595,0.395
'9:00.628',-0.610,0.410
'9:00.631',-0.635,0.410
'9:00.633',-0.640,0.440
'9:00.636',-0.645,0.450
'9:00.639',-0.650,0.460
'9:00.642',-0.655,0.480
'9:00.644',-0.660,0.485
'9:00.647',-0.670,0.480
'9:00.650',-0.690,0.485
'9:00.653',-0.710,0.485
'9:00.656',-0.730,0.485
'9:00.658',-0.750,0.490
'9:00.661',-0.785,0.485
'9:00.664',-0.800,0.505
'9:00.667',-0.815,0.500
'9:00.669',-0.810,0.520
'9:00.672',-0.820,0.525
'9:00.675',-0.805,0.540
'9:00.678',-0.810,0.545
'9:00.681',-0.805,0.560
'9:00.683',-0.815,0.555
'9:00.686',-0.820,0.555
'9:00.689',-0.820,0.545
'9:00.692',-0.825,0.545
'9:00.694',-0.815,0.530
'9:00.697',-0.815,0.520
'9:00.700',-0.780,0.510
'9:00.703',-0.755,0.500
'9:00.706',-0.720,0.500
'9:00.708',-0.705,0.490
'9:00.711',-0.690,0.495
'9:00.714',-0.655,0.485
'9:00.717',-0.635,0.465
'9:00.719',-0.625,0.450
'9:00.722',-0.585,0.420
'9:00.725',-0.550,0.380
'9:00.728',-0.515,0.370
'9:00.731',-0.485,0.345
'9:00.733',-0.455,0.330
'9:00.736',-0.435,0.320
'9:00.739',-0.420,0.305
'9:00.742',-0.390,0.295
'9:00.744',-0.380,0.285
'9:00.747',-0.360,0.270
'9:00.750',-0.335,0.245
'9:00.753',-0.305,0.215
'9:00.756',-0.295,0.200
'9:00.758',-0.275,0.185
'9:00.761',-0.285,0.170
'9:00.764',-0.270,0.165
'9:00.767',-0.265,0.175
'9:00.769',-0.255,0.155
'9:00.772',-0.245,0.155
'9:00.775',-0.245,0.150
'9:00.778',-0.235,0.150
'9:00.781',-0.225,0.140
'9:00.783',-0.230,0.140
'9:00.786',-0.225,0.135
'9:00.789',-0.230,0.135
'9:00.792',-0.235,0.125
'9:00.794',-0.250,0.125
'9:00.797',-0.260,0.120
'9:00.800',-0.250,0.125
'9:00.803',-0.235,0.120
'9:00.806',-0.225,0.125
'9:00.808',-0.205,0.130
'9:00.811',-0.210,0.145
'9:00.814',-0.210,0.155
'9:00.817',-0.215,0.155
'9:00.819',-0.225,0.140
'9:00.822',-0.230,0.130
'9:00.825',-0.235,0.120
'9:00.828',-0.240,0.115
'9:00.831',-0.245,0.115
'9:00.833',-0.230,0.115
'9:00.836',-0.225,0.135
'9:00.839',-0.225,0.150
'9:00.842',-0.210,0.155
'9:00.844',-0.200,0.160
'9:00.847',-0.200,0.165
'9:00.850',-0.195,0.145
'9:00.853',-0.200,0.140
'9:00.856',-0.200,0.130
'9:00.858',-0.215,0.130
'9:00.861',-0.225,0.130
'9:00.864',-0.235,0.140
'9:00.867',-0.240,0.135
'9:00.869',-0.235,0.165
'9:00.872',-0.215,0.165
'9:00.875',-0.205,0.170
'9:00.878',-0.185,0.185
'9:00.881',-0.160,0.195
'9:00.883',-0.145,0.215
'9:00.886',-0.130,0.245
'9:00.889',-0.110,0.265
'9:00.892',-0.095,0.285
'9:00.894',-0.090,0.295
'9:00.897',-0.075,0.310
'9:00.900',-0.085,0.320
'9:00.903',-0.060,0.325
'9:00.906',-0.025,0.335
'9:00.908',0.020,0.330
'9:00.911',0.070,0.335
'9:00.914',0.120,0.310
'9:00.917',0.140,0.260
'9:00.919',0.155,0.225
'9:00.922',0.145,0.180
'9:00.925',0.110,0.150
'9:00.928',0.085,0.110
'9:00.931',0.070,0.115
'9:00.933',0.050,0.125
'9:00.936',0.050,0.125
'9:00.939',0.065,0.130
'9:00.942',0.065,0.125
'9:00.944',0.070,0.105
'9:00.947',0.065,0.100
'9:00.950',0.045,0.070
'9:00.953',0.005,0.045
'9:00.956',-0.030,0.025
'9:00.958',-0.080,0.050
'9:00.961',-0.125,0.060
'9:00.964',-0.155,0.070
'9:00.967',-0.180,0.085
'9:00.969',-0.185,0.110
'9:00.972',-0.185,0.105
'9:00.975',-0.190,0.125
'9:00.978',-0.190,0.120
'9:00.981',-0.205,0.120
'9:00.983',-0.240,0.100
'9:00.986',-0.230,0.095
'9:00.989',-0.245,0.085
'9:00.992',-0.250,0.070
'9:00.994',-0.235,0.065
'9:00.997',-0.240,0.055
'9:01.000',-0.225,0.065
'9:01.003',-0.210,0.060
'9:01.006',-0.210,0.080
'9:01.008',-0.220,0.080
'9:01.011',-0.215,0.075
'9:01.014',-0.220,0.080
'9:01.017',-0.220,0.085
'9:01.019',-0.210,0.115
'9:01.022',-0.210,0.145
'9:01.025',-0.190,0.200
'9:01.028',-0.150,0.235
'9:01.031',-0.060,0.265
'9:01.033',0.090,0.280
'9:01.036',0.290,0.220
'9:01.039',0.505,0.105
'9:01.042',0.755,-0.045
'9:01.044',0.970,-0.235
'9:01.047',1.200,-0.505
'9:01.050',1.400,-0.820
'9:01.053',1.590,-1.185
'9:01.056',1.730,-1.550
'9:01.058',1.825,-1.855
'9:01.061',1.850,-2.050
'9:01.064',1.820,-2.105
'9:01.067',1.710,-2.055
'9:01.069',1.515,-1.935
'9:01.072',1.220,-1.760
'9:01.075',0.860,-1.545
'9:01.078',0.515,-1.295
'9:01.081',0.215,-1.045
'9:01.083',0.015,-0.825
'9:01.086',-0.105,-0.635
'9:01.089',-0.165,-0.515
'9:01.092',-0.190,-0.420
'9:01.094',-0.205,-0.350
'9:01.097',-0.230,-0.270
'9:01.100',-0.270,-0.190
'9:01.103',-0.310,-0.105
'9:01.106',-0.350,-0.025
'9:01.108',-0.360,0.035
'9:01.111',-0.370,0.090
'9:01.114',-0.370,0.110
'9:01.117',-0.375,0.120
'9:01.119',-0.365,0.120
'9:01.122',-0.360,0.125
'9:01.125',-0.375,0.135
'9:01.128',-0.375,0.140
'9:01.131',-0.395,0.160
'9:01.133',-0.405,0.170
'9:01.136',-0.415,0.165
'9:01.139',-0.415,0.185
'9:01.142',-0.420,0.195
'9:01.144',-0.405,0.210
'9:01.147',-0.395,0.215
'9:01.150',-0.400,0.220
'9:01.153',-0.385,0.230
'9:01.156',-0.390,0.230
'9:01.158',-0.395,0.235
'9:01.161',-0.415,0.245
'9:01.164',-0.440,0.235
'9:01.167',-0.435,0.235
'9:01.169',-0.440,0.240
'9:01.172',-0.435,0.265
'9:01.175',-0.430,0.275
'9:01.178',-0.410,0.285
'9:01.181',-0.420,0.305
'9:01.183',-0.420,0.310
'9:01.186',-0.430,0.310
'9:01.189',-0.440,0.320
'9:01.192',-0.440,0.300
'9:01.194',-0.450,0.300
'9:01.197',-0.455,0.290
'9:01.200',-0.455,0.295
'9:01.203',-0.455,0.330
'9:01.206',-0.470,0.350
'9:01.208',-0.475,0.365
'9:01.211',-0.465,0.380
'9:01.214',-0.475,0.385
'9:01.217',-0.480,0.390
'9:01.219',-0.505,0.390
'9:01.222',-0.515,0.385
'9:01.225',-0.530,0.395
'9:01.228',-0.550,0.415
'9:01.231',-0.565,0.420
'9:01.233',-0.550,0.430
'9:01.236',-0.580,0.445
'9:01.239',-0.575,0.455
'9:01.242',-0.590,0.475
'9:01.244',-0.590,0.495
'9:01.247',-0.590,0.490
'9:01.250',-0.620,0.495
'9:01.253',-0.640,0.505
'9:01.256',-0.655,0.510
'9:01.258',-0.665,0.515
'9:01.261',-0.675,0.510
'9:01.264',-0.680,0.515
'9:01.267',-0.690,0.530
'9:01.269',-0.690,0.550
'9:01.272',-0.695,0.545
'9:01.275',-0.685,0.560
'9:01.278',-0.665,0.565
'9:01.281',-0.665,0.575
'9:01.283',-0.660,0.565
'9:01.286',-0.655,0.565
'9:01.289',-0.650,0.555
'9:01.292',-0.650,0.545
'9:01.294',-0.645,0.540
'9:01.297',-0.645,0.525
'9:01.300',-0.610,0.505
'9:01.303',-0.585,0.500
'9:01.306',-0.560,0.490
'9:01.308',-0.520,0.480
'9:01.311',-0.460,0.465
'9:01.314',-0.435,0.450
'9:01.317',-0.405,0.410
'9:01.319',-0.375,0.390
'9:01.322',-0.355,0.355
'9:01.325',-0.350,0.330
'9:01.328',-0.340,0.295
'9:01.331',-0.335,0.275
'9:01.333',-0.315,0.250
'9:01.336',-0.295,0.245
'9:01.339',-0.255,0.235
'9:01.342',-0.235,0.230
'9:01.344',-0.200,0.225
'9:01.347',-0.180,0.205
'9:01.350',-0.170,0.185
'9:01.353',-0.170,0.170
'9:01.356',-0.180,0.145
'9:01.358',-0.210,0.120
'9:01.361',-0.205,0.115
'9:01.364',-0.210,0.120
'9:01.367',-0.210,0.115
'9:01.369',-0.220,0.140
'9:01.372',-0.210,0.145
'9:01.375',-0.185,0.145
'9:01.378',-0.190,0.155
'9:01.381',-0.190,0.155
'9:01.383',-0.200,0.140
'9:01.386',-0.210,0.125
'9:01.389',-0.200,0.120
'9:01.392',-0.200,0.105
'9:01.394',-0.200,0.105
'9:01.397',-0.185,0.110
'9:01.400',-0.185,0.115
'9:01.403',-0.190,0.125
'9:01.406',-0.190,0.135
'9:01.408',-0.185,0.135
'9:01.411',-0.185,0.140
'9:01.414',-0.175,0.140
'9:01.417',-0.180,0.135
'9:01.419',-0.170,0.150
'9:01.422',-0.175,0.135
'9:01.425',-0.180,0.135
'9:01.428',-0.190,0.115
'9:01.431',-0.210,0.115
'9:01.433',-0.220,0.115
'9:01.436',-0.215,0.100
'9:01.439',-0.205,0.105
'9:01.442',-0.185,0.125
'9:01.444',-0.175,0.135
'9:01.447',-0.145,0.140
'9:01.450',-0.160,0.135
'9:01.453',-0.160,0.130
'9:01.456',-0.185,0.115
'9:01.458',-0.185,0.110
'9:01.461',-0.185,0.110
'9:01.464',-0.180,0.115
'9:01.467',-0.160,0.115
'9:01.469',-0.150,0.125
'9:01.472',-0.140,0.135
'9:01.475',-0.125,0.160
'9:01.478',-0.100,0.215
'9:01.481',-0.080,0.230
'9:01.483',-0.065,0.265
'9:01.486',-0.030,0.265
'9:01.489',-0.025,0.285
'9:01.492',-0.025,0.285
'9:01.494',-0.020,0.275
'9:01.497',-0.025,0.280
'9:01.500',-0.010,0.290
'9:01.503',0.020,0.290
'9:01.506',0.065,0.290
'9:01.508',0.105,0.280
'9:01.511',0.155,0.265
'9:01.514',0.170,0.215
'9:01.517',0.170,0.180
'9:01.519',0.155,0.145
'9:01.522',0.135,0.120
'9:01.525',0.105,0.100
'9:01.528',0.095,0.100
'9:01.531',0.095,0.115
'9:01.533',0.115,0.125
'9:01.536',0.125,0.105
'9:01.539',0.120,0.105
'9:01.542',0.120,0.085
'9:01.544',0.095,0.050
'9:01.547',0.075,0.035
'9:01.550',0.035,0.025
'9:01.553',0.000,0.030
'9:01.556',-0.035,0.045
'9:01.558',-0.075,0.050
'9:01.561',-0.100,0.070
'9:01.564',-0.115,0.085
'9:01.567',-0.140,0.075
'9:01.569',-0.150,0.075
'9:01.572',-0.145,0.090
'9:01.575',-0.160,0.090
'9:01.578',-0.160,0.095
'9:01.581',-0.170,0.090
'9:01.583',-0.185,0.080
'9:01.586',-0.185,0.085
'9:01.589',-0.190,0.060
'9:01.592',-0.185,0.045
'9:01.594',-0.180,0.035
'9:01.597',-0.180,0.035
'9:01.600',-0.180,0.030
'9:01.603',-0.180,0.050
'9:01.606',-0.190,0.055
'9:01.608',-0.180,0.075
'9:01.611',-0.170,0.095
'9:01.614',-0.165,0.100
'9:01.617',-0.170,0.130
'9:01.619',-0.170,0.160
'9:01.622',-0.145,0.200
'9:01.625',-0.090,0.230
'9:01.628',0.000,0.255
'9:01.631',0.155,0.240
'9:01.633',0.335,0.190
'9:01.636',0.550,0.095
'9:01.639',0.765,-0.040
'9:01.642',0.965,-0.185
'9:01.644',1.145,-0.395
'9:01.647',1.330,-0.655
'9:01.650',1.510,-0.955
'9:01.653',1.685,-1.295
'9:01.656',1.805,-1.610
'9:01.658',1.905,-1.860
'9:01.661',1.935,-2.010
'9:01.664',1.910,-2.060
'9:01.667',1.835,-2.010
'9:01.669',1.715,-1.900
'9:01.672',1.495,-1.765
'9:01.675',1.185,-1.610
'9:01.678',0.830,-1.415
'9:01.681',0.515,-1.220
'9:01.683',0.250,-1.005
'9:01.686',0.065,-0.800
'9:01.689',-0.040,-0.650
'9:01.692',-0.085,-0.535
'9:01.694',-0.105,-0.450
'9:01.697',-0.115,-0.375
'9:01.700',-0.140,-0.300
'9:01.703',-0.185,-0.225
'9:01.706',-0.235,-0.135
'9:01.708',-0.260,-0.050
'9:01.711',-0.295,0.035
'9:01.714',-0.325,0.065
'9:01.717',-0.340,0.095
'9:01.719',-0.335,0.115
'9:01.722',-0.345,0.120
'9:01.725',-0.340,0.110
'9:01.728',-0.345,0.110
'9:01.731',-0.340,0.130
'9:01.733',-0.355,0.135
'9:01.736',-0.345,0.145
'9:01.739',-0.350,0.155
'9:01.742',-0.350,0.185
'9:01.744',-0.345,0.195
'9:01.747',-0.340,0.205
'9:01.750',-0.365,0.205
'9:01.753',-0.370,0.210
'9:01.756',-0.375,0.195
'9:01.758',-0.385,0.200
'9:01.761',-0.395,0.190
'9:01.764',-0.405,0.195
'9:01.767',-0.410,0.220
'9:01.769',-0.410,0.235
'9:01.772',-0.410,0.255
'9:01.775',-0.395,0.270
'9:01.778',-0.390,0.290
'9:01.781',-0.375,0.280
'9:01.783',-0.385,0.285
'9:01.786',-0.385,0.275
'9:01.789',-0.400,0.265
'9:01.792',-0.395,0.275
'9:01.794',-0.410,0.280
'9:01.797',-0.415,0.280
'9:01.800',-0.420,0.295
'9:01.803',-0.430,0.310
'9:01.806',-0.435,0.315
'9:01.808',-0.435,0.325
'9:01.811',-0.420,0.335
'9:01.814',-0.435,0.335
'9:01.817',-0.440,0.350
'9:01.819',-0.440,0.365
'9:01.822',-0.450,0.365
'9:01.825',-0.465,0.360
'9:01.828',-0.485,0.365
'9:01.831',-0.500,0.380
'9:01.833',-0.515,0.375
'9:01.836',-0.510,0.385
'9:01.839',-0.520,0.390
'9:01.842',-0.530,0.415
'9:01.844',-0.555,0.435
'9:01.847',-0.560,0.450
'9:01.850',-0.580,0.455
'9:01.853',-0.590,0.470
'9:01.856',-0.605,0.475
'9:01.858',-0.625,0.475
'9:01.861',-0.640,0.490
'9:01.864',-0.660,0.480
'9:01.867',-0.680,0.490
'9:01.869',-0.690,0.515
'9:01.872',-0.695,0.525
'9:01.875',-0.695,0.535
'9:01.878',-0.685,0.545
'9:01.881',-0.680,0.550
'9:01.883',-0.680,0.540
'9:01.886',-0.680,0.535
'9:01.889',-0.675,0.525
'9:01.892',-0.665,0.510
'9:01.894',-0.660,0.505
'9:01.897',-0.645,0.505
'9:01.900',-0.620,0.495
'9:01.903',-0.590,0.500
'9:01.906',-0.565,0.500
'9:01.908',-0.535,0.485
'9:01.911',-0.500,0.475
'9:01.914',-0.470,0.455
'9:01.917',-0.455,0.425
'9:01.919',-0.440,0.405
'9:01.922',-0.425,0.360
'9:01.925',-0.400,0.335
'9:01.928',-0.375,0.320
'9:01.931',-0.350,0.310
'9:01.933',-0.320,0.290
'9:01.936',-0.300,0.270
'9:01.939',-0.270,0.270
'9:01.942',-0.245,0.260
'9:01.944',-0.225,0.240
'9:01.947',-0.200,0.215
'9:01.950',-0.200,0.200
'9:01.953',-0.195,0.200
'9:01.956',-0.190,0.180
'9:01.958',-0.185,0.165
'9:01.961',-0.185,0.155
'9:01.964',-0.175,0.145
'9:01.967',-0.180,0.135
'9:01.969',-0.170,0.135
'9:01.972',-0.160,0.140
'9:01.975',-0.155,0.145
'9:01.978',-0.140,0.130
'9:01.981',-0.125,0.145
'9:01.983',-0.120,0.145
'9:01.986',-0.130,0.145
'9:01.989',-0.130,0.130
'9:01.992',-0.130,0.125
'9:01.994',-0.140,0.110
'9:01.997',-0.150,0.115
'9:02.000',-0.150,0.105
'9:02.003',-0.145,0.110
'9:02.006',-0.130,0.115
'9:02.008',-0.130,0.135
'9:02.011',-0.105,0.155
'9:02.014',-0.100,0.145
'9:02.017',-0.100,0.145
'9:02.019',-0.105,0.135
'9:02.022',-0.125,0.130
'9:02.025',-0.140,0.125
'9:02.028',-0.140,0.105
'9:02.031',-0.145,0.110
'9:02.033',-0.130,0.125
'9:02.036',-0.120,0.120
'9:02.039',-0.120,0.135
'9:02.042',-0.110,0.155
'9:02.044',-0.125,0.165
'9:02.047',-0.125,0.165
'9:02.050',-0.130,0.145
'9:02.053',-0.140,0.135
'9:02.056',-0.125,0.125
'9:02.058',-0.120,0.115
'9:02.061',-0.115,0.120
'9:02.064',-0.110,0.125
'9:02.067',-0.090,0.140
'9:02.069',-0.085,0.140
'9:02.072',-0.060,0.155
'9:02.075',-0.035,0.150
'9:02.078',0.000,0.150
'9:02.081',0.015,0.155
'9:02.083',0.040,0.175
'9:02.086',0.055,0.190
'9:02.089',0.080,0.225
'9:02.092',0.090,0.265
'9:02.094',0.105,0.275
'9:02.097',0.115,0.320
'9:02.100',0.155,0.340
'9:02.103',0.160,0.360
'9:02.106',0.200,0.375
'9:02.108',0.255,0.400
'9:02.111',0.300,0.440
'9:02.114',0.370,0.435
'9:02.117',0.455,0.450
'9:02.119',0.570,0.420
'9:02.122',0.670,0.385
'9:02.125',0.775,0.340
'9:02.128',0.855,0.305
'9:02.131',0.915,0.255
'9:02.133',0.965,0.225
'9:02.136',1.040,0.210
'9:02.139',1.140,0.180
'9:02.142',1.250,0.185
'9:02.144',1.360,0.170
'9:02.147',1.470,0.120
'9:02.150',1.555,0.080
'9:02.153',1.635,-0.010
'9:02.156',1.690,-0.105
'9:02.158',1.750,-0.190
'9:02.161',1.785,-0.295
'9:02.164',1.775,-0.375
'9:02.167',1.745,-0.445
'9:02.169',1.615,-0.490
'9:02.172',1.410,-0.535
'9:02.175',1.075,-0.560
'9:02.178',0.635,-0.610
'9:02.181',0.140,-0.675
'9:02.183',-0.340,-0.755
'9:02.186',-0.760,-0.845
'9:02.189',-1.095,-0.945
'9:02.192',-1.315,-1.020
'9:02.194',-1.420,-1.065
'9:02.197',-1.420,-1.090
'9:02.200',-1.370,-1.100
'9:02.203',-1.270,-1.085
'9:02.206',-1.165,-1.040
'9:02.208',-1.075,-0.990
'9:02.211',-1.005,-0.885
'9:02.214',-0.940,-0.780
'9:02.217',-0.870,-0.670
'9:02.219',-0.795,-0.560
'9:02.222',-0.710,-0.455
'9:02.225',-0.610,-0.355
'9:02.228',-0.530,-0.255
'9:02.231',-0.425,-0.190
'9:02.233',-0.370,-0.110
'9:02.236',-0.330,-0.060
'9:02.239',-0.325,-0.010
'9:02.242',-0.325,0.025
'9:02.244',-0.345,0.030
'9:02.247',-0.330,0.060
'9:02.250',-0.325,0.055
'9:02.253',-0.315,0.075
'9:02.256',-0.320,0.085
'9:02.258',-0.325,0.080
'9:02.261',-0.330,0.075
'9:02.264',-0.340,0.075
'9:02.267',-0.335,0.080
'9:02.269',-0.345,0.085
'9:02.272',-0.315,0.090
'9:02.275',-0.310,0.085
'9:02.278',-0.285,0.105
'9:02.281',-0.285,0.110
'9:02.283',-0.290,0.125
'9:02.286',-0.295,0.120
'9:02.289',-0.320,0.115
'9:02.292',-0.320,0.110
'9:02.294',-0.335,0.100
'9:02.297',-0.320,0.105
'9:02.300',-0.325,0.105
'9:02.303',-0.310,0.110
'9:02.306',-0.300,0.120
'9:02.308',-0.295,0.135
'9:02.311',-0.300,0.150
'9:02.314',-0.300,0.145
'9:02.317',-0.295,0.155
'9:02.319',-0.300,0.140
'9:02.322',-0.300,0.145
'9:02.325',-0.305,0.145
'9:02.328',-0.315,0.145
'9:02.331',-0.320,0.160
'9:02.333',-0.330,0.175
'9:02.336',-0.335,0.180
'9:02.339',-0.335,0.190
'9:02.342',-0.330,0.205
'9:02.344',-0.325,0.220
'9:02.347',-0.330,0.225
'9:02.350',-0.325,0.235
'9:02.353',-0.330,0.240
'9:02.356',-0.310,0.265
'9:02.358',-0.305,0.270
'9:02.361',-0.300,0.285
'9:02.364',-0.300,0.275
'9:02.367',-0.290,0.295
'9:02.369',-0.270,0.315
'9:02.372',-0.260,0.330
'9:02.375',-0.245,0.335
'9:02.378',-0.225,0.365
'9:02.381',-0.190,0.385
'9:02.383',-0.195,0.395
'9:02.386',-0.165,0.415
'9:02.389',-0.155,0.420
'9:02.392',-0.145,0.425
'9:02.394',-0.125,0.425
'9:02.397',-0.105,0.425
'9:02.400',-0.100,0.430
'9:02.403',-0.070,0.445
'9:02.406',-0.045,0.455
'9:02.408',-0.015,0.470
'9:02.411',0.005,0.490
'9:02.414',0.020,0.495
'9:02.417',0.025,0.485
'9:02.419',0.020,0.490
'9:02.422',0.020,0.465
'9:02.425',0.015,0.445
