'Elapsed time','MLII','V1'
'6:01.186',-0.235,0.030
'6:01.189',-0.250,0.025
'6:01.192',-0.265,0.030
'6:01.194',-0.275,0.050
'6:01.197',-0.295,0.060
'6:01.200',-0.285,0.060
'6:01.203',-0.295,0.045
'6:01.206',-0.315,0.050
'6:01.208',-0.330,0.050
'6:01.211',-0.335,0.065
'6:01.214',-0.340,0.070
'6:01.217',-0.330,0.090
'6:01.219',-0.345,0.085
'6:01.222',-0.365,0.070
'6:01.225',-0.385,0.070
'6:01.228',-0.375,0.075
'6:01.231',-0.360,0.080
'6:01.233',-0.375,0.080
'6:01.236',-0.350,0.075
'6:01.239',-0.360,0.045
'6:01.242',-0.370,0.060
'6:01.244',-0.360,0.065
'6:01.247',-0.365,0.070
'6:01.250',-0.350,0.065
'6:01.253',-0.360,0.065
'6:01.256',-0.360,0.055
'6:01.258',-0.370,0.060
'6:01.261',-0.370,0.065
'6:01.264',-0.365,0.070
'6:01.267',-0.350,0.075
'6:01.269',-0.355,0.075
'6:01.272',-0.355,0.070
'6:01.275',-0.375,0.075
'6:01.278',-0.360,0.090
'6:01.281',-0.340,0.095
'6:01.283',-0.335,0.110
'6:01.286',-0.335,0.095
'6:01.289',-0.335,0.075
'6:01.292',-0.345,0.085
'6:01.294',-0.345,0.085
'6:01.297',-0.330,0.085
'6:01.300',-0.325,0.075
'6:01.303',-0.335,0.085
'6:01.306',-0.340,0.080
'6:01.308',-0.345,0.065
'6:01.311',-0.325,0.080
'6:01.314',-0.335,0.080
'6:01.317',-0.325,0.085
'6:01.319',-0.340,0.075
'6:01.322',-0.335,0.065
'6:01.325',-0.345,0.065
'6:01.328',-0.345,0.075
'6:01.331',-0.345,0.085
'6:01.333',-0.325,0.085
'6:01.336',-0.330,0.075
'6:01.339',-0.340,0.045
'6:01.342',-0.345,0.055
'6:01.344',-0.355,0.055
'6:01.347',-0.335,0.065
'6:01.350',-0.325,0.060
'6:01.353',-0.320,0.055
'6:01.356',-0.340,0.040
'6:01.358',-0.345,0.045
'6:01.361',-0.345,0.060
'6:01.364',-0.320,0.060
'6:01.367',-0.320,0.055
'6:01.369',-0.320,0.045
'6:01.372',-0.325,0.035
'6:01.375',-0.335,0.025
'6:01.378',-0.330,0.040
'6:01.381',-0.310,0.050
'6:01.383',-0.305,0.060
'6:01.386',-0.295,0.050
'6:01.389',-0.300,0.050
'6:01.392',-0.295,0.040
'6:01.394',-0.290,0.050
'6:01.397',-0.265,0.070
'6:01.400',-0.245,0.070
'6:01.403',-0.245,0.060
'6:01.406',-0.245,0.055
'6:01.408',-0.230,0.045
'6:01.411',-0.230,0.065
'6:01.414',-0.210,0.065
'6:01.417',-0.190,0.065
'6:01.419',-0.190,0.060
'6:01.422',-0.200,0.035
'6:01.425',-0.210,0.030
'6:01.428',-0.195,0.045
'6:01.431',-0.190,0.065
'6:01.433',-0.170,0.070
'6:01.436',-0.160,0.070
'6:01.439',-0.170,0.055
'6:01.442',-0.180,0.060
'6:01.444',-0.180,0.080
'6:01.447',-0.145,0.075
'6:01.450',-0.135,0.090
'6:01.453',-0.135,0.080
'6:01.456',-0.145,0.070
'6:01.458',-0.150,0.070
'6:01.461',-0.155,0.080
'6:01.464',-0.145,0.085
'6:01.467',-0.145,0.100
'6:01.469',-0.145,0.085
'6:01.472',-0.160,0.075
'6:01.475',-0.165,0.075
'6:01.478',-0.170,0.095
'6:01.481',-0.165,0.100
'6:01.483',-0.160,0.095
'6:01.486',-0.175,0.100
'6:01.489',-0.185,0.080
'6:01.492',-0.200,0.075
'6:01.494',-0.200,0.080
'6:01.497',-0.190,0.085
'6:01.500',-0.180,0.085
'6:01.503',-0.190,0.075
'6:01.506',-0.200,0.055
'6:01.508',-0.210,0.055
'6:01.511',-0.230,0.055
'6:01.514',-0.220,0.055
'6:01.517',-0.215,0.055
'6:01.519',-0.200,0.040
'6:01.522',-0.220,0.030
'6:01.525',-0.215,0.030
'6:01.528',-0.205,0.030
'6:01.531',-0.195,0.060
'6:01.533',-0.185,0.060
'6:01.536',-0.195,0.055
'6:01.539',-0.195,0.055
'6:01.542',-0.200,0.055
'6:01.544',-0.200,0.085
'6:01.547',-0.200,0.090
'6:01.550',-0.185,0.100
'6:01.553',-0.175,0.100
'6:01.556',-0.185,0.090
'6:01.558',-0.195,0.085
'6:01.561',-0.175,0.095
'6:01.564',-0.165,0.110
'6:01.567',-0.160,0.110
'6:01.569',-0.160,0.100
'6:01.572',-0.175,0.085
'6:01.575',-0.180,0.070
'6:01.578',-0.175,0.080
'6:01.581',-0.170,0.100
'6:01.583',-0.155,0.100
'6:01.586',-0.155,0.105
'6:01.589',-0.180,0.090
'6:01.592',-0.175,0.095
'6:01.594',-0.170,0.110
'6:01.597',-0.150,0.115
'6:01.600',-0.145,0.105
'6:01.603',-0.150,0.105
'6:01.606',-0.160,0.105
'6:01.608',-0.160,0.095
'6:01.611',-0.170,0.100
'6:01.614',-0.170,0.130
'6:01.617',-0.155,0.110
'6:01.619',-0.160,0.110
'6:01.622',-0.170,0.100
'6:01.625',-0.195,0.080
'6:01.628',-0.185,0.075
'6:01.631',-0.190,0.075
'6:01.633',-0.185,0.055
'6:01.636',-0.185,0.045
'6:01.639',-0.205,0.025
'6:01.642',-0.205,0.015
'6:01.644',-0.210,-0.005
'6:01.647',-0.200,0.010
'6:01.650',-0.195,0.005
'6:01.653',-0.205,-0.015
'6:01.656',-0.210,-0.025
'6:01.658',-0.220,-0.040
'6:01.661',-0.220,-0.020
'6:01.664',-0.205,0.005
'6:01.667',-0.200,0.010
'6:01.669',-0.205,0.000
'6:01.672',-0.220,0.015
'6:01.675',-0.220,0.015
'6:01.678',-0.220,0.045
'6:01.681',-0.200,0.075
'6:01.683',-0.190,0.090
'6:01.686',-0.190,0.080
'6:01.689',-0.195,0.075
'6:01.692',-0.195,0.080
'6:01.694',-0.195,0.105
'6:01.697',-0.180,0.115
'6:01.700',-0.160,0.115
'6:01.703',-0.170,0.120
'6:01.706',-0.170,0.105
'6:01.708',-0.175,0.105
'6:01.711',-0.170,0.105
'6:01.714',-0.150,0.125
'6:01.717',-0.140,0.120
'6:01.719',-0.150,0.115
'6:01.722',-0.155,0.090
'6:01.725',-0.170,0.095
'6:01.728',-0.160,0.095
'6:01.731',-0.155,0.115
'6:01.733',-0.135,0.110
'6:01.736',-0.145,0.115
'6:01.739',-0.145,0.115
'6:01.742',-0.160,0.120
'6:01.744',-0.150,0.120
'6:01.747',-0.135,0.135
'6:01.750',-0.125,0.120
'6:01.753',-0.130,0.120
'6:01.756',-0.145,0.100
'6:01.758',-0.155,0.110
'6:01.761',-0.145,0.110
'6:01.764',-0.145,0.125
'6:01.767',-0.135,0.120
'6:01.769',-0.165,0.115
'6:01.772',-0.160,0.110
'6:01.775',-0.175,0.105
'6:01.778',-0.180,0.110
'6:01.781',-0.170,0.115
'6:01.783',-0.160,0.105
'6:01.786',-0.175,0.090
'6:01.789',-0.190,0.070
'6:01.792',-0.195,0.055
'6:01.794',-0.195,0.055
'6:01.797',-0.180,0.045
'6:01.800',-0.180,0.025
'6:01.803',-0.185,0.000
'6:01.806',-0.200,-0.020
'6:01.808',-0.210,-0.030
'6:01.811',-0.210,-0.025
'6:01.814',-0.200,-0.010
'6:01.817',-0.185,-0.020
'6:01.819',-0.190,-0.025
'6:01.822',-0.200,-0.035
'6:01.825',-0.200,-0.030
'6:01.828',-0.210,-0.015
'6:01.831',-0.200,0.010
'6:01.833',-0.195,0.035
'6:01.836',-0.200,0.050
'6:01.839',-0.205,0.045
'6:01.842',-0.195,0.035
'6:01.844',-0.125,0.050
'6:01.847',-0.025,0.040
'6:01.850',0.100,0.025
'6:01.853',0.215,0.015
'6:01.856',0.325,-0.035
'6:01.858',0.415,-0.055
'6:01.861',0.520,-0.075
'6:01.864',0.665,-0.060
'6:01.867',0.810,-0.075
'6:01.869',0.920,-0.155
'6:01.872',0.980,-0.235
'6:01.875',0.980,-0.275
'6:01.878',0.950,-0.285
'6:01.881',0.920,-0.265
'6:01.883',0.855,-0.225
'6:01.886',0.730,-0.190
'6:01.889',0.535,-0.135
'6:01.892',0.300,-0.080
'6:01.894',0.085,-0.030
'6:01.897',-0.020,0.000
'6:01.900',-0.060,0.035
'6:01.903',-0.095,0.045
'6:01.906',-0.150,0.055
'6:01.908',-0.205,0.065
'6:01.911',-0.240,0.085
'6:01.914',-0.225,0.100
'6:01.917',-0.225,0.100
'6:01.919',-0.235,0.095
'6:01.922',-0.275,0.085
'6:01.925',-0.290,0.095
'6:01.928',-0.290,0.100
'6:01.931',-0.285,0.110
'6:01.933',-0.290,0.105
'6:01.936',-0.315,0.095
'6:01.939',-0.315,0.085
'6:01.942',-0.340,0.075
'6:01.944',-0.340,0.100
'6:01.947',-0.330,0.090
'6:01.950',-0.325,0.105
'6:01.953',-0.330,0.100
'6:01.956',-0.350,0.110
'6:01.958',-0.365,0.120
'6:01.961',-0.360,0.130
'6:01.964',-0.360,0.120
'6:01.967',-0.335,0.130
'6:01.969',-0.350,0.105
'6:01.972',-0.360,0.100
'6:01.975',-0.380,0.100
'6:01.978',-0.375,0.090
'6:01.981',-0.375,0.070
'6:01.983',-0.360,0.060
'6:01.986',-0.360,0.035
'6:01.989',-0.370,0.015
'6:01.992',-0.390,0.020
'6:01.994',-0.385,0.030
'6:01.997',-0.385,0.040
'6:02.000',-0.380,0.050
'6:02.003',-0.380,0.045
'6:02.006',-0.395,0.040
'6:02.008',-0.395,0.050
'6:02.011',-0.385,0.070
'6:02.014',-0.385,0.085
'6:02.017',-0.360,0.105
'6:02.019',-0.365,0.100
'6:02.022',-0.380,0.090
'6:02.025',-0.385,0.090
'6:02.028',-0.380,0.090
'6:02.031',-0.370,0.100
'6:02.033',-0.350,0.100
'6:02.036',-0.350,0.095
'6:02.039',-0.370,0.080
'6:02.042',-0.390,0.060
'6:02.044',-0.370,0.085
'6:02.047',-0.360,0.100
'6:02.050',-0.340,0.105
'6:02.053',-0.340,0.110
'6:02.056',-0.340,0.100
'6:02.058',-0.340,0.100
'6:02.061',-0.340,0.100
'6:02.064',-0.320,0.115
'6:02.067',-0.310,0.120
'6:02.069',-0.315,0.105
'6:02.072',-0.315,0.095
'6:02.075',-0.325,0.090
'6:02.078',-0.330,0.105
'6:02.081',-0.320,0.105
'6:02.083',-0.295,0.110
'6:02.086',-0.310,0.105
'6:02.089',-0.315,0.085
'6:02.092',-0.330,0.090
'6:02.094',-0.325,0.075
'6:02.097',-0.310,0.090
'6:02.100',-0.305,0.090
'6:02.103',-0.305,0.070
'6:02.106',-0.315,0.060
'6:02.108',-0.320,0.070
'6:02.111',-0.315,0.075
'6:02.114',-0.305,0.080
'6:02.117',-0.275,0.080
'6:02.119',-0.280,0.070
'6:02.122',-0.285,0.070
'6:02.125',-0.290,0.070
'6:02.128',-0.285,0.085
'6:02.131',-0.270,0.095
'6:02.133',-0.250,0.105
'6:02.136',-0.245,0.110
'6:02.139',-0.250,0.115
'6:02.142',-0.250,0.120
'6:02.144',-0.245,0.125
'6:02.147',-0.240,0.145
'6:02.150',-0.220,0.115
'6:02.153',-0.235,0.110
'6:02.156',-0.235,0.080
'6:02.158',-0.245,0.075
'6:02.161',-0.240,0.065
'6:02.164',-0.220,0.050
'6:02.167',-0.205,0.050
'6:02.169',-0.195,0.035
'6:02.172',-0.220,0.025
'6:02.175',-0.230,0.025
'6:02.178',-0.235,0.030
'6:02.181',-0.215,0.040
'6:02.183',-0.190,0.060
'6:02.186',-0.195,0.055
'6:02.189',-0.200,0.050
'6:02.192',-0.205,0.030
'6:02.194',-0.215,0.050
'6:02.197',-0.195,0.065
'6:02.200',-0.175,0.060
'6:02.203',-0.180,0.055
'6:02.206',-0.195,0.050
'6:02.208',-0.205,0.060
'6:02.211',-0.190,0.070
'6:02.214',-0.185,0.090
'6:02.217',-0.195,0.095
'6:02.219',-0.180,0.090
'6:02.222',-0.185,0.085
'6:02.225',-0.190,0.080
'6:02.228',-0.190,0.090
'6:02.231',-0.180,0.115
'6:02.233',-0.165,0.120
'6:02.236',-0.165,0.115
'6:02.239',-0.185,0.110
'6:02.242',-0.185,0.110
'6:02.244',-0.195,0.120
'6:02.247',-0.180,0.130
'6:02.250',-0.175,0.125
'6:02.253',-0.190,0.125
'6:02.256',-0.195,0.110
'6:02.258',-0.215,0.105
'6:02.261',-0.215,0.110
'6:02.264',-0.205,0.120
'6:02.267',-0.210,0.115
'6:02.269',-0.210,0.100
'6:02.272',-0.210,0.100
'6:02.275',-0.225,0.095
'6:02.278',-0.215,0.105
'6:02.281',-0.210,0.125
'6:02.283',-0.220,0.135
'6:02.286',-0.230,0.115
'6:02.289',-0.235,0.110
'6:02.292',-0.240,0.095
'6:02.294',-0.240,0.110
'6:02.297',-0.230,0.125
'6:02.300',-0.220,0.125
'6:02.303',-0.250,0.115
'6:02.306',-0.255,0.105
'6:02.308',-0.265,0.110
'6:02.311',-0.265,0.115
'6:02.314',-0.265,0.135
'6:02.317',-0.245,0.135
'6:02.319',-0.245,0.130
'6:02.322',-0.245,0.105
'6:02.325',-0.250,0.090
'6:02.328',-0.235,0.105
'6:02.331',-0.230,0.110
'6:02.333',-0.210,0.120
'6:02.336',-0.215,0.105
'6:02.339',-0.235,0.085
'6:02.342',-0.230,0.065
'6:02.344',-0.220,0.075
'6:02.347',-0.215,0.075
'6:02.350',-0.200,0.070
'6:02.353',-0.200,0.055
'6:02.356',-0.220,0.050
'6:02.358',-0.215,0.045
'6:02.361',-0.210,0.070
'6:02.364',-0.200,0.075
'6:02.367',-0.180,0.085
'6:02.369',-0.175,0.075
'6:02.372',-0.180,0.065
'6:02.375',-0.195,0.085
'6:02.378',-0.180,0.085
'6:02.381',-0.175,0.100
'6:02.383',-0.155,0.105
'6:02.386',-0.150,0.090
'6:02.389',-0.165,0.075
'6:02.392',-0.170,0.080
'6:02.394',-0.175,0.075
'6:02.397',-0.155,0.105
'6:02.400',-0.150,0.100
'6:02.403',-0.160,0.095
'6:02.406',-0.170,0.085
'6:02.408',-0.180,0.085
'6:02.411',-0.185,0.085
