'Elapsed time','MLII','V1'
'15:00.908',-0.290,-0.290
'15:00.911',-0.305,-0.285
'15:00.914',-0.295,-0.285
'15:00.917',-0.280,-0.270
'15:00.919',-0.280,-0.265
'15:00.922',-0.270,-0.255
'15:00.925',-0.270,-0.260
'15:00.928',-0.265,-0.260
'15:00.931',-0.260,-0.275
'15:00.933',-0.255,-0.275
'15:00.936',-0.270,-0.285
'15:00.939',-0.280,-0.300
'15:00.942',-0.275,-0.300
'15:00.944',-0.285,-0.295
'15:00.947',-0.280,-0.285
'15:00.950',-0.270,-0.285
'15:00.953',-0.260,-0.275
'15:00.956',-0.250,-0.275
'15:00.958',-0.250,-0.280
'15:00.961',-0.245,-0.280
'15:00.964',-0.250,-0.290
'15:00.967',-0.260,-0.310
'15:00.969',-0.260,-0.310
'15:00.972',-0.260,-0.310
'15:00.975',-0.275,-0.305
'15:00.978',-0.270,-0.310
'15:00.981',-0.265,-0.300
'15:00.983',-0.255,-0.300
'15:00.986',-0.255,-0.295
'15:00.989',-0.240,-0.300
'15:00.992',-0.245,-0.305
'15:00.994',-0.235,-0.300
'15:00.997',-0.240,-0.310
'15:01.000',-0.235,-0.320
'15:01.003',-0.250,-0.325
'15:01.006',-0.250,-0.330
'15:01.008',-0.260,-0.330
'15:01.011',-0.255,-0.335
'15:01.014',-0.250,-0.325
'15:01.017',-0.240,-0.310
'15:01.019',-0.225,-0.300
'15:01.022',-0.220,-0.315
'15:01.025',-0.225,-0.310
'15:01.028',-0.215,-0.320
'15:01.031',-0.240,-0.330
'15:01.033',-0.245,-0.335
'15:01.036',-0.250,-0.340
'15:01.039',-0.250,-0.345
'15:01.042',-0.255,-0.360
'15:01.044',-0.255,-0.350
'15:01.047',-0.260,-0.350
'15:01.050',-0.245,-0.345
'15:01.053',-0.230,-0.335
'15:01.056',-0.225,-0.335
'15:01.058',-0.205,-0.335
'15:01.061',-0.200,-0.345
'15:01.064',-0.210,-0.345
'15:01.067',-0.205,-0.355
'15:01.069',-0.205,-0.370
'15:01.072',-0.205,-0.365
'15:01.075',-0.210,-0.365
'15:01.078',-0.200,-0.360
'15:01.081',-0.190,-0.360
'15:01.083',-0.180,-0.350
'15:01.086',-0.170,-0.340
'15:01.089',-0.155,-0.330
'15:01.092',-0.150,-0.340
'15:01.094',-0.155,-0.340
'15:01.097',-0.160,-0.345
'15:01.100',-0.170,-0.355
'15:01.103',-0.180,-0.355
'15:01.106',-0.195,-0.340
'15:01.108',-0.195,-0.345
'15:01.111',-0.210,-0.330
'15:01.114',-0.210,-0.320
'15:01.117',-0.205,-0.310
'15:01.119',-0.210,-0.310
'15:01.122',-0.200,-0.300
'15:01.125',-0.200,-0.290
'15:01.128',-0.205,-0.295
'15:01.131',-0.215,-0.300
'15:01.133',-0.230,-0.295
'15:01.136',-0.240,-0.315
'15:01.139',-0.255,-0.315
'15:01.142',-0.255,-0.305
'15:01.144',-0.265,-0.305
'15:01.147',-0.260,-0.295
'15:01.150',-0.255,-0.285
'15:01.153',-0.260,-0.285
'15:01.156',-0.255,-0.270
'15:01.158',-0.250,-0.285
'15:01.161',-0.260,-0.285
'15:01.164',-0.270,-0.290
'15:01.167',-0.270,-0.290
'15:01.169',-0.270,-0.295
'15:01.172',-0.275,-0.295
'15:01.175',-0.275,-0.305
'15:01.178',-0.280,-0.290
'15:01.181',-0.285,-0.300
'15:01.183',-0.285,-0.290
'15:01.186',-0.280,-0.285
'15:01.189',-0.290,-0.275
'15:01.192',-0.285,-0.265
'15:01.194',-0.290,-0.270
'15:01.197',-0.285,-0.275
'15:01.200',-0.285,-0.270
'15:01.203',-0.290,-0.285
'15:01.206',-0.300,-0.280
'15:01.208',-0.295,-0.280
'15:01.211',-0.305,-0.280
'15:01.214',-0.300,-0.270
'15:01.217',-0.280,-0.245
'15:01.219',-0.285,-0.235
'15:01.222',-0.280,-0.245
'15:01.225',-0.285,-0.240
'15:01.228',-0.290,-0.245
'15:01.231',-0.290,-0.255
'15:01.233',-0.295,-0.265
'15:01.236',-0.300,-0.270
'15:01.239',-0.315,-0.270
'15:01.242',-0.310,-0.270
'15:01.244',-0.315,-0.270
'15:01.247',-0.300,-0.275
'15:01.250',-0.295,-0.265
'15:01.253',-0.295,-0.250
'15:01.256',-0.285,-0.250
'15:01.258',-0.290,-0.260
'15:01.261',-0.300,-0.255
'15:01.264',-0.300,-0.265
'15:01.267',-0.315,-0.265
'15:01.269',-0.305,-0.280
'15:01.272',-0.305,-0.275
'15:01.275',-0.305,-0.280
'15:01.278',-0.310,-0.280
'15:01.281',-0.310,-0.270
'15:01.283',-0.295,-0.260
'15:01.286',-0.295,-0.245
'15:01.289',-0.295,-0.240
'15:01.292',-0.300,-0.250
'15:01.294',-0.305,-0.250
'15:01.297',-0.315,-0.265
'15:01.300',-0.315,-0.255
'15:01.303',-0.315,-0.275
'15:01.306',-0.315,-0.270
'15:01.308',-0.320,-0.260
'15:01.311',-0.325,-0.260
'15:01.314',-0.325,-0.250
'15:01.317',-0.315,-0.250
'15:01.319',-0.300,-0.245
'15:01.322',-0.280,-0.240
'15:01.325',-0.265,-0.240
'15:01.328',-0.255,-0.245
'15:01.331',-0.250,-0.230
'15:01.333',-0.245,-0.235
'15:01.336',-0.260,-0.240
'15:01.339',-0.265,-0.245
'15:01.342',-0.270,-0.240
'15:01.344',-0.270,-0.240
'15:01.347',-0.260,-0.225
'15:01.350',-0.260,-0.220
'15:01.353',-0.240,-0.205
'15:01.356',-0.220,-0.230
'15:01.358',-0.205,-0.230
'15:01.361',-0.195,-0.235
'15:01.364',-0.195,-0.265
'15:01.367',-0.195,-0.285
'15:01.369',-0.205,-0.295
'15:01.372',-0.225,-0.300
'15:01.375',-0.240,-0.310
'15:01.378',-0.260,-0.310
'15:01.381',-0.270,-0.305
'15:01.383',-0.250,-0.280
'15:01.386',-0.250,-0.280
'15:01.389',-0.245,-0.265
'15:01.392',-0.250,-0.265
'15:01.394',-0.250,-0.265
'15:01.397',-0.275,-0.280
'15:01.400',-0.290,-0.285
'15:01.403',-0.305,-0.290
'15:01.406',-0.310,-0.290
'15:01.408',-0.305,-0.290
'15:01.411',-0.320,-0.285
'15:01.414',-0.315,-0.265
'15:01.417',-0.325,-0.250
'15:01.419',-0.315,-0.250
'15:01.422',-0.310,-0.240
'15:01.425',-0.325,-0.240
'15:01.428',-0.325,-0.255
'15:01.431',-0.335,-0.250
'15:01.433',-0.335,-0.265
'15:01.436',-0.340,-0.265
'15:01.439',-0.335,-0.285
'15:01.442',-0.340,-0.285
'15:01.444',-0.345,-0.280
'15:01.447',-0.345,-0.275
'15:01.450',-0.335,-0.250
'15:01.453',-0.325,-0.255
'15:01.456',-0.320,-0.250
'15:01.458',-0.310,-0.255
'15:01.461',-0.305,-0.255
'15:01.464',-0.305,-0.275
'15:01.467',-0.315,-0.280
'15:01.469',-0.335,-0.285
'15:01.472',-0.355,-0.275
'15:01.475',-0.380,-0.275
'15:01.478',-0.395,-0.275
'15:01.481',-0.360,-0.265
'15:01.483',-0.295,-0.270
'15:01.486',-0.200,-0.310
'15:01.489',-0.070,-0.345
'15:01.492',0.100,-0.410
'15:01.494',0.300,-0.465
'15:01.497',0.505,-0.495
'15:01.500',0.705,-0.500
'15:01.503',0.835,-0.485
'15:01.506',0.880,-0.425
'15:01.508',0.790,-0.365
'15:01.511',0.585,-0.300
'15:01.514',0.315,-0.230
'15:01.517',0.045,-0.180
'15:01.519',-0.170,-0.155
'15:01.522',-0.295,-0.160
'15:01.525',-0.320,-0.205
'15:01.528',-0.290,-0.260
'15:01.531',-0.240,-0.300
'15:01.533',-0.200,-0.335
'15:01.536',-0.190,-0.350
'15:01.539',-0.190,-0.340
'15:01.542',-0.210,-0.340
'15:01.544',-0.235,-0.315
'15:01.547',-0.255,-0.290
'15:01.550',-0.270,-0.290
'15:01.553',-0.285,-0.280
'15:01.556',-0.285,-0.275
'15:01.558',-0.295,-0.275
'15:01.561',-0.290,-0.285
'15:01.564',-0.295,-0.285
'15:01.567',-0.305,-0.290
'15:01.569',-0.310,-0.300
'15:01.572',-0.320,-0.305
'15:01.575',-0.330,-0.305
'15:01.578',-0.335,-0.300
'15:01.581',-0.330,-0.275
'15:01.583',-0.325,-0.280
'15:01.586',-0.310,-0.275
'15:01.589',-0.295,-0.280
'15:01.592',-0.295,-0.270
'15:01.594',-0.290,-0.270
'15:01.597',-0.300,-0.280
'15:01.600',-0.310,-0.290
'15:01.603',-0.315,-0.290
'15:01.606',-0.320,-0.300
'15:01.608',-0.315,-0.295
'15:01.611',-0.315,-0.295
'15:01.614',-0.310,-0.285
'15:01.617',-0.305,-0.285
'15:01.619',-0.305,-0.280
'15:01.622',-0.285,-0.280
'15:01.625',-0.280,-0.285
'15:01.628',-0.275,-0.280
'15:01.631',-0.275,-0.280
'15:01.633',-0.285,-0.305
'15:01.636',-0.290,-0.305
'15:01.639',-0.295,-0.300
'15:01.642',-0.285,-0.305
'15:01.644',-0.295,-0.305
'15:01.647',-0.285,-0.305
'15:01.650',-0.280,-0.295
'15:01.653',-0.260,-0.285
'15:01.656',-0.265,-0.275
'15:01.658',-0.255,-0.290
'15:01.661',-0.255,-0.300
'15:01.664',-0.260,-0.305
'15:01.667',-0.260,-0.315
'15:01.669',-0.270,-0.325
'15:01.672',-0.275,-0.315
'15:01.675',-0.280,-0.325
'15:01.678',-0.285,-0.320
'15:01.681',-0.265,-0.320
'15:01.683',-0.270,-0.325
'15:01.686',-0.255,-0.300
'15:01.689',-0.255,-0.310
'15:01.692',-0.245,-0.310
'15:01.694',-0.240,-0.315
'15:01.697',-0.235,-0.320
'15:01.700',-0.245,-0.330
'15:01.703',-0.245,-0.330
'15:01.706',-0.250,-0.345
'15:01.708',-0.255,-0.355
'15:01.711',-0.260,-0.340
'15:01.714',-0.255,-0.345
'15:01.717',-0.245,-0.345
'15:01.719',-0.255,-0.340
'15:01.722',-0.245,-0.315
'15:01.725',-0.250,-0.335
'15:01.728',-0.245,-0.345
'15:01.731',-0.235,-0.340
'15:01.733',-0.245,-0.350
'15:01.736',-0.250,-0.365
'15:01.739',-0.260,-0.370
'15:01.742',-0.265,-0.365
'15:01.744',-0.260,-0.375
'15:01.747',-0.255,-0.365
'15:01.750',-0.260,-0.360
'15:01.753',-0.250,-0.350
'15:01.756',-0.255,-0.355
'15:01.758',-0.245,-0.350
'15:01.761',-0.235,-0.360
'15:01.764',-0.235,-0.370
'15:01.767',-0.240,-0.360
'15:01.769',-0.230,-0.380
'15:01.772',-0.235,-0.390
'15:01.775',-0.230,-0.390
'15:01.778',-0.220,-0.390
'15:01.781',-0.215,-0.385
'15:01.783',-0.200,-0.385
'15:01.786',-0.190,-0.380
'15:01.789',-0.175,-0.380
'15:01.792',-0.170,-0.365
'15:01.794',-0.160,-0.375
'15:01.797',-0.165,-0.375
'15:01.800',-0.155,-0.385
'15:01.803',-0.170,-0.380
'15:01.806',-0.170,-0.380
'15:01.808',-0.170,-0.390
'15:01.811',-0.180,-0.385
'15:01.814',-0.180,-0.385
'15:01.817',-0.190,-0.365
'15:01.819',-0.195,-0.360
'15:01.822',-0.200,-0.340
'15:01.825',-0.195,-0.340
'15:01.828',-0.200,-0.345
'15:01.831',-0.200,-0.340
'15:01.833',-0.215,-0.350
'15:01.836',-0.220,-0.350
'15:01.839',-0.235,-0.350
'15:01.842',-0.250,-0.355
'15:01.844',-0.255,-0.340
'15:01.847',-0.265,-0.330
'15:01.850',-0.270,-0.315
'15:01.853',-0.255,-0.310
'15:01.856',-0.255,-0.315
'15:01.858',-0.245,-0.300
'15:01.861',-0.245,-0.315
'15:01.864',-0.260,-0.315
'15:01.867',-0.270,-0.320
'15:01.869',-0.270,-0.325
'15:01.872',-0.290,-0.325
'15:01.875',-0.295,-0.330
'15:01.878',-0.300,-0.330
'15:01.881',-0.300,-0.320
'15:01.883',-0.290,-0.315
'15:01.886',-0.290,-0.290
'15:01.889',-0.280,-0.300
'15:01.892',-0.280,-0.300
'15:01.894',-0.280,-0.295
'15:01.897',-0.280,-0.310
'15:01.900',-0.295,-0.305
'15:01.903',-0.300,-0.320
'15:01.906',-0.320,-0.320
'15:01.908',-0.305,-0.315
'15:01.911',-0.305,-0.320
'15:01.914',-0.300,-0.315
'15:01.917',-0.300,-0.305
'15:01.919',-0.300,-0.305
'15:01.922',-0.295,-0.290
'15:01.925',-0.295,-0.295
'15:01.928',-0.290,-0.300
'15:01.931',-0.295,-0.310
'15:01.933',-0.310,-0.315
'15:01.936',-0.315,-0.315
'15:01.939',-0.320,-0.315
'15:01.942',-0.325,-0.315
'15:01.944',-0.330,-0.320
'15:01.947',-0.330,-0.310
'15:01.950',-0.325,-0.305
'15:01.953',-0.320,-0.300
'15:01.956',-0.310,-0.290
'15:01.958',-0.315,-0.285
'15:01.961',-0.315,-0.300
'15:01.964',-0.305,-0.305
'15:01.967',-0.310,-0.300
'15:01.969',-0.320,-0.315
'15:01.972',-0.325,-0.315
'15:01.975',-0.335,-0.320
'15:01.978',-0.330,-0.310
'15:01.981',-0.330,-0.305
'15:01.983',-0.335,-0.305
'15:01.986',-0.325,-0.295
'15:01.989',-0.320,-0.285
'15:01.992',-0.320,-0.280
'15:01.994',-0.325,-0.285
'15:01.997',-0.320,-0.290
'15:02.000',-0.325,-0.305
'15:02.003',-0.325,-0.315
'15:02.006',-0.320,-0.330
'15:02.008',-0.330,-0.315
'15:02.011',-0.330,-0.305
'15:02.014',-0.320,-0.310
'15:02.017',-0.300,-0.305
'15:02.019',-0.280,-0.295
'15:02.022',-0.275,-0.280
'15:02.025',-0.265,-0.285
'15:02.028',-0.255,-0.275
'15:02.031',-0.265,-0.275
'15:02.033',-0.265,-0.280
'15:02.036',-0.265,-0.290
'15:02.039',-0.265,-0.295
'15:02.042',-0.265,-0.300
'15:02.044',-0.270,-0.320
'15:02.047',-0.260,-0.320
'15:02.050',-0.245,-0.325
'15:02.053',-0.235,-0.320
'15:02.056',-0.245,-0.325
'15:02.058',-0.255,-0.330
'15:02.061',-0.265,-0.320
'15:02.064',-0.275,-0.330
'15:02.067',-0.285,-0.325
'15:02.069',-0.285,-0.325
'15:02.072',-0.290,-0.330
'15:02.075',-0.295,-0.330
'15:02.078',-0.310,-0.335
'15:02.081',-0.315,-0.335
'15:02.083',-0.320,-0.320
'15:02.086',-0.325,-0.300
'15:02.089',-0.320,-0.285
'15:02.092',-0.320,-0.285
'15:02.094',-0.330,-0.295
'15:02.097',-0.340,-0.285
'15:02.100',-0.360,-0.285
'15:02.103',-0.365,-0.300
'15:02.106',-0.370,-0.315
'15:02.108',-0.375,-0.310
'15:02.111',-0.380,-0.305
'15:02.114',-0.370,-0.300
'15:02.117',-0.370,-0.285
'15:02.119',-0.360,-0.275
'15:02.122',-0.360,-0.275
'15:02.125',-0.355,-0.275
'15:02.128',-0.350,-0.280
'15:02.131',-0.355,-0.280
'15:02.133',-0.365,-0.290
'15:02.136',-0.365,-0.310
'15:02.139',-0.370,-0.310
'15:02.142',-0.375,-0.305
'15:02.144',-0.375,-0.305
'15:02.147',-0.370,-0.295
'15:02.150',-0.380,-0.290
'15:02.153',-0.395,-0.285
'15:02.156',-0.400,-0.270
'15:02.158',-0.425,-0.270
'15:02.161',-0.425,-0.285
'15:02.164',-0.400,-0.290
'15:02.167',-0.345,-0.325
'15:02.169',-0.265,-0.355
'15:02.172',-0.145,-0.395
'15:02.175',0.000,-0.460
'15:02.178',0.165,-0.510
'15:02.181',0.375,-0.545
'15:02.183',0.580,-0.555
'15:02.186',0.765,-0.535
'15:02.189',0.880,-0.485
'15:02.192',0.885,-0.430
'15:02.194',0.760,-0.380
'15:02.197',0.525,-0.305
'15:02.200',0.245,-0.250
'15:02.203',-0.045,-0.205
'15:02.206',-0.245,-0.180
'15:02.208',-0.375,-0.185
'15:02.211',-0.410,-0.200
'15:02.214',-0.380,-0.230
'15:02.217',-0.320,-0.280
'15:02.219',-0.275,-0.310
'15:02.222',-0.245,-0.325
'15:02.225',-0.235,-0.340
'15:02.228',-0.240,-0.330
'15:02.231',-0.250,-0.325
'15:02.233',-0.280,-0.315
'15:02.236',-0.310,-0.320
'15:02.239',-0.330,-0.315
'15:02.242',-0.340,-0.320
'15:02.244',-0.355,-0.320
'15:02.247',-0.345,-0.310
'15:02.250',-0.340,-0.300
'15:02.253',-0.335,-0.305
'15:02.256',-0.320,-0.290
'15:02.258',-0.330,-0.285
'15:02.261',-0.335,-0.295
'15:02.264',-0.335,-0.290
'15:02.267',-0.345,-0.300
'15:02.269',-0.355,-0.305
'15:02.272',-0.350,-0.305
'15:02.275',-0.355,-0.315
'15:02.278',-0.355,-0.310
'15:02.281',-0.345,-0.310
